ID,receiptNumber,store_ID,posSystem_ID,customer_ID,businessDate,createdAt,netRevenue,vatAmount,grossAmount,discountAmount,currency_code,paymentMethod,itemCount,dwellSeconds
RC-MUC01-0011733,MUC01-0011733,MUC01,PF-MUC01,CUST00171,2026-06-18,2026-06-18T12:09:49Z,3.09,0.22,3.3,0.2,EUR,Card payment VISA,2,52
RC-MUC01-0011734,MUC01-0011734,MUC01,PF-MUC01,CUST00373,2026-06-18,2026-06-18T13:57:36Z,4.42,0.68,5.09,0.36,EUR,Card payment 20,3,22
RC-MUC01-0011735,MUC01-0011735,MUC01,PF-MUC01,CUST00250,2026-06-18,2026-06-18T14:12:04Z,3.77,0.43,4.2,0.0,EUR,Card payment 20,2,36
RC-MUC01-0011736,MUC01-0011736,MUC01,PF-MUC01,CUST00404,2026-06-18,2026-06-18T14:19:18Z,2.48,0.17,2.66,0.24,EUR,Card payment 20,1,41
RC-MUC01-0011737,MUC01-0011737,MUC01,PF-MUC01,CUST00299,2026-06-18,2026-06-18T15:19:42Z,6.96,0.48,7.44,1.81,EUR,Card payment,3,35
RC-MUC01-0011738,MUC01-0011738,MUC01,PF-MUC01,CUST00336,2026-06-18,2026-06-18T16:58:07Z,5.11,0.51,5.62,0.18,EUR,Card payment 20,3,43
RC-MUC01-0011739,MUC01-0011739,MUC01,PF-MUC01,CUST00162,2026-06-18,2026-06-18T16:12:07Z,1.64,0.31,1.95,0.0,EUR,Card payment 20,2,53
RC-MUC01-0011740,MUC01-0011740,MUC01,PF-MUC01,CUST00057,2026-06-18,2026-06-18T18:08:29Z,3.2,0.25,3.45,0.0,EUR,Card payment 20,2,51
RC-MUC01-0011741,MUC01-0011741,MUC01,SM-MUC01,,2026-06-18,2026-06-18T18:48:10Z,1.35,0.26,1.61,0.09,EUR,Card payment VISA,1,93
RC-MUC01-0011742,MUC01-0011742,MUC01,PF-MUC01,CUST00401,2026-06-18,2026-06-18T19:07:46Z,2.8,0.53,3.33,0.32,EUR,Card payment 20,2,26
RC-MUC01-0011743,MUC01-0011743,MUC01,PF-MUC01,CUST00453,2026-06-18,2026-06-18T19:48:40Z,1.64,0.31,1.95,0.0,EUR,Card payment 20,1,38
RC-MUC01-0011744,MUC01-0011744,MUC01,PF-MUC01,CUST00376,2026-06-18,2026-06-18T21:15:11Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,80
RC-MUC01-0011745,MUC01-0011745,MUC01,PF-MUC01,CUST00362,2026-06-19,2026-06-19T09:44:00Z,3.55,0.25,3.8,0.0,EUR,Card payment 20,1,31
RC-MUC01-0011746,MUC01-0011746,MUC01,PF-MUC01,CUST00231,2026-06-19,2026-06-19T11:32:20Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,34
RC-MUC01-0011747,MUC01-0011747,MUC01,MO-MUC01,,2026-06-19,2026-06-19T12:32:22Z,3.11,0.38,3.48,0.22,EUR,Card payment 20,3,68
RC-MUC01-0011748,MUC01-0011748,MUC01,PF-MUC01,CUST00182,2026-06-19,2026-06-19T13:27:54Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,46
RC-MUC01-0011749,MUC01-0011749,MUC01,PF-MUC01,CUST00288,2026-06-19,2026-06-19T13:09:34Z,0.93,0.07,1.0,0.0,EUR,Card payment 20,1,71
RC-MUC01-0011750,MUC01-0011750,MUC01,MO-MUC01,CUST00178,2026-06-19,2026-06-19T14:51:45Z,0.13,0.02,0.15,0.0,EUR,Card payment VISA,1,187
RC-MUC01-0011751,MUC01-0011751,MUC01,SM-MUC01,,2026-06-19,2026-06-19T15:08:37Z,1.43,0.27,1.7,0.0,EUR,Card payment VISA,1,89
RC-MUC01-0011752,MUC01-0011752,MUC01,PF-MUC01,CUST00453,2026-06-19,2026-06-19T15:15:28Z,2.55,0.2,2.75,0.0,EUR,Card payment VISA,2,52
RC-MUC01-0011753,MUC01-0011753,MUC01,PF-MUC01,CUST00190,2026-06-19,2026-06-19T16:01:41Z,8.02,0.56,8.58,0.0,EUR,Card payment 20,4,36
RC-MUC01-0011754,MUC01-0011754,MUC01,SM-MUC01,,2026-06-19,2026-06-19T17:40:17Z,1.23,0.23,1.46,0.24,EUR,Card payment VISA,1,214
RC-MUC01-0011755,MUC01-0011755,MUC01,PF-MUC01,CUST00362,2026-06-19,2026-06-19T17:04:39Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,38
RC-MUC01-0011756,MUC01-0011756,MUC01,PF-MUC01,CUST00149,2026-06-19,2026-06-19T18:57:44Z,0.07,0.01,0.08,0.0,EUR,Card payment 20,1,44
RC-MUC01-0011757,MUC01-0011757,MUC01,PF-MUC01,CUST00242,2026-06-19,2026-06-19T18:59:56Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,49
RC-MUC01-0011758,MUC01-0011758,MUC01,PF-MUC01,CUST00288,2026-06-19,2026-06-19T19:33:34Z,0.18,0.03,0.21,0.04,EUR,Card payment 20,1,21
RC-MUC01-0011759,MUC01-0011759,MUC01,SM-MUC01,CUST00475,2026-06-19,2026-06-19T20:17:53Z,6.45,0.45,6.9,0.0,EUR,Card payment 10,1,112
RC-MUC01-0011760,MUC01-0011760,MUC01,SM-MUC01,,2026-06-22,2026-06-22T10:22:23Z,2.71,0.19,2.9,0.0,EUR,Card payment 20,1,30
RC-MUC01-0011761,MUC01-0011761,MUC01,SM-MUC01,CUST00408,2026-06-22,2026-06-22T11:34:05Z,0.21,0.04,0.25,0.0,EUR,Card payment VISA,1,104
RC-MUC01-0011762,MUC01-0011762,MUC01,PF-MUC01,CUST00477,2026-06-22,2026-06-22T12:45:52Z,3.11,0.39,3.5,0.0,EUR,Card payment 20,2,38
RC-MUC01-0011763,MUC01-0011763,MUC01,PF-MUC01,CUST00191,2026-06-22,2026-06-22T12:20:11Z,1.64,0.31,1.95,0.0,EUR,Card payment 20,1,61
RC-MUC01-0011764,MUC01-0011764,MUC01,PF-MUC01,CUST00312,2026-06-22,2026-06-22T13:12:57Z,2.47,0.18,2.65,0.0,EUR,Card payment 20,2,35
RC-MUC01-0011765,MUC01-0011765,MUC01,PF-MUC01,CUST00148,2026-06-22,2026-06-22T14:55:59Z,2.86,0.54,3.4,0.0,EUR,Card payment 20,2,65
RC-MUC01-0011766,MUC01-0011766,MUC01,SM-MUC01,,2026-06-22,2026-06-22T14:03:13Z,0.13,0.02,0.15,0.1,EUR,Card payment 20,1,152
RC-MUC01-0011767,MUC01-0011767,MUC01,SM-MUC01,CUST00250,2026-06-22,2026-06-22T15:35:47Z,0.12,0.02,0.14,0.01,EUR,Card payment 20,1,76
RC-MUC01-0011768,MUC01-0011768,MUC01,PF-MUC01,CUST00265,2026-06-22,2026-06-22T16:05:34Z,3.98,0.47,4.45,0.0,EUR,Card payment 20,3,49
RC-MUC01-0011769,MUC01-0011769,MUC01,PF-MUC01,CUST00474,2026-06-22,2026-06-22T17:23:19Z,4.12,0.6,4.72,0.58,EUR,Card payment 20,3,63
RC-MUC01-0011770,MUC01-0011770,MUC01,SM-MUC01,CUST00111,2026-06-22,2026-06-22T18:22:20Z,0.13,0.02,0.15,0.0,EUR,Card payment Master Card,1,79
RC-MUC01-0011771,MUC01-0011771,MUC01,PF-MUC01,CUST00057,2026-06-22,2026-06-22T18:37:29Z,4.19,0.51,4.7,0.0,EUR,Card payment 20,2,52
RC-MUC01-0011772,MUC01-0011772,MUC01,PF-MUC01,CUST00469,2026-06-22,2026-06-22T19:16:13Z,2.57,0.28,2.85,0.9,EUR,Card payment 20,2,55
RC-MUC01-0011773,MUC01-0011773,MUC01,SM-MUC01,,2026-06-22,2026-06-22T20:17:19Z,1.34,0.26,1.6,0.0,EUR,Card payment 20,1,1
RC-MUC01-0011774,MUC01-0011774,MUC01,PF-MUC01,CUST00252,2026-06-22,2026-06-22T21:13:18Z,2.47,0.19,2.65,0.1,EUR,Card payment 20,2,29
RC-MUC01-0011775,MUC01-0011775,MUC01,PF-MUC01,CUST00191,2026-06-23,2026-06-23T12:54:28Z,3.37,0.26,3.64,0.31,EUR,Card payment 20,3,52
RC-MUC01-0011776,MUC01-0011776,MUC01,PF-MUC01,CUST00071,2026-06-23,2026-06-23T13:54:33Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,37
RC-MUC01-0011777,MUC01-0011777,MUC01,PF-MUC01,CUST00171,2026-06-23,2026-06-23T13:45:49Z,1.24,0.23,1.47,0.23,EUR,Card payment 20,1,27
RC-MUC01-0011778,MUC01-0011778,MUC01,PF-MUC01,CUST00394,2026-06-23,2026-06-23T13:20:43Z,2.61,0.19,2.8,0.0,EUR,Card payment VISA,2,36
RC-MUC01-0011779,MUC01-0011779,MUC01,SM-MUC01,CUST00231,2026-06-23,2026-06-23T14:09:12Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,135
RC-MUC01-0011780,MUC01-0011780,MUC01,PF-MUC01,CUST00340,2026-06-23,2026-06-23T15:10:56Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,49
RC-MUC01-0011781,MUC01-0011781,MUC01,PF-MUC01,CUST00139,2026-06-23,2026-06-23T15:41:00Z,2.29,0.19,2.47,0.03,EUR,Card payment 20,2,42
RC-MUC01-0011782,MUC01-0011782,MUC01,PF-MUC01,CUST00401,2026-06-23,2026-06-23T16:49:07Z,2.53,0.2,2.73,0.0,EUR,Card payment Master Card,3,67
RC-MUC01-0011783,MUC01-0011783,MUC01,SM-MUC01,,2026-06-23,2026-06-23T16:49:22Z,2.11,0.15,2.25,0.85,EUR,Card payment 20,1,133
RC-MUC01-0011784,MUC01-0011784,MUC01,PF-MUC01,CUST00001,2026-06-23,2026-06-23T16:49:39Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,43
RC-MUC01-0011785,MUC01-0011785,MUC01,SM-MUC01,,2026-06-23,2026-06-23T17:04:49Z,4.12,0.28,4.4,0.0,EUR,Card payment 20,2,62
RC-MUC01-0011786,MUC01-0011786,MUC01,MO-MUC01,CUST00394,2026-06-23,2026-06-23T17:31:59Z,2.02,0.38,2.4,0.0,EUR,Card payment 20,1,106
RC-MUC01-0011787,MUC01-0011787,MUC01,MO-MUC01,CUST00442,2026-06-23,2026-06-23T19:14:16Z,1.5,0.12,1.62,0.46,EUR,Card payment 20,3,118
RC-MUC01-0011788,MUC01-0011788,MUC01,PF-MUC01,CUST00353,2026-06-23,2026-06-23T19:44:46Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,26
RC-MUC01-0011789,MUC01-0011789,MUC01,PF-MUC01,CUST00124,2026-06-23,2026-06-23T20:10:54Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,42
RC-MUC01-0011790,MUC01-0011790,MUC01,PF-MUC01,CUST00190,2026-06-23,2026-06-23T20:39:04Z,0.13,0.02,0.15,0.0,EUR,Card payment VISA,1,34
RC-MUC01-0011791,MUC01-0011791,MUC01,PF-MUC01,CUST00054,2026-06-23,2026-06-23T21:00:42Z,1.64,0.31,1.95,0.0,EUR,Card payment 20,1,65
RC-MUC01-0011792,MUC01-0011792,MUC01,PF-MUC01,CUST00009,2026-06-23,2026-06-23T21:54:06Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,61
RC-MUC01-0011793,MUC01-0011793,MUC01,PF-MUC01,CUST00283,2026-06-24,2026-06-24T08:17:43Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,36
RC-MUC01-0011794,MUC01-0011794,MUC01,PF-MUC01,CUST00299,2026-06-24,2026-06-24T09:45:31Z,1.64,0.31,1.95,0.0,EUR,Card payment 20,1,18
RC-MUC01-0011795,MUC01-0011795,MUC01,PF-MUC01,CUST00271,2026-06-24,2026-06-24T11:40:59Z,1.68,0.12,1.8,0.0,EUR,Card payment VISA,1,67
RC-MUC01-0011796,MUC01-0011796,MUC01,PF-MUC01,CUST00295,2026-06-24,2026-06-24T12:52:29Z,6.66,0.49,7.15,0.6,EUR,Card payment 20,4,50
RC-MUC01-0011797,MUC01-0011797,MUC01,PF-MUC01,CUST00475,2026-06-24,2026-06-24T12:48:44Z,2.36,0.34,2.7,0.0,EUR,Card payment 20,2,54
RC-MUC01-0011798,MUC01-0011798,MUC01,PF-MUC01,CUST00118,2026-06-24,2026-06-24T13:21:03Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,55
RC-MUC01-0011799,MUC01-0011799,MUC01,PF-MUC01,CUST00162,2026-06-24,2026-06-24T13:33:57Z,1.36,0.12,1.48,0.17,EUR,Card payment 20,2,23
RC-MUC01-0011800,MUC01-0011800,MUC01,PF-MUC01,CUST00376,2026-06-24,2026-06-24T13:54:56Z,0.93,0.07,1.0,0.0,EUR,Card payment Master Card,1,62
RC-MUC01-0011801,MUC01-0011801,MUC01,PF-MUC01,CUST00442,2026-06-24,2026-06-24T14:42:56Z,2.34,0.16,2.5,0.0,EUR,Card payment Master Card,1,22
RC-MUC01-0011802,MUC01-0011802,MUC01,PF-MUC01,CUST00373,2026-06-24,2026-06-24T14:26:13Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,19
RC-MUC01-0011803,MUC01-0011803,MUC01,PF-MUC01,CUST00453,2026-06-24,2026-06-24T14:17:12Z,2.06,0.14,2.2,0.0,EUR,Card payment 20,1,67
RC-MUC01-0011804,MUC01-0011804,MUC01,PF-MUC01,CUST00029,2026-06-24,2026-06-24T14:24:13Z,3.04,0.41,3.45,0.0,EUR,Card payment 20,3,62
RC-MUC01-0011805,MUC01-0011805,MUC01,PF-MUC01,CUST00078,2026-06-24,2026-06-24T14:26:35Z,0.93,0.07,1.0,0.0,EUR,Card payment 20,1,29
RC-MUC01-0011806,MUC01-0011806,MUC01,PF-MUC01,CUST00474,2026-06-24,2026-06-24T15:18:05Z,3.27,0.23,3.5,0.0,EUR,Card payment 20,2,39
RC-MUC01-0011807,MUC01-0011807,MUC01,SM-MUC01,,2026-06-24,2026-06-24T15:09:55Z,2.06,0.14,2.2,0.0,EUR,Card payment 20,1,64
RC-MUC01-0011808,MUC01-0011808,MUC01,SM-MUC01,,2026-06-24,2026-06-24T16:59:33Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,102
RC-MUC01-0011809,MUC01-0011809,MUC01,PF-MUC01,CUST00124,2026-06-24,2026-06-24T16:13:15Z,1.85,0.35,2.2,0.0,EUR,Card payment VISA,2,64
RC-MUC01-0011810,MUC01-0011810,MUC01,PF-MUC01,CUST00242,2026-06-24,2026-06-24T16:15:37Z,4.63,0.32,4.95,0.0,EUR,Card payment 20,1,54
RC-MUC01-0011811,MUC01-0011811,MUC01,PF-MUC01,CUST00373,2026-06-24,2026-06-24T16:19:47Z,5.61,0.74,6.35,0.0,EUR,Card payment VISA,3,28
RC-MUC01-0011812,MUC01-0011812,MUC01,PF-MUC01,CUST00101,2026-06-24,2026-06-24T17:39:23Z,4.65,0.33,4.98,0.0,EUR,Card payment 20,2,37
RC-MUC01-0011813,MUC01-0011813,MUC01,PF-MUC01,CUST00312,2026-06-24,2026-06-24T18:52:59Z,2.6,0.5,3.1,0.0,EUR,Card payment 20,2,32
RC-MUC01-0011814,MUC01-0011814,MUC01,SM-MUC01,CUST00149,2026-06-24,2026-06-24T18:12:51Z,3.77,0.43,4.2,0.0,EUR,Card payment VISA,2,115
RC-MUC01-0011815,MUC01-0011815,MUC01,PF-MUC01,CUST00178,2026-06-24,2026-06-24T19:07:53Z,0.07,0.01,0.08,0.0,EUR,Card payment 20,1,52
RC-MUC01-0011816,MUC01-0011816,MUC01,MO-MUC01,,2026-06-24,2026-06-24T20:02:13Z,3.0,0.57,3.57,0.33,EUR,Card payment Master Card,2,113
RC-MUC01-0011817,MUC01-0011817,MUC01,PF-MUC01,CUST00325,2026-06-24,2026-06-24T21:53:58Z,0.21,0.04,0.25,0.0,EUR,Card payment VISA,1,70
RC-MUC01-0011818,MUC01-0011818,MUC01,SM-MUC01,,2026-06-24,2026-06-24T22:41:04Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,115
RC-MUC01-0011819,MUC01-0011819,MUC01,PF-MUC01,CUST00054,2026-06-25,2026-06-25T08:20:46Z,2.06,0.14,2.2,0.0,EUR,Card payment 20,1,68
RC-MUC01-0011820,MUC01-0011820,MUC01,PF-MUC01,CUST00394,2026-06-25,2026-06-25T10:20:15Z,2.31,0.16,2.47,0.48,EUR,Card payment 20,1,27
RC-MUC01-0011821,MUC01-0011821,MUC01,SM-MUC01,,2026-06-25,2026-06-25T11:37:18Z,1.34,0.26,1.6,0.0,EUR,Card payment Master Card,1,84
RC-MUC01-0011822,MUC01-0011822,MUC01,SM-MUC01,,2026-06-25,2026-06-25T11:18:53Z,2.34,0.16,2.5,0.0,EUR,Card payment VISA,1,167
RC-MUC01-0011823,MUC01-0011823,MUC01,PF-MUC01,CUST00183,2026-06-25,2026-06-25T13:45:24Z,1.47,0.28,1.75,0.25,EUR,Card payment 10,1,37
RC-MUC01-0011824,MUC01-0011824,MUC01,PF-MUC01,CUST00252,2026-06-25,2026-06-25T13:40:41Z,4.2,0.3,4.5,0.0,EUR,Card payment 20,3,48
RC-MUC01-0011825,MUC01-0011825,MUC01,PF-MUC01,CUST00075,2026-06-25,2026-06-25T13:16:05Z,3.98,0.27,4.25,0.0,EUR,Card payment 20,1,64
RC-MUC01-0011826,MUC01-0011826,MUC01,MO-MUC01,CUST00239,2026-06-25,2026-06-25T13:10:42Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,58
RC-MUC01-0011827,MUC01-0011827,MUC01,SM-MUC01,,2026-06-25,2026-06-25T13:33:51Z,2.82,0.43,3.25,0.0,EUR,Card payment 20,3,13
RC-MUC01-0011828,MUC01-0011828,MUC01,PF-MUC01,CUST00242,2026-06-25,2026-06-25T13:59:05Z,1.85,0.35,2.2,0.0,EUR,Card payment 20,2,59
RC-MUC01-0011829,MUC01-0011829,MUC01,SM-MUC01,,2026-06-25,2026-06-25T14:58:07Z,3.82,0.44,4.26,0.02,EUR,Card payment Master Card,3,172
RC-MUC01-0011830,MUC01-0011830,MUC01,PF-MUC01,CUST00295,2026-06-25,2026-06-25T15:36:19Z,2.76,0.19,2.95,0.0,EUR,Card payment 10,1,42
RC-MUC01-0011831,MUC01-0011831,MUC01,PF-MUC01,CUST00231,2026-06-25,2026-06-25T15:42:07Z,1.6,0.11,1.71,0.29,EUR,Card payment 20,1,39
RC-MUC01-0011832,MUC01-0011832,MUC01,PF-MUC01,CUST00071,2026-06-25,2026-06-25T15:45:05Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,30
RC-MUC01-0011833,MUC01-0011833,MUC01,PF-MUC01,CUST00288,2026-06-25,2026-06-25T15:58:59Z,4.88,0.5,5.38,0.12,EUR,Card payment 20,2,51
RC-MUC01-0011834,MUC01-0011834,MUC01,SM-MUC01,CUST00477,2026-06-25,2026-06-25T16:36:29Z,4.14,0.46,4.6,0.0,EUR,Card payment 20,2,185
RC-MUC01-0011835,MUC01-0011835,MUC01,SM-MUC01,,2026-06-25,2026-06-25T16:19:26Z,2.36,0.34,2.7,0.0,EUR,Card payment VISA,2,76
RC-MUC01-0011836,MUC01-0011836,MUC01,PF-MUC01,CUST00401,2026-06-25,2026-06-25T16:59:54Z,3.29,0.23,3.52,0.18,EUR,Card payment 20,2,43
RC-MUC01-0011837,MUC01-0011837,MUC01,PF-MUC01,CUST00001,2026-06-25,2026-06-25T16:24:37Z,0.07,0.01,0.08,0.0,EUR,Card payment,1,80
RC-MUC01-0011838,MUC01-0011838,MUC01,PF-MUC01,CUST00101,2026-06-25,2026-06-25T16:07:40Z,1.12,0.08,1.2,0.0,EUR,Card payment 20,1,40
RC-MUC01-0011839,MUC01-0011839,MUC01,PF-MUC01,CUST00162,2026-06-25,2026-06-25T17:34:51Z,2.47,0.18,2.65,0.0,EUR,Card payment VISA,2,25
RC-MUC01-0011840,MUC01-0011840,MUC01,PF-MUC01,CUST00316,2026-06-25,2026-06-25T18:25:53Z,1.85,0.14,1.99,0.29,EUR,Card payment 20,3,47
RC-MUC01-0011841,MUC01-0011841,MUC01,SM-MUC01,,2026-06-25,2026-06-25T18:14:35Z,1.43,0.27,1.7,0.0,EUR,Card payment Master Card,1,89
RC-MUC01-0011842,MUC01-0011842,MUC01,PF-MUC01,CUST00177,2026-06-25,2026-06-25T19:24:10Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,15
RC-MUC01-0011843,MUC01-0011843,MUC01,SM-MUC01,CUST00205,2026-06-25,2026-06-25T19:58:57Z,4.58,0.32,4.9,0.0,EUR,Card payment 20,1,170
RC-MUC01-0011844,MUC01-0011844,MUC01,PF-MUC01,CUST00089,2026-06-25,2026-06-25T21:00:27Z,2.34,0.16,2.5,0.0,EUR,Card payment 20,1,41
RC-MUC01-0011845,MUC01-0011845,MUC01,PF-MUC01,CUST00299,2026-06-25,2026-06-25T21:33:11Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,43
RC-MUC01-0011846,MUC01-0011846,MUC01,PF-MUC01,CUST00191,2026-06-26,2026-06-26T09:48:49Z,1.43,0.27,1.7,0.0,EUR,Card payment VISA,1,53
RC-MUC01-0011847,MUC01-0011847,MUC01,PF-MUC01,CUST00171,2026-06-26,2026-06-26T11:31:26Z,4.5,0.31,4.81,1.04,EUR,Card payment 20,2,38
RC-MUC01-0011848,MUC01-0011848,MUC01,PF-MUC01,CUST00311,2026-06-26,2026-06-26T12:15:08Z,1.89,0.16,2.05,0.0,EUR,Card payment 20,2,50
RC-MUC01-0011849,MUC01-0011849,MUC01,PF-MUC01,CUST00265,2026-06-26,2026-06-26T13:17:38Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,53
RC-MUC01-0011850,MUC01-0011850,MUC01,PF-MUC01,CUST00263,2026-06-26,2026-06-26T14:44:22Z,2.27,0.18,2.45,0.0,EUR,Card payment 20,2,28
RC-MUC01-0011851,MUC01-0011851,MUC01,PF-MUC01,CUST00265,2026-06-26,2026-06-26T14:58:09Z,3.45,0.25,3.7,0.0,EUR,Card payment VISA,2,54
RC-MUC01-0011852,MUC01-0011852,MUC01,PF-MUC01,CUST00173,2026-06-26,2026-06-26T15:59:26Z,2.69,0.51,3.2,0.0,EUR,Card payment 20,2,35
RC-MUC01-0011853,MUC01-0011853,MUC01,PF-MUC01,CUST00175,2026-06-26,2026-06-26T16:31:15Z,3.9,0.3,4.2,0.0,EUR,Card payment 20,2,53
RC-MUC01-0011854,MUC01-0011854,MUC01,MO-MUC01,,2026-06-26,2026-06-26T16:24:02Z,2.57,0.38,2.95,0.0,EUR,Card payment 20,2,114
RC-MUC01-0011855,MUC01-0011855,MUC01,SM-MUC01,,2026-06-26,2026-06-26T17:43:24Z,1.05,0.2,1.26,0.34,EUR,Card payment 20,1,140
RC-MUC01-0011856,MUC01-0011856,MUC01,PF-MUC01,CUST00190,2026-06-26,2026-06-26T18:45:03Z,1.94,0.26,2.2,0.0,EUR,Card payment VISA,2,45
RC-MUC01-0011857,MUC01-0011857,MUC01,PF-MUC01,CUST00101,2026-06-26,2026-06-26T18:30:48Z,1.25,0.24,1.49,0.21,EUR,Card payment 10,1,49
RC-MUC01-0011858,MUC01-0011858,MUC01,PF-MUC01,CUST00453,2026-06-26,2026-06-26T20:40:37Z,2.85,0.2,3.05,0.85,EUR,Card payment 20,1,42
RC-MUC01-0011859,MUC01-0011859,MUC01,PF-MUC01,CUST00295,2026-06-26,2026-06-26T21:17:07Z,2.71,0.19,2.9,0.0,EUR,Card payment Master Card,1,63
RC-MUC01-0011860,MUC01-0011860,MUC01,PF-MUC01,CUST00295,2026-06-28,2026-06-28T15:59:39Z,0.93,0.07,1.0,0.0,EUR,Card payment Master Card,1,65
RC-MUC01-0011861,MUC01-0011861,MUC01,PF-MUC01,CUST00385,2026-06-28,2026-06-28T16:55:00Z,0.21,0.04,0.25,0.0,EUR,Card payment 20,1,32
RC-MUC01-0011862,MUC01-0011862,MUC01,MO-MUC01,,2026-06-29,2026-06-29T08:35:01Z,0.21,0.04,0.25,0.0,EUR,Card payment VISA,1,84
RC-MUC01-0011863,MUC01-0011863,MUC01,PF-MUC01,CUST00259,2026-06-29,2026-06-29T09:07:38Z,1.43,0.27,1.7,0.0,EUR,Card payment VISA,1,64
RC-MUC01-0011864,MUC01-0011864,MUC01,SM-MUC01,CUST00469,2026-06-29,2026-06-29T12:07:10Z,0.13,0.02,0.15,0.0,EUR,Card payment 20,1,163
RC-MUC01-0011865,MUC01-0011865,MUC01,PF-MUC01,CUST00401,2026-06-29,2026-06-29T12:26:43Z,2.71,0.19,2.9,0.0,EUR,Card payment Master Card,1,48
RC-MUC01-0011866,MUC01-0011866,MUC01,SM-MUC01,,2026-06-29,2026-06-29T13:23:40Z,5.82,0.58,6.4,0.0,EUR,Card payment VISA,3,109
RC-MUC01-0011867,MUC01-0011867,MUC01,SM-MUC01,CUST00001,2026-06-29,2026-06-29T14:20:53Z,1.43,0.27,1.7,0.0,EUR,Card payment 20,1,71
RC-MUC01-0011868,MUC01-0011868,MUC01,PF-MUC01,CUST00151,2026-06-29,2026-06-29T14:05:53Z,4.37,0.63,5.0,0.0,EUR,Card payment VISA,2,65
RC-MUC01-0011869,MUC01-0011869,MUC01,PF-MUC01,CUST00389,2026-06-29,2026-06-29T15:52:48Z,5.83,0.57,6.4,0.0,EUR,Card payment Master Card,3,63
RC-MUC01-0011870,MUC01-0011870,MUC01,PF-MUC01,CUST00029,2026-06-29,2026-06-29T16:44:59Z,1.26,0.24,1.5,0.0,EUR,Card payment 20,1,34
RC-MUC01-0011871,MUC01-0011871,MUC01,SM-MUC01,,2026-06-29,2026-06-29T17:04:25Z,2.55,0.2,2.75,0.0,EUR,Card payment Master Card,2,63
RC-MUC01-0011872,MUC01-0011872,MUC01,PF-MUC01,CUST00453,2026-06-29,2026-06-29T17:11:18Z,1.51,0.11,1.62,0.38,EUR,Card payment 20,1,58
RC-MUC01-0011873,MUC01-0011873,MUC01,SM-MUC01,CUST00394,2026-06-29,2026-06-29T18:18:59Z,0.18,0.03,0.21,0.04,EUR,Card payment 20,1,82
RC-MUC01-0011874,MUC01-0011874,MUC01,PF-MUC01,CUST00190,2026-06-29,2026-06-29T19:07:23Z,2.99,0.21,3.2,0.0,EUR,Card payment 20,1,47
RC-MUC01-0011875,MUC01-0011875,MUC01,SM-MUC01,CUST00416,2026-06-29,2026-06-29T19:06:04Z,1.4,0.1,1.5,0.0,EUR,Card payment VISA,1,122
RC-MUC01-0011876,MUC01-0011876,MUC01,SM-MUC01,,2026-06-29,2026-06-29T19:17:44Z,2.8,0.2,3.0,0.0,EUR,Card payment 20,1,129
RC-MUC01-0011877,MUC01-0011877,MUC01,SM-MUC01,,2026-06-29,2026-06-29T20:28:13Z,0.21,0.04,0.25,0.0,EUR,Card payment VISA,1,128
RC-MUC01-0011878,MUC01-0011878,MUC01,PF-MUC01,CUST00306,2026-06-29,2026-06-29T21:30:09Z,9.47,1.8,11.27,0.88,EUR,Card payment 20,2,23
RC-MUC01-0011879,MUC01-0011879,MUC01,SM-MUC01,,2026-06-30,2026-06-30T10:54:51Z,0.21,0.04,0.25,0.0,EUR,Card payment VISA,1,127
RC-MUC01-0011880,MUC01-0011880,MUC01,SM-MUC01,CUST00464,2026-06-30,2026-06-30T11:51:12Z,3.55,0.25,3.8,0.0,EUR,Card payment 20,1,31
RC-MUC01-0011881,MUC01-0011881,MUC01,PF-MUC01,CUST00089,2026-06-30,2026-06-30T12:24:45Z,1.43,0.27,1.7,0.0,EUR,Card payment Master Card,1,32
RC-MUC01-0011882,MUC01-0011882,MUC01,PF-MUC01,CUST00250,2026-06-30,2026-06-30T12:20:22Z,0.34,0.06,0.4,0.0,EUR,Card payment 20,2,28
