ID,hourStart,businessDate,hourOfDay,dayOfWeek,store_ID,article_ID,quantity,netRevenue,vatAmount,grossAmount,currency_code,isActual
HS-BLN01-008450,2026-05-08T18:00:00Z,2026-05-08,18,4,BLN01,AR00138,1.0,1.87,0.13,2.0,EUR,True
HS-BLN01-008451,2026-05-08T18:00:00Z,2026-05-08,18,4,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008452,2026-05-08T19:00:00Z,2026-05-08,19,4,BLN01,AR00157,1.0,3.55,0.25,3.8,EUR,True
HS-BLN01-008453,2026-05-08T20:00:00Z,2026-05-08,20,4,BLN01,AR90034,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008454,2026-05-08T21:00:00Z,2026-05-08,21,4,BLN01,AR90002,1.0,0.07,0.01,0.08,EUR,True
HS-BLN01-008455,2026-05-09T13:00:00Z,2026-05-09,13,5,BLN01,AR90039,1.0,1.26,0.24,1.5,EUR,True
HS-BLN01-008456,2026-05-09T14:00:00Z,2026-05-09,14,5,BLN01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008457,2026-05-09T14:00:00Z,2026-05-09,14,5,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008458,2026-05-09T15:00:00Z,2026-05-09,15,5,BLN01,AR90051,1.0,1.34,0.26,1.6,EUR,True
HS-BLN01-008459,2026-05-09T16:00:00Z,2026-05-09,16,5,BLN01,AR00039,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008460,2026-05-09T16:00:00Z,2026-05-09,16,5,BLN01,AR00241,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008461,2026-05-10T12:00:00Z,2026-05-10,12,6,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008462,2026-05-10T13:00:00Z,2026-05-10,13,6,BLN01,AR00222,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008463,2026-05-10T14:00:00Z,2026-05-10,14,6,BLN01,AR00095,1.0,2.43,0.17,2.6,EUR,True
HS-BLN01-008464,2026-05-10T15:00:00Z,2026-05-10,15,6,BLN01,AR00242,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008465,2026-05-10T16:00:00Z,2026-05-10,16,6,BLN01,AR00138,1.0,1.87,0.13,2.0,EUR,True
HS-BLN01-008466,2026-05-10T17:00:00Z,2026-05-10,17,6,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008467,2026-05-10T17:00:00Z,2026-05-10,17,6,BLN01,AR90036,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008468,2026-05-10T18:00:00Z,2026-05-10,18,6,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008469,2026-05-10T18:00:00Z,2026-05-10,18,6,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008470,2026-05-10T18:00:00Z,2026-05-10,18,6,BLN01,AR00289,1.0,1.85,0.35,2.2,EUR,True
HS-BLN01-008471,2026-05-10T19:00:00Z,2026-05-10,19,6,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008472,2026-05-10T19:00:00Z,2026-05-10,19,6,BLN01,AR90023,1.0,1.34,0.26,1.6,EUR,True
HS-BLN01-008473,2026-05-11T08:00:00Z,2026-05-11,8,0,BLN01,AR00245,1.0,2.9,0.2,3.1,EUR,True
HS-BLN01-008474,2026-05-11T08:00:00Z,2026-05-11,8,0,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008475,2026-05-11T10:00:00Z,2026-05-11,10,0,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008476,2026-05-11T10:00:00Z,2026-05-11,10,0,BLN01,AR00208,1.0,0.47,0.03,0.5,EUR,True
HS-BLN01-008477,2026-05-11T11:00:00Z,2026-05-11,11,0,BLN01,AR00210,1.0,1.12,0.08,1.2,EUR,True
HS-BLN01-008478,2026-05-11T11:00:00Z,2026-05-11,11,0,BLN01,AR00243,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008479,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR00024,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008480,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR00312,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008481,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-BLN01-008482,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR00223,1.0,0.65,0.05,0.7,EUR,True
HS-BLN01-008483,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR00004,1.0,0.47,0.03,0.5,EUR,True
HS-BLN01-008484,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR90042,1.0,1.6,0.3,1.9,EUR,True
HS-BLN01-008485,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR00208,1.0,0.47,0.03,0.5,EUR,True
HS-BLN01-008486,2026-05-11T12:00:00Z,2026-05-11,12,0,BLN01,AR00319,1.0,1.12,0.08,1.2,EUR,True
HS-BLN01-008487,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR00081,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008488,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-BLN01-008489,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008490,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR90013,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008491,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR90034,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008492,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR00080,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008493,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR00001,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008494,2026-05-11T13:00:00Z,2026-05-11,13,0,BLN01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-BLN01-008495,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR00243,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008496,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR00059,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008497,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR00057,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008498,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR90019,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008499,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR90036,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008500,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR90020,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008501,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR00005,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008502,2026-05-11T14:00:00Z,2026-05-11,14,0,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008503,2026-05-11T15:00:00Z,2026-05-11,15,0,BLN01,AR00185,1.0,2.1,0.15,2.25,EUR,True
HS-BLN01-008504,2026-05-11T15:00:00Z,2026-05-11,15,0,BLN01,AR00166,1.0,3.55,0.25,3.8,EUR,True
HS-BLN01-008505,2026-05-11T15:00:00Z,2026-05-11,15,0,BLN01,AR90015,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008506,2026-05-11T15:00:00Z,2026-05-11,15,0,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008507,2026-05-11T15:00:00Z,2026-05-11,15,0,BLN01,AR00395,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008508,2026-05-11T16:00:00Z,2026-05-11,16,0,BLN01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008509,2026-05-11T16:00:00Z,2026-05-11,16,0,BLN01,AR00009,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008510,2026-05-11T17:00:00Z,2026-05-11,17,0,BLN01,AR90013,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008511,2026-05-11T17:00:00Z,2026-05-11,17,0,BLN01,AR00289,1.0,1.85,0.35,2.2,EUR,True
HS-BLN01-008512,2026-05-11T17:00:00Z,2026-05-11,17,0,BLN01,AR00240,1.0,1.78,0.12,1.9,EUR,True
HS-BLN01-008513,2026-05-11T18:00:00Z,2026-05-11,18,0,BLN01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-BLN01-008514,2026-05-11T19:00:00Z,2026-05-11,19,0,BLN01,AR00013,1.0,1.68,0.12,1.8,EUR,True
HS-BLN01-008515,2026-05-11T19:00:00Z,2026-05-11,19,0,BLN01,AR90025,1.0,1.01,0.19,1.2,EUR,True
HS-BLN01-008516,2026-05-11T20:00:00Z,2026-05-11,20,0,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008517,2026-05-11T20:00:00Z,2026-05-11,20,0,BLN01,AR00394,1.0,2.71,0.19,2.9,EUR,True
HS-BLN01-008518,2026-05-11T22:00:00Z,2026-05-11,22,0,BLN01,AR90013,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008519,2026-05-12T08:00:00Z,2026-05-12,8,1,BLN01,AR90011,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008520,2026-05-12T08:00:00Z,2026-05-12,8,1,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008521,2026-05-12T09:00:00Z,2026-05-12,9,1,BLN01,AR90036,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008522,2026-05-12T10:00:00Z,2026-05-12,10,1,BLN01,AR90031,1.0,1.01,0.19,1.2,EUR,True
HS-BLN01-008523,2026-05-12T11:00:00Z,2026-05-12,11,1,BLN01,AR00080,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008524,2026-05-12T11:00:00Z,2026-05-12,11,1,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008525,2026-05-12T11:00:00Z,2026-05-12,11,1,BLN01,AR00006,1.0,1.68,0.12,1.8,EUR,True
HS-BLN01-008526,2026-05-12T11:00:00Z,2026-05-12,11,1,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008527,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR00095,1.0,2.43,0.17,2.6,EUR,True
HS-BLN01-008528,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR90013,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008529,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-BLN01-008530,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR00278,1.0,10.0,1.9,11.9,EUR,True
HS-BLN01-008531,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR00157,1.0,3.55,0.25,3.8,EUR,True
HS-BLN01-008532,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR90036,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008533,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR90002,1.0,0.07,0.01,0.08,EUR,True
HS-BLN01-008534,2026-05-12T12:00:00Z,2026-05-12,12,1,BLN01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-BLN01-008535,2026-05-12T13:00:00Z,2026-05-12,13,1,BLN01,AR90004,3.0,0.63,0.12,0.75,EUR,True
HS-BLN01-008536,2026-05-12T13:00:00Z,2026-05-12,13,1,BLN01,AR90003,2.0,0.26,0.04,0.3,EUR,True
HS-BLN01-008537,2026-05-12T13:00:00Z,2026-05-12,13,1,BLN01,AR90055,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008538,2026-05-12T13:00:00Z,2026-05-12,13,1,BLN01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008539,2026-05-12T13:00:00Z,2026-05-12,13,1,BLN01,AR00041,1.0,3.08,0.22,3.3,EUR,True
HS-BLN01-008540,2026-05-12T13:00:00Z,2026-05-12,13,1,BLN01,AR90034,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008541,2026-05-12T14:00:00Z,2026-05-12,14,1,BLN01,AR00208,1.0,0.47,0.03,0.5,EUR,True
HS-BLN01-008542,2026-05-12T14:00:00Z,2026-05-12,14,1,BLN01,AR00010,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008543,2026-05-12T14:00:00Z,2026-05-12,14,1,BLN01,AR90002,1.0,0.07,0.01,0.08,EUR,True
HS-BLN01-008544,2026-05-12T14:00:00Z,2026-05-12,14,1,BLN01,AR00090,1.0,1.21,0.09,1.3,EUR,True
HS-BLN01-008545,2026-05-12T14:00:00Z,2026-05-12,14,1,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008546,2026-05-12T14:00:00Z,2026-05-12,14,1,BLN01,AR90016,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008547,2026-05-12T15:00:00Z,2026-05-12,15,1,BLN01,AR90018,2.0,3.28,0.62,3.9,EUR,True
HS-BLN01-008548,2026-05-12T15:00:00Z,2026-05-12,15,1,BLN01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-BLN01-008549,2026-05-12T15:00:00Z,2026-05-12,15,1,BLN01,AR00074,1.0,1.87,0.13,2.0,EUR,True
HS-BLN01-008550,2026-05-12T15:00:00Z,2026-05-12,15,1,BLN01,AR00221,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008551,2026-05-12T16:00:00Z,2026-05-12,16,1,BLN01,AR00240,1.0,1.78,0.12,1.9,EUR,True
HS-BLN01-008552,2026-05-12T16:00:00Z,2026-05-12,16,1,BLN01,AR00241,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008553,2026-05-12T16:00:00Z,2026-05-12,16,1,BLN01,AR00367,1.0,3.5,0.25,3.75,EUR,True
HS-BLN01-008554,2026-05-12T16:00:00Z,2026-05-12,16,1,BLN01,AR00189,2.0,4.12,0.28,4.4,EUR,True
HS-BLN01-008555,2026-05-12T16:00:00Z,2026-05-12,16,1,BLN01,AR00084,1.0,1.87,0.13,2.0,EUR,True
HS-BLN01-008556,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR90016,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008557,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008558,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR00244,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008559,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR00333,1.0,1.89,0.36,2.25,EUR,True
HS-BLN01-008560,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-BLN01-008561,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR00080,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008562,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR90030,1.0,1.34,0.26,1.6,EUR,True
HS-BLN01-008563,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008564,2026-05-12T17:00:00Z,2026-05-12,17,1,BLN01,AR00386,1.0,1.68,0.32,2.0,EUR,True
HS-BLN01-008565,2026-05-12T18:00:00Z,2026-05-12,18,1,BLN01,AR00243,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008566,2026-05-12T18:00:00Z,2026-05-12,18,1,BLN01,AR00245,1.0,2.9,0.2,3.1,EUR,True
HS-BLN01-008567,2026-05-12T18:00:00Z,2026-05-12,18,1,BLN01,AR00448,1.0,3.64,0.25,3.89,EUR,True
HS-BLN01-008568,2026-05-12T18:00:00Z,2026-05-12,18,1,BLN01,AR00378,1.0,3.98,0.27,4.25,EUR,True
HS-BLN01-008569,2026-05-12T18:00:00Z,2026-05-12,18,1,BLN01,AR90004,2.0,0.42,0.08,0.5,EUR,True
HS-BLN01-008570,2026-05-12T18:00:00Z,2026-05-12,18,1,BLN01,AR00134,1.0,3.27,0.23,3.5,EUR,True
HS-BLN01-008571,2026-05-12T19:00:00Z,2026-05-12,19,1,BLN01,AR00134,1.0,3.27,0.23,3.5,EUR,True
HS-BLN01-008572,2026-05-12T19:00:00Z,2026-05-12,19,1,BLN01,AR00210,1.0,1.12,0.08,1.2,EUR,True
HS-BLN01-008573,2026-05-12T19:00:00Z,2026-05-12,19,1,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008574,2026-05-12T19:00:00Z,2026-05-12,19,1,BLN01,AR90006,1.0,1.31,0.09,1.4,EUR,True
HS-BLN01-008575,2026-05-12T19:00:00Z,2026-05-12,19,1,BLN01,AR90034,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008576,2026-05-12T20:00:00Z,2026-05-12,20,1,BLN01,AR00394,1.0,2.71,0.19,2.9,EUR,True
HS-BLN01-008577,2026-05-12T21:00:00Z,2026-05-12,21,1,BLN01,AR00041,1.0,3.08,0.22,3.3,EUR,True
HS-BLN01-008578,2026-05-12T21:00:00Z,2026-05-12,21,1,BLN01,AR90020,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008579,2026-05-12T21:00:00Z,2026-05-12,21,1,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008580,2026-05-12T21:00:00Z,2026-05-12,21,1,BLN01,AR90021,1.0,4.58,0.32,4.9,EUR,True
HS-BLN01-008581,2026-05-13T08:00:00Z,2026-05-13,8,2,BLN01,AR00276,1.0,2.02,0.38,2.4,EUR,True
HS-BLN01-008582,2026-05-13T09:00:00Z,2026-05-13,9,2,BLN01,AR00209,1.0,0.47,0.03,0.5,EUR,True
HS-BLN01-008583,2026-05-13T09:00:00Z,2026-05-13,9,2,BLN01,AR00395,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008584,2026-05-13T09:00:00Z,2026-05-13,9,2,BLN01,AR90014,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008585,2026-05-13T11:00:00Z,2026-05-13,11,2,BLN01,AR00243,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008586,2026-05-13T11:00:00Z,2026-05-13,11,2,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008587,2026-05-13T11:00:00Z,2026-05-13,11,2,BLN01,AR90033,1.0,1.01,0.19,1.2,EUR,True
HS-BLN01-008588,2026-05-13T11:00:00Z,2026-05-13,11,2,BLN01,AR00005,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008589,2026-05-13T12:00:00Z,2026-05-13,12,2,BLN01,AR00417,1.0,41.12,2.88,44.0,EUR,True
HS-BLN01-008590,2026-05-13T12:00:00Z,2026-05-13,12,2,BLN01,AR90029,1.0,1.34,0.26,1.6,EUR,True
HS-BLN01-008591,2026-05-13T12:00:00Z,2026-05-13,12,2,BLN01,AR00381,1.0,3.51,0.24,3.75,EUR,True
HS-BLN01-008592,2026-05-13T12:00:00Z,2026-05-13,12,2,BLN01,AR90027,1.0,1.34,0.26,1.6,EUR,True
HS-BLN01-008593,2026-05-13T12:00:00Z,2026-05-13,12,2,BLN01,AR00395,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008594,2026-05-13T12:00:00Z,2026-05-13,12,2,BLN01,AR90034,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008595,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008596,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR00059,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008597,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR90002,2.0,0.14,0.02,0.16,EUR,True
HS-BLN01-008598,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR90009,1.0,1.34,0.26,1.6,EUR,True
HS-BLN01-008599,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR00165,1.0,3.55,0.25,3.8,EUR,True
HS-BLN01-008600,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR00068,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008601,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR90015,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008602,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008603,2026-05-13T13:00:00Z,2026-05-13,13,2,BLN01,AR00193,1.0,1.31,0.09,1.4,EUR,True
HS-BLN01-008604,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR00244,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008605,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR90036,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008606,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR00294,1.0,1.85,0.35,2.2,EUR,True
HS-BLN01-008607,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR00243,2.0,4.68,0.32,5.0,EUR,True
HS-BLN01-008608,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR90004,3.0,0.63,0.12,0.75,EUR,True
HS-BLN01-008609,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR90039,1.0,1.26,0.24,1.5,EUR,True
HS-BLN01-008610,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR00240,1.0,1.78,0.12,1.9,EUR,True
HS-BLN01-008611,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR00080,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008612,2026-05-13T14:00:00Z,2026-05-13,14,2,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008613,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR00416,1.0,1.68,0.32,2.0,EUR,True
HS-BLN01-008614,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR90029,1.0,1.34,0.26,1.6,EUR,True
HS-BLN01-008615,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR00010,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008616,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR00220,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008617,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR00324,1.0,3.08,0.22,3.3,EUR,True
HS-BLN01-008618,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR00367,1.0,3.5,0.25,3.75,EUR,True
HS-BLN01-008619,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR90019,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008620,2026-05-13T15:00:00Z,2026-05-13,15,2,BLN01,AR00222,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008621,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR90018,1.0,1.64,0.31,1.95,EUR,True
HS-BLN01-008622,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00378,1.0,3.98,0.27,4.25,EUR,True
HS-BLN01-008623,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00394,1.0,2.71,0.19,2.9,EUR,True
HS-BLN01-008624,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00293,1.0,1.85,0.35,2.2,EUR,True
HS-BLN01-008625,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR90039,1.0,1.26,0.24,1.5,EUR,True
HS-BLN01-008626,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00278,1.0,10.0,1.9,11.9,EUR,True
HS-BLN01-008627,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR90004,1.0,0.21,0.04,0.25,EUR,True
HS-BLN01-008628,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR90013,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008629,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00054,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008630,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00009,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008631,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00031,1.0,1.4,0.1,1.5,EUR,True
HS-BLN01-008632,2026-05-13T16:00:00Z,2026-05-13,16,2,BLN01,AR00039,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008633,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR00245,1.0,2.9,0.2,3.1,EUR,True
HS-BLN01-008634,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR90039,1.0,1.26,0.24,1.5,EUR,True
HS-BLN01-008635,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR00403,1.0,1.01,0.19,1.2,EUR,True
HS-BLN01-008636,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR00441,1.0,2.61,0.18,2.79,EUR,True
HS-BLN01-008637,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR00136,1.0,2.52,0.18,2.7,EUR,True
HS-BLN01-008638,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR00207,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008639,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR90002,1.0,0.07,0.01,0.08,EUR,True
HS-BLN01-008640,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR00137,1.0,2.52,0.18,2.7,EUR,True
HS-BLN01-008641,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR90003,1.0,0.13,0.02,0.15,EUR,True
HS-BLN01-008642,2026-05-13T17:00:00Z,2026-05-13,17,2,BLN01,AR00166,1.0,3.55,0.25,3.8,EUR,True
HS-BLN01-008643,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR00395,1.0,2.34,0.16,2.5,EUR,True
HS-BLN01-008644,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR00400,1.0,1.12,0.08,1.2,EUR,True
HS-BLN01-008645,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR90013,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008646,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR00220,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008647,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR00001,1.0,0.93,0.07,1.0,EUR,True
HS-BLN01-008648,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR00082,1.0,2.44,0.46,2.9,EUR,True
HS-BLN01-008649,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR90014,1.0,1.43,0.27,1.7,EUR,True
HS-BLN01-008650,2026-05-13T18:00:00Z,2026-05-13,18,2,BLN01,AR90039,1.0,1.26,0.24,1.5,EUR,True
