ID,receipt_ID,article_ID,quantity,unitPrice,netAmount,grossAmount,discountPct,discountType
RC-MUC01-0009639-0015745,RC-MUC01-0009639,AR90004,1.0,0.25,0.18,0.21,14.87,Price changed
RC-MUC01-0009640-0015746,RC-MUC01-0009640,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009641-0015747,RC-MUC01-0009641,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009642-0015748,RC-MUC01-0009642,AR90018,1.0,1.95,1.38,1.64,15.77,Price changed
RC-MUC01-0009643-0015749,RC-MUC01-0009643,AR00402,1.0,1.2,1.12,1.2,0.0,No discount
RC-MUC01-0009643-0015750,RC-MUC01-0009643,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009643-0015751,RC-MUC01-0009643,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009644-0015752,RC-MUC01-0009644,AR00129,1.0,1.4,1.07,1.14,18.22,Price changed
RC-MUC01-0009644-0015753,RC-MUC01-0009644,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009644-0015754,RC-MUC01-0009644,AR00321,1.0,1.2,0.99,1.06,11.5,Price changed
RC-MUC01-0009645-0015755,RC-MUC01-0009645,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009646-0015756,RC-MUC01-0009646,AR00399,1.0,2.75,2.57,2.75,0.0,No discount
RC-MUC01-0009647-0015757,RC-MUC01-0009647,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009648-0015758,RC-MUC01-0009648,AR00242,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009649-0015759,RC-MUC01-0009649,AR90015,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009649-0015760,RC-MUC01-0009649,AR00031,1.0,1.5,1.4,1.5,0.0,No discount
RC-MUC01-0009650-0015761,RC-MUC01-0009650,AR00286,1.0,1.2,1.01,1.2,0.0,No discount
RC-MUC01-0009651-0015762,RC-MUC01-0009651,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009651-0015763,RC-MUC01-0009651,AR90004,2.0,0.25,0.38,0.46,8.36,Price changed
RC-MUC01-0009652-0015764,RC-MUC01-0009652,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-MUC01-0009653-0015765,RC-MUC01-0009653,AR90010,1.0,2.2,1.85,2.2,0.0,No discount
RC-MUC01-0009653-0015766,RC-MUC01-0009653,AR90035,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009653-0015767,RC-MUC01-0009653,AR00245,1.0,3.1,2.65,2.83,8.55,Price changed
RC-MUC01-0009654-0015768,RC-MUC01-0009654,AR00071,1.0,2.9,2.71,2.9,0.0,No discount
RC-MUC01-0009655-0015769,RC-MUC01-0009655,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-MUC01-0009656-0015770,RC-MUC01-0009656,AR00306,1.0,4.7,4.39,4.7,0.0,No discount
RC-MUC01-0009657-0015771,RC-MUC01-0009657,AR00415,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009657-0015772,RC-MUC01-0009657,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009658-0015773,RC-MUC01-0009658,AR00136,1.0,2.7,2.02,2.17,19.74,Price changed
RC-MUC01-0009659-0015774,RC-MUC01-0009659,AR00151,1.0,3.9,3.28,3.9,0.0,No discount
RC-MUC01-0009660-0015775,RC-MUC01-0009660,AR00137,1.0,2.7,2.03,2.18,19.4,Price changed
RC-MUC01-0009661-0015776,RC-MUC01-0009661,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009661-0015777,RC-MUC01-0009661,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009662-0015778,RC-MUC01-0009662,AR90004,1.0,0.25,0.16,0.19,23.88,Price changed
RC-MUC01-0009663-0015779,RC-MUC01-0009663,AR00278,1.0,11.9,10.0,11.9,0.0,No discount
RC-MUC01-0009664-0015780,RC-MUC01-0009664,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009665-0015781,RC-MUC01-0009665,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009666-0015782,RC-MUC01-0009666,AR90009,1.0,1.6,1.34,1.6,0.0,No discount
RC-MUC01-0009667-0015783,RC-MUC01-0009667,AR00107,1.0,3.7,3.11,3.7,0.0,No discount
RC-MUC01-0009667-0015784,RC-MUC01-0009667,AR00157,1.0,3.8,3.55,3.8,0.0,No discount
RC-MUC01-0009668-0015785,RC-MUC01-0009668,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009668-0015786,RC-MUC01-0009668,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009668-0015787,RC-MUC01-0009668,AR00166,1.0,3.8,3.55,3.8,0.0,No discount
RC-MUC01-0009669-0015788,RC-MUC01-0009669,AR90013,1.0,1.7,1.16,1.37,19.2,Price changed
RC-MUC01-0009669-0015789,RC-MUC01-0009669,AR00211,1.0,1.2,1.12,1.2,0.0,No discount
RC-MUC01-0009670-0015790,RC-MUC01-0009670,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009671-0015791,RC-MUC01-0009671,AR90027,1.0,1.6,1.02,1.22,23.69,Price changed
RC-MUC01-0009671-0015792,RC-MUC01-0009671,AR00001,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009672-0015793,RC-MUC01-0009672,AR00240,1.0,1.9,1.78,1.9,0.0,No discount
RC-MUC01-0009673-0015794,RC-MUC01-0009673,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009673-0015795,RC-MUC01-0009673,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009673-0015796,RC-MUC01-0009673,AR00057,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009674-0015797,RC-MUC01-0009674,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009675-0015798,RC-MUC01-0009675,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009675-0015799,RC-MUC01-0009675,AR00081,1.0,2.5,1.21,1.29,48.24,General
RC-MUC01-0009676-0015800,RC-MUC01-0009676,AR00159,1.0,3.8,3.02,3.23,14.9,Price changed
RC-MUC01-0009677-0015801,RC-MUC01-0009677,AR90004,1.0,0.25,0.17,0.2,18.84,Price changed
RC-MUC01-0009678-0015802,RC-MUC01-0009678,AR00138,1.0,2.0,1.87,2.0,0.0,No discount
RC-MUC01-0009679-0015803,RC-MUC01-0009679,AR00456,1.0,11.5,9.66,11.5,0.0,No discount
RC-MUC01-0009680-0015804,RC-MUC01-0009680,AR00187,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009681-0015805,RC-MUC01-0009681,AR00054,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009682-0015806,RC-MUC01-0009682,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009683-0015807,RC-MUC01-0009683,AR00185,1.0,2.25,2.1,2.25,0.0,No discount
RC-MUC01-0009684-0015808,RC-MUC01-0009684,AR90011,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009685-0015809,RC-MUC01-0009685,AR00404,1.0,1.2,1.12,1.2,0.0,No discount
RC-MUC01-0009685-0015810,RC-MUC01-0009685,AR00294,1.0,2.2,1.85,2.2,0.0,No discount
RC-MUC01-0009686-0015811,RC-MUC01-0009686,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009687-0015812,RC-MUC01-0009687,AR90012,2.0,1.7,2.86,3.4,0.0,No discount
RC-MUC01-0009687-0015813,RC-MUC01-0009687,AR90004,2.0,0.25,0.42,0.5,0.0,No discount
RC-MUC01-0009688-0015814,RC-MUC01-0009688,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-MUC01-0009688-0015815,RC-MUC01-0009688,AR90004,1.0,0.25,0.18,0.21,14.51,Price changed
RC-MUC01-0009688-0015816,RC-MUC01-0009688,AR90011,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009689-0015817,RC-MUC01-0009689,AR90004,1.0,0.25,0.18,0.22,12.21,Price changed
RC-MUC01-0009690-0015818,RC-MUC01-0009690,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009691-0015819,RC-MUC01-0009691,AR00065,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009692-0015820,RC-MUC01-0009692,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009693-0015821,RC-MUC01-0009693,AR90003,1.0,0.15,0.1,0.12,21.55,General
RC-MUC01-0009694-0015822,RC-MUC01-0009694,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009695-0015823,RC-MUC01-0009695,AR90034,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009696-0015824,RC-MUC01-0009696,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009697-0015825,RC-MUC01-0009697,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009698-0015826,RC-MUC01-0009698,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009699-0015827,RC-MUC01-0009699,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009700-0015828,RC-MUC01-0009700,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009701-0015829,RC-MUC01-0009701,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009702-0015830,RC-MUC01-0009702,AR90012,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009702-0015831,RC-MUC01-0009702,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009703-0015832,RC-MUC01-0009703,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009703-0015833,RC-MUC01-0009703,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009704-0015834,RC-MUC01-0009704,AR00245,1.0,3.1,2.9,3.1,0.0,No discount
RC-MUC01-0009705-0015835,RC-MUC01-0009705,AR00386,1.0,2.0,1.68,2.0,0.0,No discount
RC-MUC01-0009705-0015836,RC-MUC01-0009705,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009706-0015837,RC-MUC01-0009706,AR00009,1.0,1.0,0.53,0.57,42.94,General
RC-MUC01-0009707-0015838,RC-MUC01-0009707,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009708-0015839,RC-MUC01-0009708,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009709-0015840,RC-MUC01-0009709,AR00294,1.0,2.2,1.85,2.2,0.0,No discount
RC-MUC01-0009710-0015841,RC-MUC01-0009710,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009710-0015842,RC-MUC01-0009710,AR90055,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009710-0015843,RC-MUC01-0009710,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009711-0015844,RC-MUC01-0009711,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009711-0015845,RC-MUC01-0009711,AR90035,1.0,1.7,1.15,1.36,19.85,Price changed
RC-MUC01-0009712-0015846,RC-MUC01-0009712,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009713-0015847,RC-MUC01-0009713,AR00031,1.0,1.5,1.4,1.5,0.0,No discount
RC-MUC01-0009714-0015848,RC-MUC01-0009714,AR90004,1.0,0.25,0.19,0.23,8.07,Price changed
RC-MUC01-0009714-0015849,RC-MUC01-0009714,AR00040,1.0,3.3,2.44,2.61,20.92,Price changed
RC-MUC01-0009715-0015850,RC-MUC01-0009715,AR00214,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009716-0015851,RC-MUC01-0009716,AR90003,2.0,0.15,0.26,0.3,0.0,No discount
RC-MUC01-0009717-0015852,RC-MUC01-0009717,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009718-0015853,RC-MUC01-0009718,AR90023,1.0,1.6,0.78,0.93,41.7,General
RC-MUC01-0009718-0015854,RC-MUC01-0009718,AR00178,1.0,1.4,1.31,1.4,0.0,No discount
RC-MUC01-0009719-0015855,RC-MUC01-0009719,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009720-0015856,RC-MUC01-0009720,AR00289,1.0,2.2,1.85,2.2,0.0,No discount
RC-MUC01-0009721-0015857,RC-MUC01-0009721,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009722-0015858,RC-MUC01-0009722,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009722-0015859,RC-MUC01-0009722,AR00039,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009723-0015860,RC-MUC01-0009723,AR00243,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009723-0015861,RC-MUC01-0009723,AR00084,1.0,2.0,1.87,2.0,0.0,No discount
RC-MUC01-0009723-0015862,RC-MUC01-0009723,AR00005,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009723-0015863,RC-MUC01-0009723,AR00291,1.0,2.2,1.85,2.2,0.0,No discount
RC-MUC01-0009724-0015864,RC-MUC01-0009724,AR00068,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009725-0015865,RC-MUC01-0009725,AR00396,1.0,2.2,2.06,2.2,0.0,No discount
RC-MUC01-0009726-0015866,RC-MUC01-0009726,AR00240,1.0,1.9,1.78,1.9,0.0,No discount
RC-MUC01-0009726-0015867,RC-MUC01-0009726,AR00006,1.0,1.8,1.68,1.8,0.0,No discount
RC-MUC01-0009727-0015868,RC-MUC01-0009727,AR00003,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009727-0015869,RC-MUC01-0009727,AR00013,1.0,1.8,1.68,1.8,0.0,No discount
RC-MUC01-0009728-0015870,RC-MUC01-0009728,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009728-0015871,RC-MUC01-0009728,AR00394,1.0,2.9,2.71,2.9,0.0,No discount
RC-MUC01-0009729-0015872,RC-MUC01-0009729,AR00402,1.0,1.2,1.12,1.2,0.0,No discount
RC-MUC01-0009729-0015873,RC-MUC01-0009729,AR90035,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009729-0015874,RC-MUC01-0009729,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009729-0015875,RC-MUC01-0009729,AR00061,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009730-0015876,RC-MUC01-0009730,AR00057,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009731-0015877,RC-MUC01-0009731,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-MUC01-0009732-0015878,RC-MUC01-0009732,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009732-0015879,RC-MUC01-0009732,AR90054,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009733-0015880,RC-MUC01-0009733,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009733-0015881,RC-MUC01-0009733,AR00399,1.0,2.75,2.2,2.36,14.29,Price changed
RC-MUC01-0009734-0015882,RC-MUC01-0009734,AR90036,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009735-0015883,RC-MUC01-0009735,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009735-0015884,RC-MUC01-0009735,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009736-0015885,RC-MUC01-0009736,AR00400,1.0,1.2,1.12,1.2,0.0,No discount
RC-MUC01-0009736-0015886,RC-MUC01-0009736,AR00210,1.0,1.2,1.12,1.2,0.0,No discount
RC-MUC01-0009737-0015887,RC-MUC01-0009737,AR90015,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009738-0015888,RC-MUC01-0009738,AR00010,1.0,1.0,0.82,0.88,12.26,Price changed
RC-MUC01-0009739-0015889,RC-MUC01-0009739,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009740-0015890,RC-MUC01-0009740,AR00013,1.0,1.8,1.68,1.8,0.0,No discount
RC-MUC01-0009741-0015891,RC-MUC01-0009741,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009742-0015892,RC-MUC01-0009742,AR90004,1.0,0.25,0.16,0.19,22.15,Price changed
RC-MUC01-0009743-0015893,RC-MUC01-0009743,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009744-0015894,RC-MUC01-0009744,AR00003,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009745-0015895,RC-MUC01-0009745,AR90031,1.0,1.2,1.01,1.2,0.0,No discount
RC-MUC01-0009746-0015896,RC-MUC01-0009746,AR00404,1.0,1.2,1.12,1.2,0.0,No discount
RC-MUC01-0009747-0015897,RC-MUC01-0009747,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009747-0015898,RC-MUC01-0009747,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009747-0015899,RC-MUC01-0009747,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009747-0015900,RC-MUC01-0009747,AR90039,1.0,1.5,1.26,1.5,0.0,No discount
RC-MUC01-0009748-0015901,RC-MUC01-0009748,AR00164,1.0,3.8,1.82,1.95,48.7,General
RC-MUC01-0009748-0015902,RC-MUC01-0009748,AR90002,1.0,0.08,0.05,0.06,21.4,Price changed
RC-MUC01-0009749-0015903,RC-MUC01-0009749,AR00376,1.0,4.25,3.98,4.25,0.0,No discount
RC-MUC01-0009749-0015904,RC-MUC01-0009749,AR00080,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009749-0015905,RC-MUC01-0009749,AR00001,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009749-0015906,RC-MUC01-0009749,AR00003,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009749-0015907,RC-MUC01-0009749,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009750-0015908,RC-MUC01-0009750,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009750-0015909,RC-MUC01-0009750,AR00164,1.0,3.8,3.55,3.8,0.0,No discount
RC-MUC01-0009751-0015910,RC-MUC01-0009751,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009751-0015911,RC-MUC01-0009751,AR90018,1.0,1.95,1.64,1.95,0.0,No discount
RC-MUC01-0009752-0015912,RC-MUC01-0009752,AR90011,1.0,1.7,1.25,1.49,12.23,Price changed
RC-MUC01-0009752-0015913,RC-MUC01-0009752,AR90034,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009753-0015914,RC-MUC01-0009753,AR90002,1.0,0.08,0.07,0.08,0.0,No discount
RC-MUC01-0009753-0015915,RC-MUC01-0009753,AR00333,1.0,2.25,1.89,2.25,0.0,No discount
RC-MUC01-0009754-0015916,RC-MUC01-0009754,AR00244,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009755-0015917,RC-MUC01-0009755,AR00025,1.0,2.5,1.79,1.91,23.46,Price changed
RC-MUC01-0009756-0015918,RC-MUC01-0009756,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009757-0015919,RC-MUC01-0009757,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009758-0015920,RC-MUC01-0009758,AR00286,1.0,1.2,1.01,1.2,0.0,No discount
RC-MUC01-0009759-0015921,RC-MUC01-0009759,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009760-0015922,RC-MUC01-0009760,AR90040,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009761-0015923,RC-MUC01-0009761,AR00276,1.0,2.4,2.02,2.4,0.0,No discount
RC-MUC01-0009762-0015924,RC-MUC01-0009762,AR00157,1.0,3.8,3.55,3.8,0.0,No discount
RC-MUC01-0009762-0015925,RC-MUC01-0009762,AR00236,1.0,16.0,13.45,16.0,0.0,No discount
RC-MUC01-0009762-0015926,RC-MUC01-0009762,AR00219,1.0,1.9,1.78,1.9,0.0,No discount
RC-MUC01-0009763-0015927,RC-MUC01-0009763,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009764-0015928,RC-MUC01-0009764,AR00394,1.0,2.9,2.71,2.9,0.0,No discount
RC-MUC01-0009765-0015929,RC-MUC01-0009765,AR00332,1.0,2.25,1.89,2.25,0.0,No discount
RC-MUC01-0009765-0015930,RC-MUC01-0009765,AR00059,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009766-0015931,RC-MUC01-0009766,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009766-0015932,RC-MUC01-0009766,AR90014,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009766-0015933,RC-MUC01-0009766,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009766-0015934,RC-MUC01-0009766,AR00006,1.0,1.8,1.68,1.8,0.0,No discount
RC-MUC01-0009767-0015935,RC-MUC01-0009767,AR00213,1.0,1.2,0.99,1.07,11.22,Price changed
RC-MUC01-0009767-0015936,RC-MUC01-0009767,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009768-0015937,RC-MUC01-0009768,AR00011,1.0,1.0,0.84,0.9,10.11,Price changed
RC-MUC01-0009769-0015938,RC-MUC01-0009769,AR90030,1.0,1.6,1.34,1.6,0.0,No discount
RC-MUC01-0009769-0015939,RC-MUC01-0009769,AR00064,1.0,2.5,1.86,1.99,20.5,Price changed
RC-MUC01-0009769-0015940,RC-MUC01-0009769,AR90027,1.0,1.6,1.34,1.6,0.0,No discount
RC-MUC01-0009770-0015941,RC-MUC01-0009770,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009770-0015942,RC-MUC01-0009770,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009771-0015943,RC-MUC01-0009771,AR00001,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009772-0015944,RC-MUC01-0009772,AR00244,1.0,2.5,1.77,1.9,24.17,Price changed
RC-MUC01-0009772-0015945,RC-MUC01-0009772,AR90013,1.0,1.7,1.43,1.7,0.0,No discount
RC-MUC01-0009773-0015946,RC-MUC01-0009773,AR90003,1.0,0.15,0.13,0.15,0.0,No discount
RC-MUC01-0009774-0015947,RC-MUC01-0009774,AR00023,1.0,1.8,1.68,1.8,0.0,No discount
RC-MUC01-0009775-0015948,RC-MUC01-0009775,AR00240,1.0,1.9,1.62,1.72,9.25,Price changed
RC-MUC01-0009775-0015949,RC-MUC01-0009775,AR00161,1.0,3.8,3.55,3.8,0.0,No discount
RC-MUC01-0009776-0015950,RC-MUC01-0009776,AR90010,1.0,2.2,1.85,2.2,0.0,No discount
RC-MUC01-0009777-0015951,RC-MUC01-0009777,AR00011,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009778-0015952,RC-MUC01-0009778,AR00161,1.0,3.8,3.55,3.8,0.0,No discount
RC-MUC01-0009779-0015953,RC-MUC01-0009779,AR00204,1.0,1.8,1.68,1.8,0.0,No discount
RC-MUC01-0009779-0015954,RC-MUC01-0009779,AR00137,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009779-0015955,RC-MUC01-0009779,AR00283,1.0,2.95,2.76,2.95,0.0,No discount
RC-MUC01-0009780-0015956,RC-MUC01-0009780,AR00245,1.0,3.1,1.95,2.08,32.9,General
RC-MUC01-0009781-0015957,RC-MUC01-0009781,AR00084,1.0,2.0,1.55,1.66,17.1,Price changed
RC-MUC01-0009782-0015958,RC-MUC01-0009782,AR90031,1.0,1.2,1.01,1.2,0.0,No discount
RC-MUC01-0009783-0015959,RC-MUC01-0009783,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009784-0015960,RC-MUC01-0009784,AR00185,1.0,2.25,2.1,2.25,0.0,No discount
RC-MUC01-0009784-0015961,RC-MUC01-0009784,AR00009,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009785-0015962,RC-MUC01-0009785,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009786-0015963,RC-MUC01-0009786,AR00010,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009787-0015964,RC-MUC01-0009787,AR00241,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009787-0015965,RC-MUC01-0009787,AR00187,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009788-0015966,RC-MUC01-0009788,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009789-0015967,RC-MUC01-0009789,AR00208,1.0,0.5,0.47,0.5,0.0,No discount
RC-MUC01-0009789-0015968,RC-MUC01-0009789,AR00005,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009790-0015969,RC-MUC01-0009790,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009791-0015970,RC-MUC01-0009791,AR00394,1.0,2.9,2.71,2.9,0.0,No discount
RC-MUC01-0009792-0015971,RC-MUC01-0009792,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009793-0015972,RC-MUC01-0009793,AR00222,1.0,1.0,0.93,1.0,0.0,No discount
RC-MUC01-0009794-0015973,RC-MUC01-0009794,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009795-0015974,RC-MUC01-0009795,AR00395,1.0,2.5,2.03,2.17,13.1,Price changed
RC-MUC01-0009796-0015975,RC-MUC01-0009796,AR00208,1.0,0.5,0.47,0.5,0.0,No discount
RC-MUC01-0009797-0015976,RC-MUC01-0009797,AR00136,1.0,2.7,2.52,2.7,0.0,No discount
RC-MUC01-0009798-0015977,RC-MUC01-0009798,AR00080,1.0,2.5,2.07,2.21,11.47,Price changed
RC-MUC01-0009799-0015978,RC-MUC01-0009799,AR00243,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009800-0015979,RC-MUC01-0009800,AR00395,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009801-0015980,RC-MUC01-0009801,AR00024,1.0,2.5,2.34,2.5,0.0,No discount
RC-MUC01-0009802-0015981,RC-MUC01-0009802,AR90004,1.0,0.25,0.21,0.25,0.0,No discount
RC-MUC01-0009803-0015982,RC-MUC01-0009803,AR90002,1.0,0.08,0.04,0.04,46.36,General
RC-MUC01-0009804-0015983,RC-MUC01-0009804,AR90015,1.0,1.7,1.26,1.5,12.04,Price changed
RC-MUC01-0009805-0015984,RC-MUC01-0009805,AR00193,1.0,1.4,1.31,1.4,0.0,No discount
RC-MUC01-0009805-0015985,RC-MUC01-0009805,AR90034,1.0,1.7,1.26,1.5,11.86,Price changed
RC-MUC01-0009805-0015986,RC-MUC01-0009805,AR90029,1.0,1.6,1.34,1.6,0.0,No discount
RC-MUC01-0009806-0015987,RC-MUC01-0009806,AR00129,1.0,1.4,0.82,0.88,37.39,General
RC-MUC01-0009807-0015988,RC-MUC01-0009807,AR00011,1.0,1.0,0.87,0.93,6.61,Price changed
