ID,store_ID,article_ID,readingAt,sensorType,value,unit,isAnomaly
SN-STR01-AR00011-2026-06-30-13-V,STR01,AR00011,2026-06-30T13:00:00Z,VISION_STOCKOUT,0.649,ratio,False
SN-STR01-AR00011-2026-06-30-17-V,STR01,AR00011,2026-06-30T17:00:00Z,VISION_STOCKOUT,0.51,ratio,False
SN-STR01-AR90019-2026-06-30-9-V,STR01,AR90019,2026-06-30T09:00:00Z,VISION_STOCKOUT,0.259,ratio,False
SN-STR01-AR90019-2026-06-30-13-V,STR01,AR90019,2026-06-30T13:00:00Z,VISION_STOCKOUT,0.671,ratio,False
SN-STR01-AR90019-2026-06-30-17-V,STR01,AR90019,2026-06-30T17:00:00Z,VISION_STOCKOUT,0.645,ratio,False
SN-STR01-AR90036-2026-06-30-9-V,STR01,AR90036,2026-06-30T09:00:00Z,VISION_STOCKOUT,0.564,ratio,False
SN-STR01-AR90036-2026-06-30-13-V,STR01,AR90036,2026-06-30T13:00:00Z,VISION_STOCKOUT,0.729,ratio,False
SN-STR01-AR90036-2026-06-30-17-V,STR01,AR90036,2026-06-30T17:00:00Z,VISION_STOCKOUT,0.593,ratio,False
SN-STR01-AR90055-2026-06-30-9-V,STR01,AR90055,2026-06-30T09:00:00Z,VISION_STOCKOUT,0.884,ratio,False
SN-STR01-AR90055-2026-06-30-13-V,STR01,AR90055,2026-06-30T13:00:00Z,VISION_STOCKOUT,0.276,ratio,False
SN-STR01-AR90055-2026-06-30-17-V,STR01,AR90055,2026-06-30T17:00:00Z,VISION_STOCKOUT,0.947,ratio,False
SN-STR01-AR90004-2026-06-30-ESL,STR01,AR90004,2026-06-30T06:00:00Z,ESL,0.25,EUR,False
SN-STR01-AR90003-2026-06-30-ESL,STR01,AR90003,2026-06-30T06:00:00Z,ESL,0.15,EUR,False
SN-STR01-AR90013-2026-06-30-ESL,STR01,AR90013,2026-06-30T06:00:00Z,ESL,1.7,EUR,False
SN-STR01-AR90039-2026-06-30-ESL,STR01,AR90039,2026-06-30T06:00:00Z,ESL,1.5,EUR,False
SN-STR01-AR90002-2026-06-30-ESL,STR01,AR90002,2026-06-30T06:00:00Z,ESL,0.08,EUR,False
SN-STR01-AR90034-2026-06-30-ESL,STR01,AR90034,2026-06-30T06:00:00Z,ESL,2.03,EUR,True
SN-STR01-AR00136-2026-06-30-ESL,STR01,AR00136,2026-06-30T06:00:00Z,ESL,2.7,EUR,False
SN-STR01-AR00394-2026-06-30-ESL,STR01,AR00394,2026-06-30T06:00:00Z,ESL,2.9,EUR,False
SN-STR01-2026-06-30-T0,STR01,AR90014,2026-06-30T12:00:00Z,TEMPERATURE,5.72,C,False
SN-STR01-2026-06-30-T1,STR01,AR00240,2026-06-30T12:00:00Z,TEMPERATURE,6.48,C,False
SN-STR01-2026-06-30-T2,STR01,AR00161,2026-06-30T12:00:00Z,TEMPERATURE,3.37,C,False
SN-STR01-2026-06-30-T3,STR01,AR00084,2026-06-30T12:00:00Z,TEMPERATURE,-18.92,C,False
SN-STR01-2026-06-30-T4,STR01,AR00349,2026-06-30T12:00:00Z,TEMPERATURE,9.99,C,True
SN-STR01-2026-06-30-T5,STR01,AR00386,2026-06-30T12:00:00Z,TEMPERATURE,3.69,C,False
SN-STR01-AR90004-2026-07-01-9-V,STR01,AR90004,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.459,ratio,False
SN-STR01-AR90004-2026-07-01-13-V,STR01,AR90004,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.491,ratio,False
SN-STR01-AR90004-2026-07-01-17-V,STR01,AR90004,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.313,ratio,False
SN-STR01-AR90003-2026-07-01-9-V,STR01,AR90003,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.299,ratio,False
SN-STR01-AR90003-2026-07-01-13-V,STR01,AR90003,2026-07-01T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR90003-2026-07-01-17-V,STR01,AR90003,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.569,ratio,False
SN-STR01-AR90013-2026-07-01-9-V,STR01,AR90013,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.507,ratio,False
SN-STR01-AR90013-2026-07-01-13-V,STR01,AR90013,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.769,ratio,False
SN-STR01-AR90013-2026-07-01-17-V,STR01,AR90013,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.938,ratio,False
SN-STR01-AR90039-2026-07-01-9-V,STR01,AR90039,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.0,ratio,True
SN-STR01-AR90039-2026-07-01-13-V,STR01,AR90039,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.644,ratio,False
SN-STR01-AR90039-2026-07-01-17-V,STR01,AR90039,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.869,ratio,False
SN-STR01-AR90002-2026-07-01-9-V,STR01,AR90002,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.0,ratio,True
SN-STR01-AR90002-2026-07-01-13-V,STR01,AR90002,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.695,ratio,False
SN-STR01-AR90002-2026-07-01-17-V,STR01,AR90002,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.802,ratio,False
SN-STR01-AR90034-2026-07-01-9-V,STR01,AR90034,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.23,ratio,False
SN-STR01-AR90034-2026-07-01-13-V,STR01,AR90034,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.522,ratio,False
SN-STR01-AR90034-2026-07-01-17-V,STR01,AR90034,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.509,ratio,False
SN-STR01-AR00136-2026-07-01-9-V,STR01,AR00136,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.564,ratio,False
SN-STR01-AR00136-2026-07-01-13-V,STR01,AR00136,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.663,ratio,False
SN-STR01-AR00136-2026-07-01-17-V,STR01,AR00136,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.504,ratio,False
SN-STR01-AR00394-2026-07-01-9-V,STR01,AR00394,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.989,ratio,False
SN-STR01-AR00394-2026-07-01-13-V,STR01,AR00394,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.835,ratio,False
SN-STR01-AR00394-2026-07-01-17-V,STR01,AR00394,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.456,ratio,False
SN-STR01-AR00395-2026-07-01-9-V,STR01,AR00395,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.581,ratio,False
SN-STR01-AR00395-2026-07-01-13-V,STR01,AR00395,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.727,ratio,False
SN-STR01-AR00395-2026-07-01-17-V,STR01,AR00395,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.87,ratio,False
SN-STR01-AR90018-2026-07-01-9-V,STR01,AR90018,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.647,ratio,False
SN-STR01-AR90018-2026-07-01-13-V,STR01,AR90018,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.729,ratio,False
SN-STR01-AR90018-2026-07-01-17-V,STR01,AR90018,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.12,ratio,True
SN-STR01-AR90015-2026-07-01-9-V,STR01,AR90015,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.161,ratio,False
SN-STR01-AR90015-2026-07-01-13-V,STR01,AR90015,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.342,ratio,False
SN-STR01-AR90015-2026-07-01-17-V,STR01,AR90015,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.585,ratio,False
SN-STR01-AR00245-2026-07-01-9-V,STR01,AR00245,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.229,ratio,False
SN-STR01-AR00245-2026-07-01-13-V,STR01,AR00245,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.778,ratio,False
SN-STR01-AR00245-2026-07-01-17-V,STR01,AR00245,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.867,ratio,False
SN-STR01-AR00188-2026-07-01-9-V,STR01,AR00188,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.868,ratio,False
SN-STR01-AR00188-2026-07-01-13-V,STR01,AR00188,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.534,ratio,False
SN-STR01-AR00188-2026-07-01-17-V,STR01,AR00188,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.422,ratio,False
SN-STR01-AR00010-2026-07-01-9-V,STR01,AR00010,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.682,ratio,False
SN-STR01-AR00010-2026-07-01-13-V,STR01,AR00010,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.863,ratio,False
SN-STR01-AR00010-2026-07-01-17-V,STR01,AR00010,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.87,ratio,False
SN-STR01-AR90012-2026-07-01-9-V,STR01,AR90012,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.118,ratio,True
SN-STR01-AR90012-2026-07-01-13-V,STR01,AR90012,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.233,ratio,False
SN-STR01-AR90012-2026-07-01-17-V,STR01,AR90012,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.203,ratio,False
SN-STR01-AR00009-2026-07-01-9-V,STR01,AR00009,2026-07-01T09:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR00009-2026-07-01-13-V,STR01,AR00009,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.0,ratio,True
SN-STR01-AR00009-2026-07-01-17-V,STR01,AR00009,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.472,ratio,False
SN-STR01-AR00240-2026-07-01-9-V,STR01,AR00240,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.446,ratio,False
SN-STR01-AR00240-2026-07-01-13-V,STR01,AR00240,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.852,ratio,False
SN-STR01-AR00240-2026-07-01-17-V,STR01,AR00240,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.63,ratio,False
SN-STR01-AR90014-2026-07-01-9-V,STR01,AR90014,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.575,ratio,False
SN-STR01-AR90014-2026-07-01-13-V,STR01,AR90014,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.342,ratio,False
SN-STR01-AR90014-2026-07-01-17-V,STR01,AR90014,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.894,ratio,False
SN-STR01-AR00241-2026-07-01-9-V,STR01,AR00241,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.654,ratio,False
SN-STR01-AR00241-2026-07-01-13-V,STR01,AR00241,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.584,ratio,False
SN-STR01-AR00241-2026-07-01-17-V,STR01,AR00241,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.65,ratio,False
SN-STR01-AR00080-2026-07-01-9-V,STR01,AR00080,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.869,ratio,False
SN-STR01-AR00080-2026-07-01-13-V,STR01,AR00080,2026-07-01T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR00080-2026-07-01-17-V,STR01,AR00080,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.127,ratio,True
SN-STR01-AR00244-2026-07-01-9-V,STR01,AR00244,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.864,ratio,False
SN-STR01-AR00244-2026-07-01-13-V,STR01,AR00244,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.271,ratio,False
SN-STR01-AR00244-2026-07-01-17-V,STR01,AR00244,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.402,ratio,False
SN-STR01-AR00011-2026-07-01-9-V,STR01,AR00011,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.742,ratio,False
SN-STR01-AR00011-2026-07-01-13-V,STR01,AR00011,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.592,ratio,False
SN-STR01-AR00011-2026-07-01-17-V,STR01,AR00011,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.984,ratio,False
SN-STR01-AR90019-2026-07-01-9-V,STR01,AR90019,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.766,ratio,False
SN-STR01-AR90019-2026-07-01-13-V,STR01,AR90019,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.559,ratio,False
SN-STR01-AR90019-2026-07-01-17-V,STR01,AR90019,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.627,ratio,False
SN-STR01-AR90036-2026-07-01-9-V,STR01,AR90036,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.541,ratio,False
SN-STR01-AR90036-2026-07-01-13-V,STR01,AR90036,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.558,ratio,False
SN-STR01-AR90036-2026-07-01-17-V,STR01,AR90036,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.697,ratio,False
SN-STR01-AR90055-2026-07-01-9-V,STR01,AR90055,2026-07-01T09:00:00Z,VISION_STOCKOUT,0.256,ratio,False
SN-STR01-AR90055-2026-07-01-13-V,STR01,AR90055,2026-07-01T13:00:00Z,VISION_STOCKOUT,0.729,ratio,False
SN-STR01-AR90055-2026-07-01-17-V,STR01,AR90055,2026-07-01T17:00:00Z,VISION_STOCKOUT,0.687,ratio,False
SN-STR01-AR90004-2026-07-01-ESL,STR01,AR90004,2026-07-01T06:00:00Z,ESL,0.25,EUR,False
SN-STR01-AR90003-2026-07-01-ESL,STR01,AR90003,2026-07-01T06:00:00Z,ESL,0.15,EUR,False
SN-STR01-AR90013-2026-07-01-ESL,STR01,AR90013,2026-07-01T06:00:00Z,ESL,1.7,EUR,False
SN-STR01-AR90039-2026-07-01-ESL,STR01,AR90039,2026-07-01T06:00:00Z,ESL,1.5,EUR,False
SN-STR01-AR90002-2026-07-01-ESL,STR01,AR90002,2026-07-01T06:00:00Z,ESL,0.08,EUR,False
SN-STR01-AR90034-2026-07-01-ESL,STR01,AR90034,2026-07-01T06:00:00Z,ESL,1.7,EUR,False
SN-STR01-AR00136-2026-07-01-ESL,STR01,AR00136,2026-07-01T06:00:00Z,ESL,2.7,EUR,False
SN-STR01-AR00394-2026-07-01-ESL,STR01,AR00394,2026-07-01T06:00:00Z,ESL,2.9,EUR,False
SN-STR01-2026-07-01-T0,STR01,AR00084,2026-07-01T12:00:00Z,TEMPERATURE,-17.69,C,False
SN-STR01-2026-07-01-T1,STR01,AR00294,2026-07-01T12:00:00Z,TEMPERATURE,5.01,C,False
SN-STR01-2026-07-01-T2,STR01,AR00019,2026-07-01T12:00:00Z,TEMPERATURE,5.24,C,False
SN-STR01-2026-07-01-T3,STR01,AR00053,2026-07-01T12:00:00Z,TEMPERATURE,3.68,C,False
SN-STR01-2026-07-01-T4,STR01,AR00142,2026-07-01T12:00:00Z,TEMPERATURE,4.06,C,False
SN-STR01-2026-07-01-T5,STR01,AR00276,2026-07-01T12:00:00Z,TEMPERATURE,7.81,C,False
SN-STR01-AR90004-2026-07-02-9-V,STR01,AR90004,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.39,ratio,False
SN-STR01-AR90004-2026-07-02-13-V,STR01,AR90004,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.897,ratio,False
SN-STR01-AR90004-2026-07-02-17-V,STR01,AR90004,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.583,ratio,False
SN-STR01-AR90003-2026-07-02-9-V,STR01,AR90003,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.602,ratio,False
SN-STR01-AR90003-2026-07-02-13-V,STR01,AR90003,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.286,ratio,False
SN-STR01-AR90003-2026-07-02-17-V,STR01,AR90003,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.795,ratio,False
SN-STR01-AR90013-2026-07-02-9-V,STR01,AR90013,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.642,ratio,False
SN-STR01-AR90013-2026-07-02-13-V,STR01,AR90013,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.919,ratio,False
SN-STR01-AR90013-2026-07-02-17-V,STR01,AR90013,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.81,ratio,False
SN-STR01-AR90039-2026-07-02-9-V,STR01,AR90039,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.026,ratio,True
SN-STR01-AR90039-2026-07-02-13-V,STR01,AR90039,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.031,ratio,True
SN-STR01-AR90039-2026-07-02-17-V,STR01,AR90039,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.282,ratio,False
SN-STR01-AR90002-2026-07-02-9-V,STR01,AR90002,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.547,ratio,False
SN-STR01-AR90002-2026-07-02-13-V,STR01,AR90002,2026-07-02T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR90002-2026-07-02-17-V,STR01,AR90002,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.917,ratio,False
SN-STR01-AR90034-2026-07-02-9-V,STR01,AR90034,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.532,ratio,False
SN-STR01-AR90034-2026-07-02-13-V,STR01,AR90034,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.947,ratio,False
SN-STR01-AR90034-2026-07-02-17-V,STR01,AR90034,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.041,ratio,True
SN-STR01-AR00136-2026-07-02-9-V,STR01,AR00136,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.506,ratio,False
SN-STR01-AR00136-2026-07-02-13-V,STR01,AR00136,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.544,ratio,False
SN-STR01-AR00136-2026-07-02-17-V,STR01,AR00136,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.337,ratio,False
SN-STR01-AR00394-2026-07-02-9-V,STR01,AR00394,2026-07-02T09:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR00394-2026-07-02-13-V,STR01,AR00394,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.49,ratio,False
SN-STR01-AR00394-2026-07-02-17-V,STR01,AR00394,2026-07-02T17:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR00395-2026-07-02-9-V,STR01,AR00395,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.512,ratio,False
SN-STR01-AR00395-2026-07-02-13-V,STR01,AR00395,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.477,ratio,False
SN-STR01-AR00395-2026-07-02-17-V,STR01,AR00395,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.051,ratio,True
SN-STR01-AR90018-2026-07-02-9-V,STR01,AR90018,2026-07-02T09:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR90018-2026-07-02-13-V,STR01,AR90018,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.937,ratio,False
SN-STR01-AR90018-2026-07-02-17-V,STR01,AR90018,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.526,ratio,False
SN-STR01-AR90015-2026-07-02-9-V,STR01,AR90015,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.446,ratio,False
SN-STR01-AR90015-2026-07-02-13-V,STR01,AR90015,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.189,ratio,False
SN-STR01-AR90015-2026-07-02-17-V,STR01,AR90015,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.254,ratio,False
SN-STR01-AR00245-2026-07-02-9-V,STR01,AR00245,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.785,ratio,False
SN-STR01-AR00245-2026-07-02-13-V,STR01,AR00245,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.66,ratio,False
SN-STR01-AR00245-2026-07-02-17-V,STR01,AR00245,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.665,ratio,False
SN-STR01-AR00188-2026-07-02-9-V,STR01,AR00188,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.473,ratio,False
SN-STR01-AR00188-2026-07-02-13-V,STR01,AR00188,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.926,ratio,False
SN-STR01-AR00188-2026-07-02-17-V,STR01,AR00188,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.834,ratio,False
SN-STR01-AR00010-2026-07-02-9-V,STR01,AR00010,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.454,ratio,False
SN-STR01-AR00010-2026-07-02-13-V,STR01,AR00010,2026-07-02T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR00010-2026-07-02-17-V,STR01,AR00010,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.751,ratio,False
SN-STR01-AR90012-2026-07-02-9-V,STR01,AR90012,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.494,ratio,False
SN-STR01-AR90012-2026-07-02-13-V,STR01,AR90012,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.597,ratio,False
SN-STR01-AR90012-2026-07-02-17-V,STR01,AR90012,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.617,ratio,False
SN-STR01-AR00009-2026-07-02-9-V,STR01,AR00009,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.306,ratio,False
SN-STR01-AR00009-2026-07-02-13-V,STR01,AR00009,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.568,ratio,False
SN-STR01-AR00009-2026-07-02-17-V,STR01,AR00009,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.411,ratio,False
SN-STR01-AR00240-2026-07-02-9-V,STR01,AR00240,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.873,ratio,False
SN-STR01-AR00240-2026-07-02-13-V,STR01,AR00240,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.843,ratio,False
SN-STR01-AR00240-2026-07-02-17-V,STR01,AR00240,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.454,ratio,False
SN-STR01-AR90014-2026-07-02-9-V,STR01,AR90014,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.628,ratio,False
SN-STR01-AR90014-2026-07-02-13-V,STR01,AR90014,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.242,ratio,False
SN-STR01-AR90014-2026-07-02-17-V,STR01,AR90014,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.6,ratio,False
SN-STR01-AR00241-2026-07-02-9-V,STR01,AR00241,2026-07-02T09:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR00241-2026-07-02-13-V,STR01,AR00241,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.481,ratio,False
SN-STR01-AR00241-2026-07-02-17-V,STR01,AR00241,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.797,ratio,False
SN-STR01-AR00080-2026-07-02-9-V,STR01,AR00080,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.937,ratio,False
SN-STR01-AR00080-2026-07-02-13-V,STR01,AR00080,2026-07-02T13:00:00Z,VISION_STOCKOUT,1.0,ratio,False
SN-STR01-AR00080-2026-07-02-17-V,STR01,AR00080,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.753,ratio,False
SN-STR01-AR00244-2026-07-02-9-V,STR01,AR00244,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.941,ratio,False
SN-STR01-AR00244-2026-07-02-13-V,STR01,AR00244,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.761,ratio,False
SN-STR01-AR00244-2026-07-02-17-V,STR01,AR00244,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.668,ratio,False
SN-STR01-AR00011-2026-07-02-9-V,STR01,AR00011,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.939,ratio,False
SN-STR01-AR00011-2026-07-02-13-V,STR01,AR00011,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.763,ratio,False
SN-STR01-AR00011-2026-07-02-17-V,STR01,AR00011,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.847,ratio,False
SN-STR01-AR90019-2026-07-02-9-V,STR01,AR90019,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.343,ratio,False
SN-STR01-AR90019-2026-07-02-13-V,STR01,AR90019,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.594,ratio,False
SN-STR01-AR90019-2026-07-02-17-V,STR01,AR90019,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.565,ratio,False
SN-STR01-AR90036-2026-07-02-9-V,STR01,AR90036,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.288,ratio,False
SN-STR01-AR90036-2026-07-02-13-V,STR01,AR90036,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.884,ratio,False
SN-STR01-AR90036-2026-07-02-17-V,STR01,AR90036,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.458,ratio,False
SN-STR01-AR90055-2026-07-02-9-V,STR01,AR90055,2026-07-02T09:00:00Z,VISION_STOCKOUT,0.329,ratio,False
SN-STR01-AR90055-2026-07-02-13-V,STR01,AR90055,2026-07-02T13:00:00Z,VISION_STOCKOUT,0.383,ratio,False
SN-STR01-AR90055-2026-07-02-17-V,STR01,AR90055,2026-07-02T17:00:00Z,VISION_STOCKOUT,0.479,ratio,False
SN-STR01-AR90004-2026-07-02-ESL,STR01,AR90004,2026-07-02T06:00:00Z,ESL,0.25,EUR,False
SN-STR01-AR90003-2026-07-02-ESL,STR01,AR90003,2026-07-02T06:00:00Z,ESL,0.15,EUR,False
SN-STR01-AR90013-2026-07-02-ESL,STR01,AR90013,2026-07-02T06:00:00Z,ESL,1.7,EUR,False
SN-STR01-AR90039-2026-07-02-ESL,STR01,AR90039,2026-07-02T06:00:00Z,ESL,1.5,EUR,False
SN-STR01-AR90002-2026-07-02-ESL,STR01,AR90002,2026-07-02T06:00:00Z,ESL,0.08,EUR,False
SN-STR01-AR90034-2026-07-02-ESL,STR01,AR90034,2026-07-02T06:00:00Z,ESL,1.7,EUR,False
SN-STR01-AR00136-2026-07-02-ESL,STR01,AR00136,2026-07-02T06:00:00Z,ESL,2.7,EUR,False
SN-STR01-AR00394-2026-07-02-ESL,STR01,AR00394,2026-07-02T06:00:00Z,ESL,2.9,EUR,False
SN-STR01-2026-07-02-T0,STR01,AR90028,2026-07-02T12:00:00Z,TEMPERATURE,5.0,C,False
SN-STR01-2026-07-02-T1,STR01,AR00074,2026-07-02T12:00:00Z,TEMPERATURE,-18.03,C,False
SN-STR01-2026-07-02-T2,STR01,AR00436,2026-07-02T12:00:00Z,TEMPERATURE,6.35,C,False
SN-STR01-2026-07-02-T3,STR01,AR00242,2026-07-02T12:00:00Z,TEMPERATURE,4.65,C,False
SN-STR01-2026-07-02-T4,STR01,AR90016,2026-07-02T12:00:00Z,TEMPERATURE,4.03,C,False
SN-STR01-2026-07-02-T5,STR01,AR00185,2026-07-02T12:00:00Z,TEMPERATURE,5.42,C,False
SN-STR01-AR90004-2026-07-03-9-V,STR01,AR90004,2026-07-03T09:00:00Z,VISION_STOCKOUT,0.575,ratio,False
SN-STR01-AR90004-2026-07-03-13-V,STR01,AR90004,2026-07-03T13:00:00Z,VISION_STOCKOUT,0.142,ratio,True
SN-STR01-AR90004-2026-07-03-17-V,STR01,AR90004,2026-07-03T17:00:00Z,VISION_STOCKOUT,0.0,ratio,True
SN-STR01-AR90003-2026-07-03-9-V,STR01,AR90003,2026-07-03T09:00:00Z,VISION_STOCKOUT,0.531,ratio,False
SN-STR01-AR90003-2026-07-03-13-V,STR01,AR90003,2026-07-03T13:00:00Z,VISION_STOCKOUT,0.642,ratio,False
