ID,store_ID,article_ID,forecastFor,businessDate,hourOfDay,predictedQty,lowerBound,upperBound,actualQty,mape,wape,model,generatedAt
FC-STR01-000952,STR01,AR00243,2026-07-04T14:00:00Z,2026-07-04,14,0.032,0.016,0.049,,96.5,253.15,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000953,STR01,AR00243,2026-07-04T15:00:00Z,2026-07-04,15,0.027,0.01,0.043,,96.5,253.15,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000954,STR01,AR00243,2026-07-04T16:00:00Z,2026-07-04,16,0.028,0.011,0.044,,96.5,253.15,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000955,STR01,AR00243,2026-07-04T17:00:00Z,2026-07-04,17,0.021,0.004,0.037,,96.5,253.15,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000956,STR01,AR00243,2026-07-04T18:00:00Z,2026-07-04,18,0.019,0.003,0.036,,96.5,253.15,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000957,STR01,AR00054,2026-07-04T12:00:00Z,2026-07-04,12,0.032,0.004,0.06,,96.18,334.26,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000958,STR01,AR00054,2026-07-04T13:00:00Z,2026-07-04,13,0.051,0.023,0.079,,96.18,334.26,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000959,STR01,AR00054,2026-07-04T14:00:00Z,2026-07-04,14,0.049,0.021,0.077,,96.18,334.26,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000960,STR01,AR00054,2026-07-04T15:00:00Z,2026-07-04,15,0.038,0.01,0.066,,96.18,334.26,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000961,STR01,AR00054,2026-07-04T16:00:00Z,2026-07-04,16,0.045,0.017,0.073,,96.18,334.26,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000962,STR01,AR00054,2026-07-04T17:00:00Z,2026-07-04,17,0.037,0.009,0.065,,96.18,334.26,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000963,STR01,AR00054,2026-07-04T18:00:00Z,2026-07-04,18,0.029,0.001,0.057,,96.18,334.26,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000964,STR01,AR00189,2026-07-04T13:00:00Z,2026-07-04,13,0.021,0.011,0.032,,96.97,306.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000965,STR01,AR00189,2026-07-04T14:00:00Z,2026-07-04,14,0.02,0.01,0.031,,96.97,306.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000966,STR01,AR00189,2026-07-04T15:00:00Z,2026-07-04,15,0.02,0.01,0.031,,96.97,306.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000967,STR01,AR00189,2026-07-04T16:00:00Z,2026-07-04,16,0.02,0.009,0.031,,96.97,306.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000968,STR01,AR00189,2026-07-04T18:00:00Z,2026-07-04,18,0.015,0.005,0.026,,96.97,306.85,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000969,STR01,AR00210,2026-07-04T12:00:00Z,2026-07-04,12,0.038,0.009,0.068,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000970,STR01,AR00210,2026-07-04T13:00:00Z,2026-07-04,13,0.071,0.041,0.1,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000971,STR01,AR00210,2026-07-04T14:00:00Z,2026-07-04,14,0.057,0.027,0.086,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000972,STR01,AR00210,2026-07-04T15:00:00Z,2026-07-04,15,0.061,0.031,0.091,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000973,STR01,AR00210,2026-07-04T16:00:00Z,2026-07-04,16,0.063,0.033,0.093,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000974,STR01,AR00210,2026-07-04T17:00:00Z,2026-07-04,17,0.045,0.015,0.075,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000975,STR01,AR00210,2026-07-04T18:00:00Z,2026-07-04,18,0.038,0.009,0.068,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000976,STR01,AR00210,2026-07-04T19:00:00Z,2026-07-04,19,0.021,0,0.051,,94.09,404.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000977,STR01,AR00400,2026-07-04T13:00:00Z,2026-07-04,13,0.019,0.01,0.029,,97.98,252.28,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000978,STR01,AR00213,2026-07-04T14:00:00Z,2026-07-04,14,0.015,0.006,0.025,,97.67,243.83,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000979,STR01,AR00213,2026-07-04T16:00:00Z,2026-07-04,16,0.016,0.006,0.025,,97.67,243.83,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000980,STR01,AR00004,2026-07-04T13:00:00Z,2026-07-04,13,0.016,0.009,0.023,,99.46,247.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000981,STR01,AR90033,2026-07-04T12:00:00Z,2026-07-04,12,0.029,0.004,0.053,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000982,STR01,AR90033,2026-07-04T13:00:00Z,2026-07-04,13,0.048,0.023,0.072,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000983,STR01,AR90033,2026-07-04T14:00:00Z,2026-07-04,14,0.043,0.018,0.067,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000984,STR01,AR90033,2026-07-04T15:00:00Z,2026-07-04,15,0.043,0.019,0.068,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000985,STR01,AR90033,2026-07-04T16:00:00Z,2026-07-04,16,0.045,0.02,0.069,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000986,STR01,AR90033,2026-07-04T17:00:00Z,2026-07-04,17,0.037,0.012,0.061,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000987,STR01,AR90033,2026-07-04T18:00:00Z,2026-07-04,18,0.029,0.004,0.053,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-STR01-000988,STR01,AR90033,2026-07-04T19:00:00Z,2026-07-04,19,0.016,0,0.041,,97.49,252.59,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000989,BLN01,AR90004,2026-07-03T22:00:00Z,2026-07-03,22,0.099,0,0.915,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000990,BLN01,AR90004,2026-07-04T08:00:00Z,2026-07-04,8,0.023,0,0.84,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000991,BLN01,AR90004,2026-07-04T09:00:00Z,2026-07-04,9,0.037,0,0.853,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000992,BLN01,AR90004,2026-07-04T10:00:00Z,2026-07-04,10,0.041,0,0.858,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000993,BLN01,AR90004,2026-07-04T11:00:00Z,2026-07-04,11,0.042,0,0.859,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000994,BLN01,AR90004,2026-07-04T12:00:00Z,2026-07-04,12,0.138,0,0.955,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000995,BLN01,AR90004,2026-07-04T13:00:00Z,2026-07-04,13,0.194,0,1.01,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000996,BLN01,AR90004,2026-07-04T14:00:00Z,2026-07-04,14,0.156,0,0.972,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000997,BLN01,AR90004,2026-07-04T15:00:00Z,2026-07-04,15,0.158,0,0.975,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000998,BLN01,AR90004,2026-07-04T16:00:00Z,2026-07-04,16,0.168,0,0.985,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-000999,BLN01,AR90004,2026-07-04T17:00:00Z,2026-07-04,17,0.123,0,0.939,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001000,BLN01,AR90004,2026-07-04T18:00:00Z,2026-07-04,18,0.134,0,0.95,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001001,BLN01,AR90004,2026-07-04T19:00:00Z,2026-07-04,19,0.046,0,0.863,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001002,BLN01,AR90004,2026-07-04T20:00:00Z,2026-07-04,20,0.046,0,0.863,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001003,BLN01,AR90004,2026-07-04T21:00:00Z,2026-07-04,21,0.068,0,0.885,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001004,BLN01,AR90004,2026-07-04T22:00:00Z,2026-07-04,22,0.025,0,0.841,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001005,BLN01,AR90004,2026-07-05T08:00:00Z,2026-07-05,8,0.055,0,0.871,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001006,BLN01,AR90004,2026-07-05T09:00:00Z,2026-07-05,9,0.087,0,0.903,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001007,BLN01,AR90004,2026-07-05T10:00:00Z,2026-07-05,10,0.096,0,0.913,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001008,BLN01,AR90004,2026-07-05T11:00:00Z,2026-07-05,11,0.1,0,0.916,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001009,BLN01,AR90004,2026-07-05T12:00:00Z,2026-07-05,12,0.324,0,1.141,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001010,BLN01,AR90004,2026-07-05T13:00:00Z,2026-07-05,13,0.456,0,1.273,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001011,BLN01,AR90004,2026-07-05T14:00:00Z,2026-07-05,14,0.366,0,1.183,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001012,BLN01,AR90004,2026-07-05T15:00:00Z,2026-07-05,15,0.372,0,1.189,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001013,BLN01,AR90004,2026-07-05T16:00:00Z,2026-07-05,16,0.395,0,1.212,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001014,BLN01,AR90004,2026-07-05T17:00:00Z,2026-07-05,17,0.289,0,1.106,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001015,BLN01,AR90004,2026-07-05T18:00:00Z,2026-07-05,18,0.315,0,1.131,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001016,BLN01,AR90004,2026-07-05T19:00:00Z,2026-07-05,19,0.109,0,0.926,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001017,BLN01,AR90004,2026-07-05T20:00:00Z,2026-07-05,20,0.109,0,0.926,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001018,BLN01,AR90004,2026-07-05T21:00:00Z,2026-07-05,21,0.161,0,0.977,,46.89,102.73,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001019,BLN01,AR90003,2026-07-04T12:00:00Z,2026-07-04,12,0.024,0,0.541,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001020,BLN01,AR90003,2026-07-04T13:00:00Z,2026-07-04,13,0.034,0,0.55,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001021,BLN01,AR90003,2026-07-04T14:00:00Z,2026-07-04,14,0.034,0,0.55,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001022,BLN01,AR90003,2026-07-04T15:00:00Z,2026-07-04,15,0.041,0,0.558,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001023,BLN01,AR90003,2026-07-04T16:00:00Z,2026-07-04,16,0.046,0,0.562,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001024,BLN01,AR90003,2026-07-04T17:00:00Z,2026-07-04,17,0.033,0,0.549,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001025,BLN01,AR90003,2026-07-04T18:00:00Z,2026-07-04,18,0.021,0,0.538,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001026,BLN01,AR90003,2026-07-04T19:00:00Z,2026-07-04,19,0.018,0,0.535,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001027,BLN01,AR90003,2026-07-05T09:00:00Z,2026-07-05,9,0.019,0,0.535,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001028,BLN01,AR90003,2026-07-05T10:00:00Z,2026-07-05,10,0.026,0,0.542,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001029,BLN01,AR90003,2026-07-05T11:00:00Z,2026-07-05,11,0.033,0,0.549,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001030,BLN01,AR90003,2026-07-05T12:00:00Z,2026-07-05,12,0.057,0,0.574,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001031,BLN01,AR90003,2026-07-05T13:00:00Z,2026-07-05,13,0.08,0,0.596,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001032,BLN01,AR90003,2026-07-05T14:00:00Z,2026-07-05,14,0.08,0,0.596,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001033,BLN01,AR90003,2026-07-05T15:00:00Z,2026-07-05,15,0.097,0,0.614,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001034,BLN01,AR90003,2026-07-05T16:00:00Z,2026-07-05,16,0.108,0,0.624,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001035,BLN01,AR90003,2026-07-05T17:00:00Z,2026-07-05,17,0.078,0,0.594,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001036,BLN01,AR90003,2026-07-05T18:00:00Z,2026-07-05,18,0.05,0,0.567,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001037,BLN01,AR90003,2026-07-05T19:00:00Z,2026-07-05,19,0.043,0,0.56,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001038,BLN01,AR90003,2026-07-05T20:00:00Z,2026-07-05,20,0.03,0,0.546,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001039,BLN01,AR90003,2026-07-05T21:00:00Z,2026-07-05,21,0.026,0,0.542,,82.22,137.2,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001040,BLN01,AR90002,2026-07-03T22:00:00Z,2026-07-03,22,0.016,0,0.394,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001041,BLN01,AR90002,2026-07-04T09:00:00Z,2026-07-04,9,0.015,0,0.393,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001042,BLN01,AR90002,2026-07-04T12:00:00Z,2026-07-04,12,0.033,0,0.411,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001043,BLN01,AR90002,2026-07-04T13:00:00Z,2026-07-04,13,0.044,0,0.422,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001044,BLN01,AR90002,2026-07-04T14:00:00Z,2026-07-04,14,0.037,0,0.415,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001045,BLN01,AR90002,2026-07-04T15:00:00Z,2026-07-04,15,0.033,0,0.411,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001046,BLN01,AR90002,2026-07-04T16:00:00Z,2026-07-04,16,0.041,0,0.419,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001047,BLN01,AR90002,2026-07-04T17:00:00Z,2026-07-04,17,0.037,0,0.415,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001048,BLN01,AR90002,2026-07-04T18:00:00Z,2026-07-04,18,0.023,0,0.401,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001049,BLN01,AR90002,2026-07-04T19:00:00Z,2026-07-04,19,0.018,0,0.396,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001050,BLN01,AR90002,2026-07-04T20:00:00Z,2026-07-04,20,0.02,0,0.398,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001051,BLN01,AR90002,2026-07-04T21:00:00Z,2026-07-04,21,0.02,0,0.398,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001052,BLN01,AR90002,2026-07-05T09:00:00Z,2026-07-05,9,0.035,0,0.413,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001053,BLN01,AR90002,2026-07-05T10:00:00Z,2026-07-05,10,0.016,0,0.394,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001054,BLN01,AR90002,2026-07-05T11:00:00Z,2026-07-05,11,0.026,0,0.404,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001055,BLN01,AR90002,2026-07-05T12:00:00Z,2026-07-05,12,0.077,0,0.455,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001056,BLN01,AR90002,2026-07-05T13:00:00Z,2026-07-05,13,0.103,0,0.481,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001057,BLN01,AR90002,2026-07-05T14:00:00Z,2026-07-05,14,0.087,0,0.465,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001058,BLN01,AR90002,2026-07-05T15:00:00Z,2026-07-05,15,0.077,0,0.455,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001059,BLN01,AR90002,2026-07-05T16:00:00Z,2026-07-05,16,0.096,0,0.474,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001060,BLN01,AR90002,2026-07-05T17:00:00Z,2026-07-05,17,0.087,0,0.465,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001061,BLN01,AR90002,2026-07-05T18:00:00Z,2026-07-05,18,0.055,0,0.432,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001062,BLN01,AR90002,2026-07-05T19:00:00Z,2026-07-05,19,0.042,0,0.42,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001063,BLN01,AR90002,2026-07-05T20:00:00Z,2026-07-05,20,0.048,0,0.426,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001064,BLN01,AR90002,2026-07-05T21:00:00Z,2026-07-05,21,0.048,0,0.426,,76.93,200.61,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001065,BLN01,AR90013,2026-07-04T12:00:00Z,2026-07-04,12,0.018,0,0.355,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001066,BLN01,AR90013,2026-07-04T13:00:00Z,2026-07-04,13,0.03,0,0.367,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001067,BLN01,AR90013,2026-07-04T14:00:00Z,2026-07-04,14,0.031,0,0.368,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001068,BLN01,AR90013,2026-07-04T15:00:00Z,2026-07-04,15,0.035,0,0.372,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001069,BLN01,AR90013,2026-07-04T16:00:00Z,2026-07-04,16,0.032,0,0.369,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001070,BLN01,AR90013,2026-07-04T17:00:00Z,2026-07-04,17,0.019,0,0.356,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001071,BLN01,AR90013,2026-07-04T18:00:00Z,2026-07-04,18,0.025,0,0.362,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001072,BLN01,AR90013,2026-07-05T09:00:00Z,2026-07-05,9,0.024,0,0.361,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001073,BLN01,AR90013,2026-07-05T11:00:00Z,2026-07-05,11,0.017,0,0.354,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001074,BLN01,AR90013,2026-07-05T12:00:00Z,2026-07-05,12,0.043,0,0.38,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001075,BLN01,AR90013,2026-07-05T13:00:00Z,2026-07-05,13,0.072,0,0.408,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001076,BLN01,AR90013,2026-07-05T14:00:00Z,2026-07-05,14,0.074,0,0.411,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001077,BLN01,AR90013,2026-07-05T15:00:00Z,2026-07-05,15,0.083,0,0.42,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001078,BLN01,AR90013,2026-07-05T16:00:00Z,2026-07-05,16,0.076,0,0.413,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001079,BLN01,AR90013,2026-07-05T17:00:00Z,2026-07-05,17,0.045,0,0.382,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001080,BLN01,AR90013,2026-07-05T18:00:00Z,2026-07-05,18,0.06,0,0.397,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001081,BLN01,AR90013,2026-07-05T19:00:00Z,2026-07-05,19,0.026,0,0.363,,83.93,190.04,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001082,BLN01,AR90039,2026-07-04T12:00:00Z,2026-07-04,12,0.022,0,0.303,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001083,BLN01,AR90039,2026-07-04T14:00:00Z,2026-07-04,14,0.018,0,0.299,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001084,BLN01,AR90039,2026-07-04T15:00:00Z,2026-07-04,15,0.017,0,0.298,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001085,BLN01,AR90039,2026-07-04T17:00:00Z,2026-07-04,17,0.016,0,0.297,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001086,BLN01,AR90039,2026-07-05T12:00:00Z,2026-07-05,12,0.051,0,0.332,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001087,BLN01,AR90039,2026-07-05T13:00:00Z,2026-07-05,13,0.022,0,0.303,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001088,BLN01,AR90039,2026-07-05T14:00:00Z,2026-07-05,14,0.042,0,0.323,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001089,BLN01,AR90039,2026-07-05T15:00:00Z,2026-07-05,15,0.04,0,0.321,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001090,BLN01,AR90039,2026-07-05T16:00:00Z,2026-07-05,16,0.022,0,0.303,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001091,BLN01,AR90039,2026-07-05T17:00:00Z,2026-07-05,17,0.037,0,0.318,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001092,BLN01,AR90039,2026-07-05T18:00:00Z,2026-07-05,18,0.016,0,0.298,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001093,BLN01,AR90039,2026-07-05T19:00:00Z,2026-07-05,19,0.02,0,0.301,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001094,BLN01,AR90039,2026-07-05T20:00:00Z,2026-07-05,20,0.016,0,0.298,,91.29,149.6,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001095,BLN01,AR00395,2026-07-04T13:00:00Z,2026-07-04,13,0.019,0,0.156,,89.88,182.78,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001096,BLN01,AR00395,2026-07-04T14:00:00Z,2026-07-04,14,0.024,0,0.161,,89.88,182.78,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001097,BLN01,AR00395,2026-07-04T16:00:00Z,2026-07-04,16,0.021,0,0.158,,89.88,182.78,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001098,BLN01,AR00395,2026-07-04T17:00:00Z,2026-07-04,17,0.021,0,0.158,,89.88,182.78,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001099,BLN01,AR00395,2026-07-05T12:00:00Z,2026-07-05,12,0.03,0,0.166,,89.88,182.78,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-BLN01-001100,BLN01,AR00395,2026-07-05T13:00:00Z,2026-07-05,13,0.045,0,0.181,,89.88,182.78,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
