ID,store_ID,posSystem_ID,businessDate,paymentMethod,itemCount,amount,currency_code
PM-HAM01-02236,HAM01,SM-HAM01,2026-04-14,Card payment 20,11,26.64,EUR
PM-HAM01-02237,HAM01,SM-HAM01,2026-04-14,Card payment Master Card,1,7.74,EUR
PM-HAM01-02238,HAM01,SM-HAM01,2026-04-14,Card payment VISA,2,2.65,EUR
PM-HAM01-02239,HAM01,SM-HAM01,2026-04-15,Card payment,2,2.9,EUR
PM-HAM01-02240,HAM01,SM-HAM01,2026-04-15,Card payment 10,1,1.69,EUR
PM-HAM01-02241,HAM01,SM-HAM01,2026-04-15,Card payment 20,4,13.36,EUR
PM-HAM01-02242,HAM01,SM-HAM01,2026-04-15,Card payment VISA,1,5.75,EUR
PM-HAM01-02243,HAM01,SM-HAM01,2026-04-16,Card payment 20,5,10.71,EUR
PM-HAM01-02244,HAM01,SM-HAM01,2026-04-16,Card payment VISA,2,3.73,EUR
PM-HAM01-02245,HAM01,SM-HAM01,2026-04-17,Card payment 10,1,7.9,EUR
PM-HAM01-02246,HAM01,SM-HAM01,2026-04-17,Card payment 20,4,5.32,EUR
PM-HAM01-02247,HAM01,SM-HAM01,2026-04-19,Card payment 20,5,7.8,EUR
PM-HAM01-02248,HAM01,SM-HAM01,2026-04-20,Card payment 10,1,1.8,EUR
PM-HAM01-02249,HAM01,SM-HAM01,2026-04-20,Card payment 20,4,18.16,EUR
PM-HAM01-02250,HAM01,SM-HAM01,2026-04-20,Card payment Master Card,1,5.0,EUR
PM-HAM01-02251,HAM01,SM-HAM01,2026-04-20,Card payment VISA,2,4.95,EUR
PM-HAM01-02252,HAM01,SM-HAM01,2026-04-21,Card payment 10,1,2.75,EUR
PM-HAM01-02253,HAM01,SM-HAM01,2026-04-21,Card payment 20,13,53.06,EUR
PM-HAM01-02254,HAM01,SM-HAM01,2026-04-21,Card payment American Express,1,6.13,EUR
PM-HAM01-02255,HAM01,SM-HAM01,2026-04-21,Card payment Master Card,1,2.76,EUR
PM-HAM01-02256,HAM01,SM-HAM01,2026-04-22,Card payment 20,8,41.29,EUR
PM-HAM01-02257,HAM01,SM-HAM01,2026-04-22,Card payment Master Card,1,1.0,EUR
PM-HAM01-02258,HAM01,SM-HAM01,2026-04-23,Card payment,1,5.2,EUR
PM-HAM01-02259,HAM01,SM-HAM01,2026-04-23,Card payment 10,2,9.0,EUR
PM-HAM01-02260,HAM01,SM-HAM01,2026-04-23,Card payment 20,5,13.35,EUR
PM-HAM01-02261,HAM01,SM-HAM01,2026-04-23,Card payment Master Card,1,0.25,EUR
PM-HAM01-02262,HAM01,SM-HAM01,2026-04-23,Card payment VISA,3,8.4,EUR
PM-HAM01-02263,HAM01,SM-HAM01,2026-04-24,Card payment,1,8.15,EUR
PM-HAM01-02264,HAM01,SM-HAM01,2026-04-24,Card payment 20,8,16.55,EUR
PM-HAM01-02265,HAM01,SM-HAM01,2026-04-25,Card payment 20,1,1.2,EUR
PM-HAM01-02266,HAM01,SM-HAM01,2026-04-25,Card payment Master Card,2,2.91,EUR
PM-HAM01-02267,HAM01,SM-HAM01,2026-04-26,Card payment 10,1,2.75,EUR
PM-HAM01-02268,HAM01,SM-HAM01,2026-04-26,Card payment 20,4,12.33,EUR
PM-HAM01-02269,HAM01,SM-HAM01,2026-04-27,Card payment 10,1,6.2,EUR
PM-HAM01-02270,HAM01,SM-HAM01,2026-04-27,Card payment 20,9,36.34,EUR
PM-HAM01-02271,HAM01,SM-HAM01,2026-04-27,Card payment Master Card,1,4.2,EUR
PM-HAM01-02272,HAM01,SM-HAM01,2026-04-27,Card payment VISA,1,6.6,EUR
PM-HAM01-02273,HAM01,SM-HAM01,2026-04-28,Card payment,1,4.1,EUR
PM-HAM01-02274,HAM01,SM-HAM01,2026-04-28,Card payment 10,1,4.1,EUR
PM-HAM01-02275,HAM01,SM-HAM01,2026-04-28,Card payment 20,2,5.38,EUR
PM-HAM01-02276,HAM01,SM-HAM01,2026-04-28,Card payment Master Card,1,1.2,EUR
PM-HAM01-02277,HAM01,SM-HAM01,2026-04-28,Card payment VISA,2,6.05,EUR
PM-HAM01-02278,HAM01,SM-HAM01,2026-04-29,Card payment 10,1,4.18,EUR
PM-HAM01-02279,HAM01,SM-HAM01,2026-04-29,Card payment 20,7,19.35,EUR
PM-HAM01-02280,HAM01,SM-HAM01,2026-04-29,Card payment VISA,4,12.65,EUR
PM-HAM01-02281,HAM01,SM-HAM01,2026-04-30,Card payment 20,4,18.21,EUR
PM-HAM01-02282,HAM01,SM-HAM01,2026-04-30,Card payment Master Card,1,2.05,EUR
PM-HAM01-02283,HAM01,SM-HAM01,2026-05-01,Card payment,1,1.8,EUR
PM-HAM01-02284,HAM01,SM-HAM01,2026-05-01,Card payment 20,2,1.8,EUR
PM-HAM01-02285,HAM01,SM-HAM01,2026-05-01,Card payment VISA,1,5.2,EUR
PM-HAM01-02286,HAM01,SM-HAM01,2026-05-02,Card payment 20,1,0.76,EUR
PM-HAM01-02287,HAM01,SM-HAM01,2026-05-03,Card payment 20,3,4.18,EUR
PM-HAM01-02288,HAM01,SM-HAM01,2026-05-03,Card payment VISA,2,7.11,EUR
PM-HAM01-02289,HAM01,SM-HAM01,2026-05-04,Card payment 20,6,14.04,EUR
PM-HAM01-02290,HAM01,SM-HAM01,2026-05-04,Card payment VISA,1,5.35,EUR
PM-HAM01-02291,HAM01,SM-HAM01,2026-05-05,Card payment 20,9,36.2,EUR
PM-HAM01-02292,HAM01,SM-HAM01,2026-05-05,Card payment Master Card,2,10.4,EUR
PM-HAM01-02293,HAM01,SM-HAM01,2026-05-05,Card payment VISA,1,1.0,EUR
PM-HAM01-02294,HAM01,SM-HAM01,2026-05-06,Card payment 20,7,14.75,EUR
PM-HAM01-02295,HAM01,SM-HAM01,2026-05-06,Card payment Master Card,1,2.1,EUR
PM-HAM01-02296,HAM01,SM-HAM01,2026-05-06,Card payment VISA,3,9.85,EUR
PM-HAM01-02297,HAM01,SM-HAM01,2026-05-07,Card payment 10,2,12.18,EUR
PM-HAM01-02298,HAM01,SM-HAM01,2026-05-07,Card payment 20,5,8.04,EUR
PM-HAM01-02299,HAM01,SM-HAM01,2026-05-07,Card payment Master Card,1,3.93,EUR
PM-HAM01-02300,HAM01,SM-HAM01,2026-05-07,Card payment VISA,4,8.41,EUR
PM-HAM01-02301,HAM01,SM-HAM01,2026-05-08,Card payment 10,1,0.08,EUR
PM-HAM01-02302,HAM01,SM-HAM01,2026-05-08,Card payment 20,4,5.96,EUR
PM-HAM01-02303,HAM01,SM-HAM01,2026-05-08,Card payment Master Card,1,3.6,EUR
PM-HAM01-02304,HAM01,SM-HAM01,2026-05-09,Card payment VISA,1,2.2,EUR
PM-HAM01-02305,HAM01,SM-HAM01,2026-05-10,Card payment 20,3,4.25,EUR
PM-HAM01-02306,HAM01,SM-HAM01,2026-05-11,Card payment,1,2.5,EUR
PM-HAM01-02307,HAM01,SM-HAM01,2026-05-11,Card payment 10,1,0.08,EUR
PM-HAM01-02308,HAM01,SM-HAM01,2026-05-11,Card payment 20,3,7.45,EUR
PM-HAM01-02309,HAM01,SM-HAM01,2026-05-11,Card payment VISA,1,9.55,EUR
PM-HAM01-02310,HAM01,SM-HAM01,2026-05-12,Card payment 20,8,15.2,EUR
PM-HAM01-02311,HAM01,SM-HAM01,2026-05-12,Card payment VISA,1,2.75,EUR
PM-HAM01-02312,HAM01,SM-HAM01,2026-05-13,Card payment 10,1,0.5,EUR
PM-HAM01-02313,HAM01,SM-HAM01,2026-05-13,Card payment 20,4,19.3,EUR
PM-HAM01-02314,HAM01,SM-HAM01,2026-05-13,Card payment VISA,3,5.15,EUR
PM-HAM01-02315,HAM01,SM-HAM01,2026-05-14,Card payment 20,8,23.55,EUR
PM-HAM01-02316,HAM01,SM-HAM01,2026-05-14,Card payment VISA,4,3.9,EUR
PM-HAM01-02317,HAM01,SM-HAM01,2026-05-15,Card payment 20,5,9.51,EUR
PM-HAM01-02318,HAM01,SM-HAM01,2026-05-15,Card payment VISA,1,1.0,EUR
PM-HAM01-02319,HAM01,SM-HAM01,2026-05-16,Card payment 20,1,1.95,EUR
PM-HAM01-02320,HAM01,SM-HAM01,2026-05-16,Card payment VISA,1,0.21,EUR
PM-HAM01-02321,HAM01,SM-HAM01,2026-05-17,Card payment 10,1,2.8,EUR
PM-HAM01-02322,HAM01,SM-HAM01,2026-05-17,Card payment 20,2,5.87,EUR
PM-HAM01-02323,HAM01,SM-HAM01,2026-05-17,Card payment VISA,1,0.15,EUR
PM-HAM01-02324,HAM01,SM-HAM01,2026-05-18,Card payment 20,8,26.49,EUR
PM-HAM01-02325,HAM01,SM-HAM01,2026-05-18,Card payment VISA,3,6.21,EUR
PM-HAM01-02326,HAM01,SM-HAM01,2026-05-19,Card payment,1,1.0,EUR
PM-HAM01-02327,HAM01,SM-HAM01,2026-05-19,Card payment 20,6,22.64,EUR
PM-HAM01-02328,HAM01,SM-HAM01,2026-05-19,Card payment Master Card,4,20.32,EUR
PM-HAM01-02329,HAM01,SM-HAM01,2026-05-19,Card payment VISA,2,6.45,EUR
PM-HAM01-02330,HAM01,SM-HAM01,2026-05-20,Card payment 20,9,26.17,EUR
PM-HAM01-02331,HAM01,SM-HAM01,2026-05-20,Card payment Master Card,3,10.08,EUR
PM-HAM01-02332,HAM01,SM-HAM01,2026-05-21,Card payment,1,4.69,EUR
PM-HAM01-02333,HAM01,SM-HAM01,2026-05-21,Card payment 20,5,14.1,EUR
PM-HAM01-02334,HAM01,SM-HAM01,2026-05-21,Card payment VISA,1,4.9,EUR
PM-HAM01-02335,HAM01,SM-HAM01,2026-05-22,Card payment 10,1,2.2,EUR
PM-HAM01-02336,HAM01,SM-HAM01,2026-05-22,Card payment 20,8,19.18,EUR
PM-HAM01-02337,HAM01,SM-HAM01,2026-05-22,Card payment Master Card,1,9.25,EUR
PM-HAM01-02338,HAM01,SM-HAM01,2026-05-22,Card payment VISA,1,4.68,EUR
PM-HAM01-02339,HAM01,SM-HAM01,2026-05-23,Card payment 20,2,4.65,EUR
PM-HAM01-02340,HAM01,SM-HAM01,2026-05-24,Card payment 20,2,1.75,EUR
PM-HAM01-02341,HAM01,SM-HAM01,2026-05-24,Card payment VISA,1,0.15,EUR
PM-HAM01-02342,HAM01,SM-HAM01,2026-05-25,Card payment 10,2,3.2,EUR
PM-HAM01-02343,HAM01,SM-HAM01,2026-05-25,Card payment 20,6,11.57,EUR
PM-HAM01-02344,HAM01,SM-HAM01,2026-05-25,Card payment VISA,3,5.57,EUR
PM-HAM01-02345,HAM01,SM-HAM01,2026-05-26,Card payment,2,2.98,EUR
PM-HAM01-02346,HAM01,SM-HAM01,2026-05-26,Card payment 20,9,26.96,EUR
PM-HAM01-02347,HAM01,SM-HAM01,2026-05-26,Card payment VISA,2,17.65,EUR
PM-HAM01-02348,HAM01,SM-HAM01,2026-05-27,Card payment 20,4,12.1,EUR
PM-HAM01-02349,HAM01,SM-HAM01,2026-05-27,Card payment Master Card,2,3.85,EUR
PM-HAM01-02350,HAM01,SM-HAM01,2026-05-27,Card payment VISA,3,9.77,EUR
PM-HAM01-02351,HAM01,SM-HAM01,2026-05-28,Card payment 20,4,13.6,EUR
PM-HAM01-02352,HAM01,SM-HAM01,2026-05-28,Card payment Master Card,1,4.1,EUR
PM-HAM01-02353,HAM01,SM-HAM01,2026-05-28,Card payment VISA,1,1.54,EUR
PM-HAM01-02354,HAM01,SM-HAM01,2026-05-29,Card payment 20,6,24.32,EUR
PM-HAM01-02355,HAM01,SM-HAM01,2026-05-29,Card payment VISA,1,5.3,EUR
PM-HAM01-02356,HAM01,SM-HAM01,2026-05-30,Card payment 20,1,1.8,EUR
PM-HAM01-02357,HAM01,SM-HAM01,2026-05-31,Card payment 20,6,17.37,EUR
PM-HAM01-02358,HAM01,SM-HAM01,2026-05-31,Card payment VISA,1,0.18,EUR
PM-HAM01-02359,HAM01,SM-HAM01,2026-06-01,Card payment 10,1,2.5,EUR
PM-HAM01-02360,HAM01,SM-HAM01,2026-06-01,Card payment 20,7,18.84,EUR
PM-HAM01-02361,HAM01,SM-HAM01,2026-06-02,Card payment 10,1,5.74,EUR
PM-HAM01-02362,HAM01,SM-HAM01,2026-06-02,Card payment 20,8,19.87,EUR
PM-HAM01-02363,HAM01,SM-HAM01,2026-06-02,Card payment Master Card,3,9.77,EUR
PM-HAM01-02364,HAM01,SM-HAM01,2026-06-02,Card payment VISA,4,10.65,EUR
PM-HAM01-02365,HAM01,SM-HAM01,2026-06-03,Card payment 20,7,39.01,EUR
PM-HAM01-02366,HAM01,SM-HAM01,2026-06-03,Card payment VISA,1,0.5,EUR
PM-HAM01-02367,HAM01,SM-HAM01,2026-06-04,Card payment 10,1,1.0,EUR
PM-HAM01-02368,HAM01,SM-HAM01,2026-06-04,Card payment 20,6,19.77,EUR
PM-HAM01-02369,HAM01,SM-HAM01,2026-06-04,Card payment American Express,2,5.43,EUR
PM-HAM01-02370,HAM01,SM-HAM01,2026-06-04,Card payment VISA,2,3.7,EUR
PM-HAM01-02371,HAM01,SM-HAM01,2026-06-05,Card payment 20,2,3.5,EUR
PM-HAM01-02372,HAM01,SM-HAM01,2026-06-05,Card payment Master Card,1,0.25,EUR
PM-HAM01-02373,HAM01,SM-HAM01,2026-06-06,Card payment 20,3,11.53,EUR
PM-HAM01-02374,HAM01,SM-HAM01,2026-06-07,Card payment 20,2,2.56,EUR
PM-HAM01-02375,HAM01,SM-HAM01,2026-06-08,Card payment 10,1,2.5,EUR
PM-HAM01-02376,HAM01,SM-HAM01,2026-06-08,Card payment 20,4,13.4,EUR
PM-HAM01-02377,HAM01,SM-HAM01,2026-06-08,Card payment Master Card,2,4.7,EUR
PM-HAM01-02378,HAM01,SM-HAM01,2026-06-08,Card payment VISA,1,3.3,EUR
PM-HAM01-02379,HAM01,SM-HAM01,2026-06-09,Card payment 20,11,71.99,EUR
PM-HAM01-02380,HAM01,SM-HAM01,2026-06-09,Card payment VISA,2,7.53,EUR
PM-HAM01-02381,HAM01,SM-HAM01,2026-06-10,Card payment 10,1,6.58,EUR
PM-HAM01-02382,HAM01,SM-HAM01,2026-06-10,Card payment 20,8,42.3,EUR
PM-HAM01-02383,HAM01,SM-HAM01,2026-06-10,Card payment Master Card,1,2.89,EUR
PM-HAM01-02384,HAM01,SM-HAM01,2026-06-10,Card payment VISA,1,2.41,EUR
PM-HAM01-02385,HAM01,SM-HAM01,2026-06-11,Card payment 10,1,7.7,EUR
PM-HAM01-02386,HAM01,SM-HAM01,2026-06-11,Card payment 20,5,8.75,EUR
PM-HAM01-02387,HAM01,SM-HAM01,2026-06-11,Card payment VISA,3,8.0,EUR
PM-HAM01-02388,HAM01,SM-HAM01,2026-06-12,Card payment 10,1,7.9,EUR
PM-HAM01-02389,HAM01,SM-HAM01,2026-06-12,Card payment 20,5,9.34,EUR
PM-HAM01-02390,HAM01,SM-HAM01,2026-06-12,Card payment Master Card,1,5.8,EUR
PM-HAM01-02391,HAM01,SM-HAM01,2026-06-12,Card payment VISA,1,3.8,EUR
PM-HAM01-02392,HAM01,SM-HAM01,2026-06-13,Card payment 20,1,0.25,EUR
PM-HAM01-02393,HAM01,SM-HAM01,2026-06-13,Card payment VISA,1,2.5,EUR
PM-HAM01-02394,HAM01,SM-HAM01,2026-06-14,Card payment 20,4,9.62,EUR
PM-HAM01-02395,HAM01,SM-HAM01,2026-06-14,Card payment Master Card,1,3.5,EUR
PM-HAM01-02396,HAM01,SM-HAM01,2026-06-14,Card payment VISA,2,6.1,EUR
PM-HAM01-02397,HAM01,SM-HAM01,2026-06-15,Card payment 20,7,11.41,EUR
PM-HAM01-02398,HAM01,SM-HAM01,2026-06-15,Card payment VISA,3,2.25,EUR
PM-HAM01-02399,HAM01,SM-HAM01,2026-06-16,Card payment 10,1,7.95,EUR
PM-HAM01-02400,HAM01,SM-HAM01,2026-06-16,Card payment 20,7,16.09,EUR
PM-HAM01-02401,HAM01,SM-HAM01,2026-06-16,Card payment Master Card,2,1.95,EUR
PM-HAM01-02402,HAM01,SM-HAM01,2026-06-16,Card payment VISA,4,14.0,EUR
PM-HAM01-02403,HAM01,SM-HAM01,2026-06-17,Card payment 10,1,1.4,EUR
PM-HAM01-02404,HAM01,SM-HAM01,2026-06-17,Card payment 20,2,3.98,EUR
PM-HAM01-02405,HAM01,SM-HAM01,2026-06-17,Card payment Master Card,1,0.25,EUR
PM-HAM01-02406,HAM01,SM-HAM01,2026-06-17,Card payment VISA,2,4.4,EUR
PM-HAM01-02407,HAM01,SM-HAM01,2026-06-18,Card payment 20,4,6.05,EUR
PM-HAM01-02408,HAM01,SM-HAM01,2026-06-18,Card payment American Express,1,0.4,EUR
PM-HAM01-02409,HAM01,SM-HAM01,2026-06-18,Card payment Master Card,3,11.97,EUR
PM-HAM01-02410,HAM01,SM-HAM01,2026-06-18,Card payment VISA,1,2.45,EUR
PM-HAM01-02411,HAM01,SM-HAM01,2026-06-19,Card payment,2,3.95,EUR
PM-HAM01-02412,HAM01,SM-HAM01,2026-06-19,Card payment 20,8,14.7,EUR
PM-HAM01-02413,HAM01,SM-HAM01,2026-06-19,Card payment Master Card,1,1.0,EUR
PM-HAM01-02414,HAM01,SM-HAM01,2026-06-19,Card payment VISA,2,5.48,EUR
PM-HAM01-02415,HAM01,SM-HAM01,2026-06-20,Card payment 10,1,0.33,EUR
PM-HAM01-02416,HAM01,SM-HAM01,2026-06-20,Card payment 20,4,6.75,EUR
PM-HAM01-02417,HAM01,SM-HAM01,2026-06-20,Card payment Master Card,1,0.3,EUR
PM-HAM01-02418,HAM01,SM-HAM01,2026-06-21,Card payment 20,4,8.1,EUR
PM-HAM01-02419,HAM01,SM-HAM01,2026-06-21,Card payment VISA,1,0.08,EUR
PM-HAM01-02420,HAM01,SM-HAM01,2026-06-22,Card payment 10,2,3.24,EUR
PM-HAM01-02421,HAM01,SM-HAM01,2026-06-22,Card payment 20,6,19.97,EUR
PM-HAM01-02422,HAM01,SM-HAM01,2026-06-22,Card payment Master Card,2,5.7,EUR
PM-HAM01-02423,HAM01,SM-HAM01,2026-06-22,Card payment VISA,1,3.1,EUR
PM-HAM01-02424,HAM01,SM-HAM01,2026-06-23,Card payment 20,10,28.77,EUR
PM-HAM01-02425,HAM01,SM-HAM01,2026-06-23,Card payment Master Card,2,10.74,EUR
PM-HAM01-02426,HAM01,SM-HAM01,2026-06-23,Card payment VISA,3,8.61,EUR
PM-HAM01-02427,HAM01,SM-HAM01,2026-06-24,Card payment 20,9,38.24,EUR
PM-HAM01-02428,HAM01,SM-HAM01,2026-06-24,Card payment Master Card,1,1.8,EUR
PM-HAM01-02429,HAM01,SM-HAM01,2026-06-24,Card payment VISA,1,1.5,EUR
PM-HAM01-02430,HAM01,SM-HAM01,2026-06-25,Card payment 10,2,3.35,EUR
PM-HAM01-02431,HAM01,SM-HAM01,2026-06-25,Card payment 20,10,26.73,EUR
PM-HAM01-02432,HAM01,SM-HAM01,2026-06-25,Card payment Master Card,3,17.75,EUR
PM-HAM01-02433,HAM01,SM-HAM01,2026-06-26,Card payment,1,2.4,EUR
PM-HAM01-02434,HAM01,SM-HAM01,2026-06-26,Card payment 20,6,29.85,EUR
PM-HAM01-02435,HAM01,SM-HAM01,2026-06-26,Card payment VISA,1,0.25,EUR
PM-HAM01-02436,HAM01,SM-HAM01,2026-06-27,Card payment 20,7,14.24,EUR
PM-HAM01-02437,HAM01,SM-HAM01,2026-06-27,Card payment Master Card,1,1.2,EUR
PM-HAM01-02438,HAM01,SM-HAM01,2026-06-27,Card payment VISA,1,1.49,EUR
PM-HAM01-02439,HAM01,SM-HAM01,2026-06-28,Card payment 20,2,6.87,EUR
PM-HAM01-02440,HAM01,SM-HAM01,2026-06-28,Card payment VISA,3,4.55,EUR
PM-HAM01-02441,HAM01,SM-HAM01,2026-06-29,Card payment 10,2,8.48,EUR
PM-HAM01-02442,HAM01,SM-HAM01,2026-06-29,Card payment 20,5,14.21,EUR
PM-HAM01-02443,HAM01,SM-HAM01,2026-06-29,Card payment VISA,1,7.65,EUR
PM-HAM01-02444,HAM01,SM-HAM01,2026-06-30,Card payment 20,7,25.68,EUR
PM-HAM01-02445,HAM01,SM-HAM01,2026-06-30,Card payment Master Card,3,5.02,EUR
PM-HAM01-02446,HAM01,SM-HAM01,2026-06-30,Card payment VISA,2,6.5,EUR
PM-HAM01-02447,HAM01,SM-HAM01,2026-07-01,Card payment 10,1,1.5,EUR
PM-HAM01-02448,HAM01,SM-HAM01,2026-07-01,Card payment 20,7,61.35,EUR
PM-HAM01-02449,HAM01,SM-HAM01,2026-07-01,Card payment Master Card,1,1.95,EUR
PM-HAM01-02450,HAM01,SM-HAM01,2026-07-01,Card payment VISA,4,18.14,EUR
PM-HAM01-02451,HAM01,SM-HAM01,2026-07-02,Card payment 10,2,9.0,EUR
PM-HAM01-02452,HAM01,SM-HAM01,2026-07-02,Card payment 20,8,48.09,EUR
PM-HAM01-02453,HAM01,SM-HAM01,2026-07-02,Card payment American Express,1,3.8,EUR
PM-HAM01-02454,HAM01,SM-HAM01,2026-07-02,Card payment Master Card,2,5.45,EUR
PM-HAM01-02455,HAM01,SM-HAM01,2026-07-02,Card payment VISA,2,7.63,EUR
PM-HAM01-02456,HAM01,SM-HAM01,2026-07-03,Card payment 20,3,9.43,EUR
PM-HAM01-02457,HAM01,SM-HAM01,2026-07-03,Card payment Master Card,2,5.5,EUR
PM-HAM01-02458,HAM01,SM-HAM01,2026-07-03,Card payment VISA,2,2.73,EUR
PM-MUC01-02459,MUC01,MO-MUC01,2026-01-05,Card payment 20,1,0.4,EUR
PM-MUC01-02460,MUC01,MO-MUC01,2026-01-06,Card payment 20,3,16.71,EUR
PM-MUC01-02461,MUC01,MO-MUC01,2026-01-06,Card payment VISA,2,0.5,EUR
PM-MUC01-02462,MUC01,MO-MUC01,2026-01-08,Card payment 20,2,1.75,EUR
PM-MUC01-02463,MUC01,MO-MUC01,2026-01-13,Card payment Master Card,1,12.4,EUR
PM-MUC01-02464,MUC01,MO-MUC01,2026-01-15,Card payment 20,1,1.45,EUR
PM-MUC01-02465,MUC01,MO-MUC01,2026-01-20,Card payment 20,1,4.41,EUR
PM-MUC01-02466,MUC01,MO-MUC01,2026-01-21,Card payment 20,1,11.9,EUR
PM-MUC01-02467,MUC01,MO-MUC01,2026-01-22,Card payment 20,1,2.79,EUR
PM-MUC01-02468,MUC01,MO-MUC01,2026-01-22,Card payment VISA,1,0.2,EUR
PM-MUC01-02469,MUC01,MO-MUC01,2026-01-26,Card payment 20,2,2.45,EUR
PM-MUC01-02470,MUC01,MO-MUC01,2026-01-28,Card payment 20,2,1.99,EUR
PM-MUC01-02471,MUC01,MO-MUC01,2026-01-30,Card payment 20,1,1.0,EUR
PM-MUC01-02472,MUC01,MO-MUC01,2026-01-30,Card payment VISA,1,1.5,EUR
PM-MUC01-02473,MUC01,MO-MUC01,2026-02-02,Card payment 20,1,2.7,EUR
PM-MUC01-02474,MUC01,MO-MUC01,2026-02-02,Card payment VISA,1,2.21,EUR
PM-MUC01-02475,MUC01,MO-MUC01,2026-02-04,Card payment 20,2,5.0,EUR
PM-MUC01-02476,MUC01,MO-MUC01,2026-02-05,Card payment VISA,1,1.7,EUR
PM-MUC01-02477,MUC01,MO-MUC01,2026-02-06,Card payment 20,1,1.0,EUR
PM-MUC01-02478,MUC01,MO-MUC01,2026-02-09,Card payment 10,1,1.7,EUR
PM-MUC01-02479,MUC01,MO-MUC01,2026-02-09,Card payment 20,1,3.68,EUR
PM-MUC01-02480,MUC01,MO-MUC01,2026-02-09,Card payment VISA,1,1.7,EUR
PM-MUC01-02481,MUC01,MO-MUC01,2026-02-11,Card payment 20,1,4.7,EUR
PM-MUC01-02482,MUC01,MO-MUC01,2026-02-16,Card payment 20,1,1.2,EUR
PM-MUC01-02483,MUC01,MO-MUC01,2026-02-17,Card payment 20,1,2.56,EUR
PM-MUC01-02484,MUC01,MO-MUC01,2026-02-18,Card payment 20,2,2.81,EUR
PM-MUC01-02485,MUC01,MO-MUC01,2026-02-19,Card payment 20,2,5.5,EUR
PM-MUC01-02486,MUC01,MO-MUC01,2026-02-19,Card payment Master Card,1,6.1,EUR
PM-MUC01-02487,MUC01,MO-MUC01,2026-02-20,Card payment 20,1,2.67,EUR
PM-MUC01-02488,MUC01,MO-MUC01,2026-02-24,Card payment 20,2,4.4,EUR
PM-MUC01-02489,MUC01,MO-MUC01,2026-02-26,Card payment 20,1,4.2,EUR
PM-MUC01-02490,MUC01,MO-MUC01,2026-02-27,Card payment 10,1,6.4,EUR
PM-MUC01-02491,MUC01,MO-MUC01,2026-02-27,Card payment 20,1,5.4,EUR
PM-MUC01-02492,MUC01,MO-MUC01,2026-03-01,Card payment 20,1,0.25,EUR
PM-MUC01-02493,MUC01,MO-MUC01,2026-03-02,Card payment 10,1,1.9,EUR
PM-MUC01-02494,MUC01,MO-MUC01,2026-03-04,Card payment 20,1,1.6,EUR
PM-MUC01-02495,MUC01,MO-MUC01,2026-03-05,Card payment 20,3,6.85,EUR
PM-MUC01-02496,MUC01,MO-MUC01,2026-03-09,Card payment 20,2,3.8,EUR
PM-MUC01-02497,MUC01,MO-MUC01,2026-03-10,Card payment 20,2,6.94,EUR
PM-MUC01-02498,MUC01,MO-MUC01,2026-03-11,Card payment 20,2,5.19,EUR
PM-MUC01-02499,MUC01,MO-MUC01,2026-03-12,Card payment VISA,1,1.5,EUR
PM-MUC01-02500,MUC01,MO-MUC01,2026-03-13,Card payment 20,1,2.05,EUR
PM-MUC01-02501,MUC01,MO-MUC01,2026-03-19,Card payment VISA,1,9.79,EUR
PM-MUC01-02502,MUC01,MO-MUC01,2026-03-20,Card payment 20,1,1.95,EUR
PM-MUC01-02503,MUC01,MO-MUC01,2026-03-23,Card payment 20,1,2.2,EUR
PM-MUC01-02504,MUC01,MO-MUC01,2026-03-25,Card payment VISA,1,3.3,EUR
PM-MUC01-02505,MUC01,MO-MUC01,2026-03-26,Card payment 20,3,18.6,EUR
PM-MUC01-02506,MUC01,MO-MUC01,2026-03-27,Card payment 20,1,3.5,EUR
PM-MUC01-02507,MUC01,MO-MUC01,2026-03-27,Card payment VISA,1,4.0,EUR
PM-MUC01-02508,MUC01,MO-MUC01,2026-03-31,Card payment VISA,1,2.5,EUR
PM-MUC01-02509,MUC01,MO-MUC01,2026-04-01,Card payment VISA,2,6.3,EUR
PM-MUC01-02510,MUC01,MO-MUC01,2026-04-02,Card payment 20,1,3.5,EUR
PM-MUC01-02511,MUC01,MO-MUC01,2026-04-03,Card payment 20,2,2.15,EUR
PM-MUC01-02512,MUC01,MO-MUC01,2026-04-06,Card payment 10,1,0.08,EUR
PM-MUC01-02513,MUC01,MO-MUC01,2026-04-09,Card payment 10,1,1.2,EUR
PM-MUC01-02514,MUC01,MO-MUC01,2026-04-09,Card payment 20,2,2.45,EUR
PM-MUC01-02515,MUC01,MO-MUC01,2026-04-10,Card payment 20,1,0.25,EUR
PM-MUC01-02516,MUC01,MO-MUC01,2026-04-10,Card payment VISA,1,5.95,EUR
PM-MUC01-02517,MUC01,MO-MUC01,2026-04-14,Card payment 20,1,3.6,EUR
PM-MUC01-02518,MUC01,MO-MUC01,2026-04-15,Card payment 20,3,11.05,EUR
PM-MUC01-02519,MUC01,MO-MUC01,2026-04-15,Card payment VISA,1,0.25,EUR
PM-MUC01-02520,MUC01,MO-MUC01,2026-04-16,Card payment 20,1,1.15,EUR
PM-MUC01-02521,MUC01,MO-MUC01,2026-04-21,Card payment 20,1,1.45,EUR
PM-MUC01-02522,MUC01,MO-MUC01,2026-04-21,Card payment VISA,1,2.65,EUR
