ID,store_ID,posSystem_ID,article_ID,cashier,businessDate,cancellationCount,cancelledQuantity,cancelledAmount,currency_code
CN-BLN01-002950,BLN01,SM-BLN01,AR00063,smart,2026-03-29,1,1.0,3.2,EUR
CN-BLN01-002951,BLN01,SM-BLN01,AR90008,smart,2026-03-29,1,3.0,4.2,EUR
CN-BLN01-002952,BLN01,SM-BLN01,AR00111,smart,2026-03-30,1,2.0,5.0,EUR
CN-BLN01-002953,BLN01,SM-BLN01,AR00117,smart,2026-03-31,1,3.0,6.3,EUR
CN-BLN01-002954,BLN01,SM-BLN01,AR00241,smart,2026-03-31,1,1.0,2.5,EUR
CN-BLN01-002955,BLN01,SM-BLN01,AR00022,smart,2026-03-31,1,2.0,7.8,EUR
CN-BLN01-002956,BLN01,SM-BLN01,AR00208,smart,2026-03-31,1,1.0,0.5,EUR
CN-BLN01-002957,BLN01,MO-BLN01,AR00143,smart,2026-03-31,1,1.0,2.95,EUR
CN-BLN01-002958,BLN01,SM-BLN01,AR90036,smart,2026-04-01,1,3.0,5.1,EUR
CN-BLN01-002959,BLN01,SM-BLN01,AR00314,smart,2026-04-01,1,2.0,5.0,EUR
CN-BLN01-002960,BLN01,SM-BLN01,AR00399,smart,2026-04-01,1,2.0,5.5,EUR
CN-BLN01-002961,BLN01,SM-BLN01,AR00178,smart,2026-04-02,1,2.0,2.8,EUR
CN-BLN01-002962,BLN01,SM-BLN01,AR00004,smart,2026-04-02,1,3.0,1.5,EUR
CN-BLN01-002963,BLN01,SM-BLN01,AR00341,smart,2026-04-02,1,1.0,3.9,EUR
CN-BLN01-002964,BLN01,SM-BLN01,AR00169,smart,2026-04-03,1,1.0,2.5,EUR
CN-BLN01-002965,BLN01,SM-BLN01,AR00166,smart,2026-04-04,1,2.0,7.6,EUR
CN-BLN01-002966,BLN01,SM-BLN01,AR00186,smart,2026-04-04,1,3.0,7.5,EUR
CN-BLN01-002967,BLN01,SM-BLN01,AR90009,smart,2026-04-04,1,1.0,1.6,EUR
CN-BLN01-002968,BLN01,SM-BLN01,AR00442,smart,2026-04-04,1,2.0,4.98,EUR
CN-BLN01-002969,BLN01,SM-BLN01,AR90038,smart,2026-04-06,1,1.0,1.5,EUR
CN-BLN01-002970,BLN01,SM-BLN01,AR00106,smart,2026-04-09,1,2.0,7.8,EUR
CN-BLN01-002971,BLN01,SM-BLN01,AR00390,smart,2026-04-09,1,3.0,132.0,EUR
CN-BLN01-002972,BLN01,SM-BLN01,AR00108,smart,2026-04-09,1,2.0,6.0,EUR
CN-BLN01-002973,BLN01,SM-BLN01,AR00312,smart,2026-04-10,1,2.0,5.0,EUR
CN-BLN01-002974,BLN01,SM-BLN01,AR00067,smart,2026-04-10,1,2.0,5.0,EUR
CN-BLN01-002975,BLN01,SM-BLN01,AR00082,smart,2026-04-10,1,2.0,5.8,EUR
CN-BLN01-002976,BLN01,SM-BLN01,AR90010,smart,2026-04-10,1,3.0,6.6,EUR
CN-BLN01-002977,BLN01,SM-BLN01,AR00386,smart,2026-04-11,1,2.0,4.0,EUR
CN-BLN01-002978,BLN01,SM-BLN01,AR00382,smart,2026-04-13,1,1.0,3.25,EUR
CN-BLN01-002979,BLN01,SM-BLN01,AR00330,smart,2026-04-13,1,3.0,58.5,EUR
CN-BLN01-002980,BLN01,SM-BLN01,AR00346,smart,2026-04-14,1,2.0,7.8,EUR
CN-BLN01-002981,BLN01,SM-BLN01,AR00332,smart,2026-04-14,1,1.0,2.25,EUR
CN-BLN01-002982,BLN01,SM-BLN01,AR00281,smart,2026-04-14,1,3.0,9.75,EUR
CN-BLN01-002983,BLN01,SM-BLN01,AR00330,smart,2026-04-14,1,2.0,39.0,EUR
CN-BLN01-002984,BLN01,MO-BLN01,AR00171,smart,2026-04-15,1,3.0,11.85,EUR
CN-BLN01-002985,BLN01,SM-BLN01,AR90037,smart,2026-04-16,1,2.0,3.0,EUR
CN-BLN01-002986,BLN01,MO-BLN01,AR00040,smart,2026-04-16,1,3.0,9.9,EUR
CN-BLN01-002987,BLN01,SM-BLN01,AR90038,smart,2026-04-17,1,3.0,4.5,EUR
CN-BLN01-002988,BLN01,SM-BLN01,AR00215,smart,2026-04-17,1,1.0,6.9,EUR
CN-BLN01-002989,BLN01,SM-BLN01,AR00090,smart,2026-04-18,1,2.0,2.6,EUR
CN-BLN01-002990,BLN01,SM-BLN01,AR00171,smart,2026-04-18,1,3.0,11.85,EUR
CN-BLN01-002991,BLN01,SM-BLN01,AR00325,smart,2026-04-18,1,1.0,3.95,EUR
CN-BLN01-002992,BLN01,SM-BLN01,AR00365,smart,2026-04-19,1,1.0,3.75,EUR
CN-BLN01-002993,BLN01,SM-BLN01,AR00402,smart,2026-04-19,1,3.0,3.6,EUR
CN-BLN01-002994,BLN01,MO-BLN01,AR00063,smart,2026-04-19,1,1.0,3.2,EUR
CN-BLN01-002995,BLN01,SM-BLN01,AR00223,smart,2026-04-20,1,3.0,2.1,EUR
CN-BLN01-002996,BLN01,SM-BLN01,AR00376,smart,2026-04-20,1,1.0,4.25,EUR
CN-BLN01-002997,BLN01,SM-BLN01,AR90023,smart,2026-04-20,1,2.0,3.2,EUR
CN-BLN01-002998,BLN01,SM-BLN01,AR00448,smart,2026-04-20,1,1.0,3.89,EUR
CN-BLN01-002999,BLN01,SM-BLN01,AR00397,smart,2026-04-21,1,2.0,5.0,EUR
CN-BLN01-003000,BLN01,SM-BLN01,AR00438,smart,2026-04-21,1,1.0,2.35,EUR
CN-BLN01-003001,BLN01,SM-BLN01,AR00405,smart,2026-04-21,1,1.0,1.2,EUR
CN-BLN01-003002,BLN01,SM-BLN01,AR00290,smart,2026-04-21,1,3.0,6.6,EUR
CN-BLN01-003003,BLN01,SM-BLN01,AR00301,smart,2026-04-22,1,1.0,3.95,EUR
CN-BLN01-003004,BLN01,SM-BLN01,AR00278,smart,2026-04-22,1,1.0,11.9,EUR
CN-BLN01-003005,BLN01,SM-BLN01,AR00228,smart,2026-04-23,1,3.0,20.7,EUR
CN-BLN01-003006,BLN01,SM-BLN01,AR90015,smart,2026-04-24,1,3.0,5.1,EUR
CN-BLN01-003007,BLN01,SM-BLN01,AR00146,smart,2026-04-24,1,2.0,7.9,EUR
CN-BLN01-003008,BLN01,SM-BLN01,AR00366,smart,2026-04-24,1,1.0,3.75,EUR
CN-BLN01-003009,BLN01,SM-BLN01,AR00415,smart,2026-04-24,1,3.0,4.5,EUR
CN-BLN01-003010,BLN01,SM-BLN01,AR00213,smart,2026-04-25,1,2.0,2.4,EUR
CN-BLN01-003011,BLN01,SM-BLN01,AR90038,smart,2026-04-25,1,1.0,1.5,EUR
CN-BLN01-003012,BLN01,SM-BLN01,AR00063,smart,2026-04-25,1,3.0,9.6,EUR
CN-BLN01-003013,BLN01,SM-BLN01,IKA005,smart,2026-04-26,1,1.0,0.99,EUR
CN-BLN01-003014,BLN01,SM-BLN01,AR00280,smart,2026-04-26,1,1.0,11.9,EUR
CN-BLN01-003015,BLN01,SM-BLN01,AR00201,smart,2026-04-26,1,1.0,27.0,EUR
CN-BLN01-003016,BLN01,SM-BLN01,AR00005,smart,2026-04-27,1,3.0,3.0,EUR
CN-BLN01-003017,BLN01,SM-BLN01,AR00243,smart,2026-04-28,1,1.0,2.5,EUR
CN-BLN01-003018,BLN01,SM-BLN01,AR90013,smart,2026-04-28,1,3.0,5.1,EUR
CN-BLN01-003019,BLN01,SM-BLN01,AR00029,smart,2026-04-29,1,1.0,3.5,EUR
CN-BLN01-003020,BLN01,SM-BLN01,AR00373,smart,2026-04-29,1,3.0,14.85,EUR
CN-BLN01-003021,BLN01,SM-BLN01,AR00177,smart,2026-04-30,1,2.0,2.8,EUR
CN-BLN01-003022,BLN01,SM-BLN01,AR00141,smart,2026-04-30,1,3.0,7.5,EUR
CN-BLN01-003023,BLN01,SM-BLN01,AR00274,smart,2026-04-30,1,2.0,4.8,EUR
CN-BLN01-003024,BLN01,SM-BLN01,AR00166,smart,2026-04-30,1,3.0,11.4,EUR
CN-BLN01-003025,BLN01,SM-BLN01,AR00448,smart,2026-05-01,1,3.0,11.67,EUR
CN-BLN01-003026,BLN01,SM-BLN01,AR00010,smart,2026-05-01,1,1.0,1.0,EUR
CN-BLN01-003027,BLN01,SM-BLN01,AR90003,smart,2026-05-01,1,3.0,0.45,EUR
CN-BLN01-003028,BLN01,SM-BLN01,AR90004,smart,2026-05-01,1,3.0,0.75,EUR
CN-BLN01-003029,BLN01,SM-BLN01,AR00038,smart,2026-05-02,1,2.0,9.9,EUR
CN-BLN01-003030,BLN01,SM-BLN01,AR00359,smart,2026-05-02,1,2.0,15.8,EUR
CN-BLN01-003031,BLN01,MO-BLN01,AR00356,smart,2026-05-02,1,3.0,16.5,EUR
CN-BLN01-003032,BLN01,SM-BLN01,AR90029,smart,2026-05-03,1,1.0,1.6,EUR
CN-BLN01-003033,BLN01,SM-BLN01,AR90015,smart,2026-05-03,1,2.0,3.4,EUR
CN-BLN01-003034,BLN01,SM-BLN01,AR00117,smart,2026-05-03,1,2.0,4.2,EUR
CN-BLN01-003035,BLN01,MO-BLN01,AR00117,smart,2026-05-03,1,3.0,6.3,EUR
CN-BLN01-003036,BLN01,SM-BLN01,AR00345,smart,2026-05-04,1,3.0,11.7,EUR
CN-BLN01-003037,BLN01,SM-BLN01,SM0017,smart,2026-05-04,1,2.0,3.98,EUR
CN-BLN01-003038,BLN01,SM-BLN01,AR90019,smart,2026-05-04,1,1.0,1.95,EUR
CN-BLN01-003039,BLN01,SM-BLN01,AR00030,smart,2026-05-04,1,1.0,3.5,EUR
CN-BLN01-003040,BLN01,SM-BLN01,AR00009,smart,2026-05-05,1,1.0,1.0,EUR
CN-BLN01-003041,BLN01,SM-BLN01,AR00024,smart,2026-05-05,1,3.0,7.5,EUR
CN-BLN01-003042,BLN01,SM-BLN01,AR90012,smart,2026-05-05,1,3.0,5.1,EUR
CN-BLN01-003043,BLN01,SM-BLN01,AR00002,smart,2026-05-06,1,3.0,1.5,EUR
CN-BLN01-003044,BLN01,SM-BLN01,AR00387,smart,2026-05-06,1,1.0,3.0,EUR
CN-BLN01-003045,BLN01,SM-BLN01,AR00165,smart,2026-05-07,1,2.0,7.6,EUR
CN-BLN01-003046,BLN01,SM-BLN01,AR00063,smart,2026-05-07,1,2.0,6.4,EUR
CN-BLN01-003047,BLN01,SM-BLN01,AR00386,smart,2026-05-08,1,1.0,2.0,EUR
CN-BLN01-003048,BLN01,SM-BLN01,AR00050,smart,2026-05-08,1,3.0,38.7,EUR
CN-BLN01-003049,BLN01,SM-BLN01,AR00346,smart,2026-05-08,1,2.0,7.8,EUR
CN-BLN01-003050,BLN01,SM-BLN01,AR00142,smart,2026-05-08,1,1.0,1.8,EUR
CN-BLN01-003051,BLN01,SM-BLN01,AR00359,smart,2026-05-09,1,2.0,15.8,EUR
CN-BLN01-003052,BLN01,SM-BLN01,AR00064,smart,2026-05-09,1,3.0,7.5,EUR
CN-BLN01-003053,BLN01,SM-BLN01,AR00106,smart,2026-05-11,1,3.0,11.7,EUR
CN-BLN01-003054,BLN01,SM-BLN01,AR00114,smart,2026-05-11,1,3.0,4.2,EUR
CN-BLN01-003055,BLN01,SM-BLN01,AR00371,smart,2026-05-11,1,2.0,9.9,EUR
CN-BLN01-003056,BLN01,SM-BLN01,AR00053,smart,2026-05-12,1,3.0,10.2,EUR
CN-BLN01-003057,BLN01,SM-BLN01,AR00231,smart,2026-05-14,1,1.0,3.95,EUR
CN-BLN01-003058,BLN01,SM-BLN01,AR90038,smart,2026-05-14,1,2.0,3.0,EUR
CN-BLN01-003059,BLN01,SM-BLN01,AR00207,smart,2026-05-14,1,1.0,1.0,EUR
CN-BLN01-003060,BLN01,SM-BLN01,AR00456,smart,2026-05-17,1,2.0,23.0,EUR
CN-BLN01-003061,BLN01,SM-BLN01,AR00097,smart,2026-05-17,1,2.0,8.6,EUR
CN-BLN01-003062,BLN01,SM-BLN01,AR00062,smart,2026-05-17,1,2.0,3.8,EUR
CN-BLN01-003063,BLN01,SM-BLN01,AR90040,smart,2026-05-17,1,3.0,5.1,EUR
CN-BLN01-003064,BLN01,SM-BLN01,AR90040,smart,2026-05-18,1,3.0,5.1,EUR
CN-BLN01-003065,BLN01,SM-BLN01,AR90025,smart,2026-05-19,1,2.0,2.4,EUR
CN-BLN01-003066,BLN01,SM-BLN01,AR00163,smart,2026-05-19,1,3.0,11.4,EUR
CN-BLN01-003067,BLN01,SM-BLN01,AR00131,smart,2026-05-19,1,2.0,13.8,EUR
CN-BLN01-003068,BLN01,SM-BLN01,AR90027,smart,2026-05-20,1,2.0,3.2,EUR
CN-BLN01-003069,BLN01,SM-BLN01,AR00132,smart,2026-05-20,1,1.0,6.9,EUR
CN-BLN01-003070,BLN01,SM-BLN01,AR90036,smart,2026-05-21,1,3.0,5.1,EUR
CN-BLN01-003071,BLN01,SM-BLN01,AR00441,smart,2026-05-22,1,2.0,5.58,EUR
CN-BLN01-003072,BLN01,SM-BLN01,AR90011,smart,2026-05-22,1,1.0,1.7,EUR
CN-BLN01-003073,BLN01,SM-BLN01,AR90019,smart,2026-05-24,1,3.0,5.85,EUR
CN-BLN01-003074,BLN01,SM-BLN01,AR90021,smart,2026-05-25,1,2.0,9.8,EUR
CN-BLN01-003075,BLN01,SM-BLN01,AR90013,smart,2026-05-25,1,1.0,1.7,EUR
CN-BLN01-003076,BLN01,SM-BLN01,AR00204,smart,2026-05-25,1,2.0,3.6,EUR
CN-BLN01-003077,BLN01,SM-BLN01,AR90040,smart,2026-05-26,1,2.0,3.4,EUR
CN-BLN01-003078,BLN01,SM-BLN01,AR00159,smart,2026-05-26,1,1.0,3.8,EUR
CN-BLN01-003079,BLN01,SM-BLN01,AR00448,smart,2026-05-27,1,2.0,7.78,EUR
CN-BLN01-003080,BLN01,SM-BLN01,AR00117,smart,2026-05-27,1,2.0,4.2,EUR
CN-BLN01-003081,BLN01,SM-BLN01,AR00304,smart,2026-05-29,1,2.0,11.3,EUR
CN-BLN01-003082,BLN01,SM-BLN01,AR00405,smart,2026-05-29,1,3.0,3.6,EUR
CN-BLN01-003083,BLN01,SM-BLN01,AR00327,smart,2026-05-30,1,3.0,11.85,EUR
CN-BLN01-003084,BLN01,SM-BLN01,AR00218,smart,2026-05-30,1,3.0,5.7,EUR
CN-BLN01-003085,BLN01,SM-BLN01,AR00415,smart,2026-05-30,1,1.0,1.5,EUR
CN-BLN01-003086,BLN01,SM-BLN01,AR00024,smart,2026-05-31,1,2.0,5.0,EUR
CN-BLN01-003087,BLN01,SM-BLN01,AR00214,smart,2026-05-31,1,1.0,1.0,EUR
CN-BLN01-003088,BLN01,SM-BLN01,AR90012,smart,2026-06-01,1,3.0,5.1,EUR
CN-BLN01-003089,BLN01,SM-BLN01,AR90033,smart,2026-06-03,1,3.0,3.6,EUR
CN-BLN01-003090,BLN01,SM-BLN01,AR90039,smart,2026-06-04,1,1.0,1.5,EUR
CN-BLN01-003091,BLN01,SM-BLN01,AR00404,smart,2026-06-04,1,1.0,1.2,EUR
CN-BLN01-003092,BLN01,SM-BLN01,AR00076,smart,2026-06-04,1,1.0,5.5,EUR
CN-BLN01-003093,BLN01,SM-BLN01,AR00397,smart,2026-06-06,1,1.0,2.5,EUR
CN-BLN01-003094,BLN01,SM-BLN01,AR00197,smart,2026-06-06,1,2.0,3.6,EUR
CN-BLN01-003095,BLN01,SM-BLN01,AR00194,smart,2026-06-06,1,3.0,5.4,EUR
CN-BLN01-003096,BLN01,MO-BLN01,AR00275,smart,2026-06-06,1,1.0,2.4,EUR
CN-BLN01-003097,BLN01,SM-BLN01,AR00095,smart,2026-06-07,1,3.0,7.8,EUR
CN-BLN01-003098,BLN01,SM-BLN01,AR00087,smart,2026-06-07,1,2.0,3.0,EUR
CN-BLN01-003099,BLN01,SM-BLN01,AR00011,smart,2026-06-08,1,2.0,2.0,EUR
CN-BLN01-003100,BLN01,SM-BLN01,AR90030,smart,2026-06-09,1,3.0,4.8,EUR
CN-BLN01-003101,BLN01,SM-BLN01,AR00231,smart,2026-06-09,1,3.0,11.85,EUR
CN-BLN01-003102,BLN01,SM-BLN01,AR00204,smart,2026-06-12,1,3.0,5.4,EUR
CN-BLN01-003103,BLN01,SM-BLN01,AR00040,smart,2026-06-12,1,2.0,6.6,EUR
CN-BLN01-003104,BLN01,SM-BLN01,AR00406,smart,2026-06-12,1,1.0,3.2,EUR
CN-BLN01-003105,BLN01,SM-BLN01,AR00387,smart,2026-06-13,1,3.0,9.0,EUR
CN-BLN01-003106,BLN01,SM-BLN01,AR00009,smart,2026-06-13,1,2.0,2.0,EUR
CN-BLN01-003107,BLN01,SM-BLN01,AR00284,smart,2026-06-13,1,3.0,7.05,EUR
CN-BLN01-003108,BLN01,SM-BLN01,AR00104,smart,2026-06-13,1,1.0,2.6,EUR
CN-BLN01-003109,BLN01,SM-BLN01,AR00069,smart,2026-06-14,1,3.0,7.5,EUR
CN-BLN01-003110,BLN01,SM-BLN01,AR00002,smart,2026-06-14,1,2.0,1.0,EUR
CN-BLN01-003111,BLN01,SM-BLN01,AR00301,smart,2026-06-15,1,1.0,3.95,EUR
CN-BLN01-003112,BLN01,SM-BLN01,AR00053,smart,2026-06-15,1,2.0,6.8,EUR
CN-BLN01-003113,BLN01,SM-BLN01,AR00223,smart,2026-06-16,1,3.0,2.1,EUR
CN-BLN01-003114,BLN01,SM-BLN01,AR00280,smart,2026-06-16,1,1.0,11.9,EUR
CN-BLN01-003115,BLN01,SM-BLN01,AR00367,smart,2026-06-16,1,2.0,7.5,EUR
CN-BLN01-003116,BLN01,SM-BLN01,AR00013,smart,2026-06-16,1,2.0,3.6,EUR
CN-BLN01-003117,BLN01,SM-BLN01,AR00212,smart,2026-06-17,1,3.0,9.6,EUR
CN-BLN01-003118,BLN01,SM-BLN01,AR00025,smart,2026-06-18,1,3.0,7.5,EUR
CN-BLN01-003119,BLN01,SM-BLN01,AR00120,smart,2026-06-18,1,1.0,2.0,EUR
CN-BLN01-003120,BLN01,SM-BLN01,AR00219,smart,2026-06-19,1,2.0,3.8,EUR
CN-BLN01-003121,BLN01,SM-BLN01,AR00241,smart,2026-06-19,1,1.0,2.5,EUR
CN-BLN01-003122,BLN01,SM-BLN01,AR00004,smart,2026-06-22,1,1.0,0.5,EUR
CN-BLN01-003123,BLN01,SM-BLN01,AR00068,smart,2026-06-22,1,3.0,7.5,EUR
CN-BLN01-003124,BLN01,SM-BLN01,AR00332,smart,2026-06-22,1,1.0,2.25,EUR
CN-BLN01-003125,BLN01,SM-BLN01,AR90008,smart,2026-06-22,1,3.0,4.2,EUR
CN-BLN01-003126,BLN01,SM-BLN01,AR00286,smart,2026-06-24,1,2.0,2.4,EUR
CN-BLN01-003127,BLN01,SM-BLN01,AR00211,smart,2026-06-24,1,1.0,1.2,EUR
CN-BLN01-003128,BLN01,MO-BLN01,AR00090,smart,2026-06-24,1,2.0,2.6,EUR
CN-BLN01-003129,BLN01,SM-BLN01,AR00426,smart,2026-06-26,1,1.0,2.5,EUR
CN-BLN01-003130,BLN01,MO-BLN01,AR00208,smart,2026-06-26,1,1.0,0.5,EUR
CN-BLN01-003131,BLN01,SM-BLN01,AR00122,smart,2026-06-27,1,3.0,7.5,EUR
CN-BLN01-003132,BLN01,SM-BLN01,AR00090,smart,2026-06-27,1,3.0,3.9,EUR
CN-BLN01-003133,BLN01,MO-BLN01,AR00221,smart,2026-06-27,1,2.0,2.0,EUR
CN-BLN01-003134,BLN01,SM-BLN01,AR00288,smart,2026-06-28,1,3.0,7.2,EUR
CN-BLN01-003135,BLN01,SM-BLN01,IKA011,smart,2026-06-29,1,1.0,2.1,EUR
CN-BLN01-003136,BLN01,MO-BLN01,AR90002,smart,2026-06-29,1,3.0,0.24,EUR
CN-BLN01-003137,BLN01,SM-BLN01,AR00215,smart,2026-06-30,1,2.0,13.8,EUR
CN-BLN01-003138,BLN01,SM-BLN01,AR00140,smart,2026-06-30,1,1.0,2.9,EUR
CN-BLN01-003139,BLN01,SM-BLN01,AR00025,smart,2026-06-30,1,3.0,7.5,EUR
CN-BLN01-003140,BLN01,SM-BLN01,AR00214,smart,2026-06-30,1,1.0,1.0,EUR
CN-BLN01-003141,BLN01,MO-BLN01,AR90012,smart,2026-06-30,1,1.0,1.7,EUR
CN-BLN01-003142,BLN01,SM-BLN01,AR00216,smart,2026-07-01,1,3.0,20.7,EUR
CN-BLN01-003143,BLN01,SM-BLN01,AR00282,smart,2026-07-02,1,1.0,2.95,EUR
CN-BLN01-003144,BLN01,SM-BLN01,AR00090,smart,2026-07-02,1,3.0,3.9,EUR
CN-BLN01-003145,BLN01,SM-BLN01,AR00064,smart,2026-07-02,1,2.0,5.0,EUR
CN-BLN01-003146,BLN01,MO-BLN01,AR00175,smart,2026-07-02,1,3.0,7.5,EUR
CN-BLN01-003147,BLN01,SM-BLN01,AR00349,smart,2026-07-03,1,1.0,6.6,EUR
CN-MUC01-003148,MUC01,PF-MUC01,AR00398,payfree,2026-01-01,1,3.0,7.05,EUR
CN-MUC01-003149,MUC01,PF-MUC01,AR90008,payfree,2026-01-01,1,3.0,4.2,EUR
CN-MUC01-003150,MUC01,PF-MUC01,AR90004,payfree,2026-01-01,1,3.0,0.75,EUR
CN-MUC01-003151,MUC01,PF-MUC01,AR00147,payfree,2026-01-01,1,3.0,14.7,EUR
CN-MUC01-003152,MUC01,SM-MUC01,AR90039,smart,2026-01-01,1,1.0,1.5,EUR
CN-MUC01-003153,MUC01,SM-MUC01,AR00080,smart,2026-01-01,1,2.0,5.0,EUR
CN-MUC01-003154,MUC01,SM-MUC01,AR90009,smart,2026-01-01,1,1.0,1.6,EUR
CN-MUC01-003155,MUC01,SM-MUC01,AR00384,smart,2026-01-01,1,2.0,7.9,EUR
CN-MUC01-003156,MUC01,PF-MUC01,AR00201,payfree,2026-01-02,1,2.0,54.0,EUR
CN-MUC01-003157,MUC01,PF-MUC01,AR00382,payfree,2026-01-02,1,1.0,3.25,EUR
CN-MUC01-003158,MUC01,PF-MUC01,AR00029,payfree,2026-01-02,1,2.0,7.0,EUR
CN-MUC01-003159,MUC01,PF-MUC01,AR90055,payfree,2026-01-02,1,3.0,5.1,EUR
CN-MUC01-003160,MUC01,PF-MUC01,AR00213,payfree,2026-01-02,1,3.0,3.6,EUR
CN-MUC01-003161,MUC01,PF-MUC01,AR00109,payfree,2026-01-02,1,3.0,6.0,EUR
CN-MUC01-003162,MUC01,PF-MUC01,AR00050,payfree,2026-01-02,1,3.0,38.7,EUR
CN-MUC01-003163,MUC01,PF-MUC01,AR00367,payfree,2026-01-02,1,1.0,3.75,EUR
CN-MUC01-003164,MUC01,SM-MUC01,AR00333,smart,2026-01-02,1,1.0,2.25,EUR
CN-MUC01-003165,MUC01,PF-MUC01,AR00065,payfree,2026-01-05,1,3.0,7.5,EUR
CN-MUC01-003166,MUC01,PF-MUC01,AR00024,payfree,2026-01-05,1,1.0,2.5,EUR
CN-MUC01-003167,MUC01,SM-MUC01,AR00169,smart,2026-01-05,1,1.0,2.5,EUR
CN-MUC01-003168,MUC01,SM-MUC01,AR00322,smart,2026-01-05,1,1.0,1.2,EUR
CN-MUC01-003169,MUC01,PF-MUC01,AR00067,payfree,2026-01-06,1,2.0,5.0,EUR
CN-MUC01-003170,MUC01,PF-MUC01,AR00097,payfree,2026-01-06,1,1.0,4.3,EUR
CN-MUC01-003171,MUC01,PF-MUC01,AR00144,payfree,2026-01-06,1,3.0,5.7,EUR
CN-MUC01-003172,MUC01,PF-MUC01,AR00432,payfree,2026-01-06,1,2.0,7.0,EUR
CN-MUC01-003173,MUC01,PF-MUC01,AR00290,payfree,2026-01-06,1,2.0,4.4,EUR
CN-MUC01-003174,MUC01,SM-MUC01,AR00033,smart,2026-01-06,1,3.0,10.35,EUR
CN-MUC01-003175,MUC01,SM-MUC01,AR00080,smart,2026-01-06,1,1.0,2.5,EUR
CN-MUC01-003176,MUC01,PF-MUC01,AR00153,payfree,2026-01-07,1,2.0,7.0,EUR
CN-MUC01-003177,MUC01,PF-MUC01,AR00151,payfree,2026-01-07,1,2.0,7.8,EUR
CN-MUC01-003178,MUC01,PF-MUC01,AR90020,payfree,2026-01-07,1,1.0,1.95,EUR
CN-MUC01-003179,MUC01,PF-MUC01,AR00056,payfree,2026-01-07,1,2.0,5.0,EUR
CN-MUC01-003180,MUC01,PF-MUC01,AR00218,payfree,2026-01-07,1,3.0,5.7,EUR
CN-MUC01-003181,MUC01,PF-MUC01,AR00279,payfree,2026-01-07,1,2.0,23.8,EUR
CN-MUC01-003182,MUC01,PF-MUC01,AR00294,payfree,2026-01-07,1,1.0,2.2,EUR
CN-MUC01-003183,MUC01,PF-MUC01,AR00442,payfree,2026-01-07,1,1.0,2.49,EUR
CN-MUC01-003184,MUC01,PF-MUC01,AR00135,payfree,2026-01-07,1,2.0,7.0,EUR
CN-MUC01-003185,MUC01,SM-MUC01,AR00397,smart,2026-01-07,1,2.0,5.0,EUR
CN-MUC01-003186,MUC01,SM-MUC01,AR00025,smart,2026-01-07,1,2.0,5.0,EUR
CN-MUC01-003187,MUC01,SM-MUC01,AR00400,smart,2026-01-07,1,1.0,1.2,EUR
CN-MUC01-003188,MUC01,MO-MUC01,AR00204,smart,2026-01-07,1,1.0,1.8,EUR
CN-MUC01-003189,MUC01,PF-MUC01,AR00010,payfree,2026-01-08,1,1.0,1.0,EUR
CN-MUC01-003190,MUC01,PF-MUC01,AR00223,payfree,2026-01-08,1,2.0,1.4,EUR
CN-MUC01-003191,MUC01,PF-MUC01,AR00177,payfree,2026-01-08,1,1.0,1.4,EUR
CN-MUC01-003192,MUC01,PF-MUC01,AR00081,payfree,2026-01-08,1,1.0,2.5,EUR
CN-MUC01-003193,MUC01,PF-MUC01,AR00191,payfree,2026-01-08,1,2.0,3.6,EUR
CN-MUC01-003194,MUC01,PF-MUC01,AR00324,payfree,2026-01-08,1,3.0,9.9,EUR
CN-MUC01-003195,MUC01,PF-MUC01,AR00185,payfree,2026-01-08,1,3.0,6.75,EUR
CN-MUC01-003196,MUC01,PF-MUC01,AR00024,payfree,2026-01-08,1,1.0,2.5,EUR
CN-MUC01-003197,MUC01,SM-MUC01,AR00151,smart,2026-01-08,1,1.0,3.9,EUR
CN-MUC01-003198,MUC01,SM-MUC01,AR00165,smart,2026-01-08,1,2.0,7.6,EUR
CN-MUC01-003199,MUC01,PF-MUC01,AR00293,payfree,2026-01-09,1,3.0,6.6,EUR
CN-MUC01-003200,MUC01,PF-MUC01,AR00159,payfree,2026-01-09,1,3.0,11.4,EUR
CN-MUC01-003201,MUC01,PF-MUC01,AR00144,payfree,2026-01-09,1,2.0,3.8,EUR
CN-MUC01-003202,MUC01,PF-MUC01,AR00432,payfree,2026-01-09,1,1.0,3.5,EUR
CN-MUC01-003203,MUC01,PF-MUC01,AR00023,payfree,2026-01-09,1,1.0,1.8,EUR
CN-MUC01-003204,MUC01,PF-MUC01,AR00095,payfree,2026-01-09,1,1.0,2.6,EUR
CN-MUC01-003205,MUC01,PF-MUC01,AR00244,payfree,2026-01-09,1,1.0,2.5,EUR
CN-MUC01-003206,MUC01,PF-MUC01,AR00004,payfree,2026-01-09,1,2.0,1.0,EUR
CN-MUC01-003207,MUC01,PF-MUC01,AR00193,payfree,2026-01-09,1,3.0,4.2,EUR
CN-MUC01-003208,MUC01,SM-MUC01,AR00161,smart,2026-01-09,1,3.0,11.4,EUR
CN-MUC01-003209,MUC01,SM-MUC01,AR00054,smart,2026-01-09,1,2.0,2.0,EUR
CN-MUC01-003210,MUC01,SM-MUC01,AR00416,smart,2026-01-09,1,2.0,4.0,EUR
CN-MUC01-003211,MUC01,SM-MUC01,AR00019,smart,2026-01-09,1,2.0,3.6,EUR
