ID,store_ID,article_ID,businessDate,bookStock,countedStock,onOrder,daysOfSupply
IV-STR01-AR00292-2026-07-03,STR01,AR00292,2026-07-03,3.739,3.207,3.0,84.3
IV-STR01-AR00407-2026-06-13,STR01,AR00407,2026-06-13,4.189,4.039,3.0,99.0
IV-STR01-AR00407-2026-06-14,STR01,AR00407,2026-06-14,3.04,2.886,1.0,75.86
IV-STR01-AR00407-2026-06-15,STR01,AR00407,2026-06-15,5.245,4.867,1.0,99.0
IV-STR01-AR00407-2026-06-16,STR01,AR00407,2026-06-16,4.447,4.098,1.0,99.0
IV-STR01-AR00407-2026-06-17,STR01,AR00407,2026-06-17,3.013,2.934,2.0,77.12
IV-STR01-AR00407-2026-06-18,STR01,AR00407,2026-06-18,3.177,2.762,1.0,72.6
IV-STR01-AR00407-2026-06-19,STR01,AR00407,2026-06-19,4.477,4.057,0.0,99.0
IV-STR01-AR00407-2026-06-20,STR01,AR00407,2026-06-20,4.461,3.783,1.0,99.0
IV-STR01-AR00407-2026-06-21,STR01,AR00407,2026-06-21,4.124,4.017,1.0,99.0
IV-STR01-AR00407-2026-06-22,STR01,AR00407,2026-06-22,3.229,3.204,3.0,84.22
IV-STR01-AR00407-2026-06-23,STR01,AR00407,2026-06-23,3.734,2.973,0.0,78.15
IV-STR01-AR00407-2026-06-24,STR01,AR00407,2026-06-24,2.093,1.954,2.0,51.36
IV-STR01-AR00407-2026-06-25,STR01,AR00407,2026-06-25,1.998,1.438,1.0,37.8
IV-STR01-AR00407-2026-06-26,STR01,AR00407,2026-06-26,4.154,3.687,1.0,96.92
IV-STR01-AR00407-2026-06-27,STR01,AR00407,2026-06-27,2.644,2.475,2.0,65.06
IV-STR01-AR00407-2026-06-28,STR01,AR00407,2026-06-28,3.871,3.089,1.0,81.2
IV-STR01-AR00407-2026-06-29,STR01,AR00407,2026-06-29,3.898,3.607,3.0,94.81
IV-STR01-AR00407-2026-06-30,STR01,AR00407,2026-06-30,5.868,5.288,1.0,99.0
IV-STR01-AR00407-2026-07-01,STR01,AR00407,2026-07-01,2.288,1.677,3.0,44.08
IV-STR01-AR00407-2026-07-02,STR01,AR00407,2026-07-02,5.45,4.71,0.0,99.0
IV-STR01-AR00407-2026-07-03,STR01,AR00407,2026-07-03,2.721,2.032,3.0,53.41
IV-STR01-AR00178-2026-06-13,STR01,AR00178,2026-06-13,4.097,3.724,1.0,97.89
IV-STR01-AR00178-2026-06-14,STR01,AR00178,2026-06-14,6.47,5.738,2.0,99.0
IV-STR01-AR00178-2026-06-15,STR01,AR00178,2026-06-15,5.762,5.631,1.0,99.0
IV-STR01-AR00178-2026-06-16,STR01,AR00178,2026-06-16,1.777,1.575,1.0,41.4
IV-STR01-AR00178-2026-06-17,STR01,AR00178,2026-06-17,3.2,2.913,0.0,76.57
IV-STR01-AR00178-2026-06-18,STR01,AR00178,2026-06-18,6.664,6.425,1.0,99.0
IV-STR01-AR00178-2026-06-19,STR01,AR00178,2026-06-19,3.478,3.348,3.0,88.0
IV-STR01-AR00178-2026-06-20,STR01,AR00178,2026-06-20,5.642,4.873,2.0,99.0
IV-STR01-AR00178-2026-06-21,STR01,AR00178,2026-06-21,3.28,2.588,2.0,68.03
IV-STR01-AR00178-2026-06-22,STR01,AR00178,2026-06-22,5.99,5.574,2.0,99.0
IV-STR01-AR00178-2026-06-23,STR01,AR00178,2026-06-23,5.834,5.568,3.0,99.0
IV-STR01-AR00178-2026-06-24,STR01,AR00178,2026-06-24,4.088,3.923,0.0,99.0
IV-STR01-AR00178-2026-06-25,STR01,AR00178,2026-06-25,3.418,3.262,0.0,85.74
IV-STR01-AR00178-2026-06-26,STR01,AR00178,2026-06-26,1.235,1.106,1.0,29.07
IV-STR01-AR00178-2026-06-27,STR01,AR00178,2026-06-27,2.716,2.399,3.0,63.06
IV-STR01-AR00178-2026-06-28,STR01,AR00178,2026-06-28,4.482,4.182,2.0,99.0
IV-STR01-AR00178-2026-06-29,STR01,AR00178,2026-06-29,2.739,2.484,3.0,65.29
IV-STR01-AR00178-2026-06-30,STR01,AR00178,2026-06-30,4.563,3.979,1.0,99.0
IV-STR01-AR00178-2026-07-01,STR01,AR00178,2026-07-01,6.195,6.165,1.0,99.0
IV-STR01-AR00178-2026-07-02,STR01,AR00178,2026-07-02,1.374,1.282,2.0,33.7
IV-STR01-AR00178-2026-07-03,STR01,AR00178,2026-07-03,3.898,3.157,0.0,82.98
IV-STR01-AR00041-2026-06-13,STR01,AR00041,2026-06-13,3.543,3.171,1.0,83.35
IV-STR01-AR00041-2026-06-14,STR01,AR00041,2026-06-14,3.102,3.078,2.0,80.91
IV-STR01-AR00041-2026-06-15,STR01,AR00041,2026-06-15,4.047,3.721,0.0,97.81
IV-STR01-AR00041-2026-06-16,STR01,AR00041,2026-06-16,5.42,4.856,2.0,99.0
IV-STR01-AR00041-2026-06-17,STR01,AR00041,2026-06-17,4.356,3.463,2.0,91.03
IV-STR01-AR00041-2026-06-18,STR01,AR00041,2026-06-18,4.829,4.078,3.0,99.0
IV-STR01-AR00041-2026-06-19,STR01,AR00041,2026-06-19,3.581,3.106,2.0,81.64
IV-STR01-AR00041-2026-06-20,STR01,AR00041,2026-06-20,1.146,0.769,1.0,20.21
IV-STR01-AR00041-2026-06-21,STR01,AR00041,2026-06-21,0.958,0.602,3.0,15.82
IV-STR01-AR00041-2026-06-22,STR01,AR00041,2026-06-22,2.862,2.358,2.0,61.98
IV-STR01-AR00041-2026-06-23,STR01,AR00041,2026-06-23,2.191,1.322,3.0,34.75
IV-STR01-AR00041-2026-06-24,STR01,AR00041,2026-06-24,2.954,2.584,2.0,67.92
IV-STR01-AR00041-2026-06-25,STR01,AR00041,2026-06-25,5.509,5.501,2.0,99.0
IV-STR01-AR00041-2026-06-26,STR01,AR00041,2026-06-26,3.128,2.625,3.0,69.0
IV-STR01-AR00041-2026-06-27,STR01,AR00041,2026-06-27,3.511,2.714,1.0,71.34
IV-STR01-AR00041-2026-06-28,STR01,AR00041,2026-06-28,1.809,1.788,2.0,47.0
IV-STR01-AR00041-2026-06-29,STR01,AR00041,2026-06-29,5.69,5.203,0.0,99.0
IV-STR01-AR00041-2026-06-30,STR01,AR00041,2026-06-30,3.811,3.224,2.0,84.75
IV-STR01-AR00041-2026-07-01,STR01,AR00041,2026-07-01,3.178,2.416,1.0,63.51
IV-STR01-AR00041-2026-07-02,STR01,AR00041,2026-07-02,3.121,2.36,0.0,62.03
IV-STR01-AR00041-2026-07-03,STR01,AR00041,2026-07-03,2.173,1.84,0.0,48.37
IV-STR01-AR00068-2026-06-13,STR01,AR00068,2026-06-13,2.068,1.792,2.0,54.95
IV-STR01-AR00068-2026-06-14,STR01,AR00068,2026-06-14,5.034,5.024,2.0,99.0
IV-STR01-AR00068-2026-06-15,STR01,AR00068,2026-06-15,4.907,4.812,1.0,99.0
IV-STR01-AR00068-2026-06-16,STR01,AR00068,2026-06-16,5.062,4.372,3.0,99.0
IV-STR01-AR00068-2026-06-17,STR01,AR00068,2026-06-17,5.356,4.77,0.0,99.0
IV-STR01-AR00068-2026-06-18,STR01,AR00068,2026-06-18,3.171,2.957,1.0,90.68
IV-STR01-AR00068-2026-06-19,STR01,AR00068,2026-06-19,4.953,4.553,3.0,99.0
IV-STR01-AR00068-2026-06-20,STR01,AR00068,2026-06-20,1.949,1.944,3.0,59.62
IV-STR01-AR00068-2026-06-21,STR01,AR00068,2026-06-21,5.947,5.559,3.0,99.0
IV-STR01-AR00068-2026-06-22,STR01,AR00068,2026-06-22,4.796,4.562,0.0,99.0
IV-STR01-AR00068-2026-06-23,STR01,AR00068,2026-06-23,4.915,4.576,0.0,99.0
IV-STR01-AR00068-2026-06-24,STR01,AR00068,2026-06-24,3.824,3.386,3.0,99.0
IV-STR01-AR00068-2026-06-25,STR01,AR00068,2026-06-25,2.978,2.739,1.0,84.0
IV-STR01-AR00068-2026-06-26,STR01,AR00068,2026-06-26,1.798,0.907,1.0,27.81
IV-STR01-AR00068-2026-06-27,STR01,AR00068,2026-06-27,3.804,2.955,3.0,90.62
IV-STR01-AR00068-2026-06-28,STR01,AR00068,2026-06-28,3.625,3.575,3.0,99.0
IV-STR01-AR00068-2026-06-29,STR01,AR00068,2026-06-29,2.977,2.904,0.0,89.06
IV-STR01-AR00068-2026-06-30,STR01,AR00068,2026-06-30,4.024,3.657,2.0,99.0
IV-STR01-AR00068-2026-07-01,STR01,AR00068,2026-07-01,3.213,2.798,3.0,85.81
IV-STR01-AR00068-2026-07-02,STR01,AR00068,2026-07-02,1.673,1.398,0.0,42.87
IV-STR01-AR00068-2026-07-03,STR01,AR00068,2026-07-03,4.09,3.481,1.0,99.0
IV-STR01-AR00367-2026-06-13,STR01,AR00367,2026-06-13,4.336,4.113,2.0,99.0
IV-STR01-AR00367-2026-06-14,STR01,AR00367,2026-06-14,3.672,2.819,3.0,86.45
IV-STR01-AR00367-2026-06-15,STR01,AR00367,2026-06-15,3.627,3.24,0.0,99.0
IV-STR01-AR00367-2026-06-16,STR01,AR00367,2026-06-16,5.175,4.841,3.0,99.0
IV-STR01-AR00367-2026-06-17,STR01,AR00367,2026-06-17,3.74,3.625,2.0,99.0
IV-STR01-AR00367-2026-06-18,STR01,AR00367,2026-06-18,3.708,2.91,1.0,89.24
IV-STR01-AR00367-2026-06-19,STR01,AR00367,2026-06-19,3.563,2.767,3.0,84.85
IV-STR01-AR00367-2026-06-20,STR01,AR00367,2026-06-20,2.928,2.251,0.0,69.03
IV-STR01-AR00367-2026-06-21,STR01,AR00367,2026-06-21,4.297,3.667,1.0,99.0
IV-STR01-AR00367-2026-06-22,STR01,AR00367,2026-06-22,2.924,2.441,1.0,74.86
IV-STR01-AR00367-2026-06-23,STR01,AR00367,2026-06-23,3.589,3.304,3.0,99.0
IV-STR01-AR00367-2026-06-24,STR01,AR00367,2026-06-24,1.027,0.517,3.0,15.85
IV-STR01-AR00367-2026-06-25,STR01,AR00367,2026-06-25,4.95,4.247,3.0,99.0
IV-STR01-AR00367-2026-06-26,STR01,AR00367,2026-06-26,2.983,2.56,0.0,78.51
IV-STR01-AR00367-2026-06-27,STR01,AR00367,2026-06-27,2.538,1.969,3.0,60.38
IV-STR01-AR00367-2026-06-28,STR01,AR00367,2026-06-28,2.796,2.497,0.0,76.57
IV-STR01-AR00367-2026-06-29,STR01,AR00367,2026-06-29,2.469,1.59,2.0,48.76
IV-STR01-AR00367-2026-06-30,STR01,AR00367,2026-06-30,4.749,4.531,2.0,99.0
IV-STR01-AR00367-2026-07-01,STR01,AR00367,2026-07-01,4.771,3.888,0.0,99.0
IV-STR01-AR00367-2026-07-02,STR01,AR00367,2026-07-02,5.592,5.2,2.0,99.0
IV-STR01-AR00367-2026-07-03,STR01,AR00367,2026-07-03,0.908,0.022,1.0,0.67
IV-STR01-AR00013-2026-06-13,STR01,AR00013,2026-06-13,8.0,7.487,8.0,99.0
IV-STR01-AR00013-2026-06-14,STR01,AR00013,2026-06-14,8.0,7.541,8.0,99.0
IV-STR01-AR00013-2026-06-15,STR01,AR00013,2026-06-15,7.259,6.917,8.0,99.0
IV-STR01-AR00013-2026-06-16,STR01,AR00013,2026-06-16,8.0,7.633,8.0,99.0
IV-STR01-AR00013-2026-06-17,STR01,AR00013,2026-06-17,8.0,7.45,8.0,99.0
IV-STR01-AR00013-2026-06-18,STR01,AR00013,2026-06-18,8.0,7.448,8.0,99.0
IV-STR01-AR00013-2026-06-19,STR01,AR00013,2026-06-19,8.0,7.594,8.0,99.0
IV-STR01-AR00013-2026-06-20,STR01,AR00013,2026-06-20,8.0,7.875,8.0,99.0
IV-STR01-AR00013-2026-06-21,STR01,AR00013,2026-06-21,8.0,7.255,8.0,99.0
IV-STR01-AR00013-2026-06-22,STR01,AR00013,2026-06-22,8.0,7.72,8.0,99.0
IV-STR01-AR00013-2026-06-23,STR01,AR00013,2026-06-23,8.0,7.172,8.0,99.0
IV-STR01-AR00013-2026-06-24,STR01,AR00013,2026-06-24,8.0,7.952,8.0,99.0
IV-STR01-AR00013-2026-06-25,STR01,AR00013,2026-06-25,8.0,7.14,8.0,99.0
IV-STR01-AR00013-2026-06-26,STR01,AR00013,2026-06-26,8.0,7.839,8.0,99.0
IV-STR01-AR00013-2026-06-27,STR01,AR00013,2026-06-27,8.0,7.242,8.0,99.0
IV-STR01-AR00013-2026-06-28,STR01,AR00013,2026-06-28,8.0,7.49,8.0,99.0
IV-STR01-AR00013-2026-06-29,STR01,AR00013,2026-06-29,8.0,7.995,8.0,99.0
IV-STR01-AR00013-2026-06-30,STR01,AR00013,2026-06-30,8.0,7.919,8.0,99.0
IV-STR01-AR00013-2026-07-01,STR01,AR00013,2026-07-01,8.0,7.306,8.0,99.0
IV-STR01-AR00013-2026-07-02,STR01,AR00013,2026-07-02,8.0,7.351,8.0,99.0
IV-STR01-AR00013-2026-07-03,STR01,AR00013,2026-07-03,8.0,7.243,8.0,99.0
IV-STR01-AR90041-2026-06-13,STR01,AR90041,2026-06-13,3.07,2.279,3.0,69.89
IV-STR01-AR90041-2026-06-14,STR01,AR90041,2026-06-14,1.507,1.141,2.0,34.99
IV-STR01-AR90041-2026-06-15,STR01,AR90041,2026-06-15,5.624,5.299,3.0,99.0
IV-STR01-AR90041-2026-06-16,STR01,AR90041,2026-06-16,3.345,3.207,1.0,98.35
IV-STR01-AR90041-2026-06-17,STR01,AR90041,2026-06-17,3.605,3.166,2.0,97.09
IV-STR01-AR90041-2026-06-18,STR01,AR90041,2026-06-18,6.828,6.021,0.0,99.0
IV-STR01-AR90041-2026-06-19,STR01,AR90041,2026-06-19,2.294,2.261,1.0,69.34
IV-STR01-AR90041-2026-06-20,STR01,AR90041,2026-06-20,1.796,1.56,3.0,47.84
IV-STR01-AR90041-2026-06-21,STR01,AR90041,2026-06-21,2.618,2.506,0.0,76.85
IV-STR01-AR90041-2026-06-22,STR01,AR90041,2026-06-22,6.146,5.929,3.0,99.0
IV-STR01-AR90041-2026-06-23,STR01,AR90041,2026-06-23,4.403,3.613,2.0,99.0
IV-STR01-AR90041-2026-06-24,STR01,AR90041,2026-06-24,2.117,1.307,1.0,40.08
IV-STR01-AR90041-2026-06-25,STR01,AR90041,2026-06-25,6.993,6.829,1.0,99.0
IV-STR01-AR90041-2026-06-26,STR01,AR90041,2026-06-26,2.798,1.9,0.0,58.27
IV-STR01-AR90041-2026-06-27,STR01,AR90041,2026-06-27,5.288,4.389,0.0,99.0
IV-STR01-AR90041-2026-06-28,STR01,AR90041,2026-06-28,2.552,1.745,3.0,53.51
IV-STR01-AR90041-2026-06-29,STR01,AR90041,2026-06-29,4.089,3.699,2.0,99.0
IV-STR01-AR90041-2026-06-30,STR01,AR90041,2026-06-30,6.47,5.992,2.0,99.0
IV-STR01-AR90041-2026-07-01,STR01,AR90041,2026-07-01,3.843,3.117,0.0,95.59
IV-STR01-AR90041-2026-07-02,STR01,AR90041,2026-07-02,3.186,2.37,2.0,72.68
IV-STR01-AR90041-2026-07-03,STR01,AR90041,2026-07-03,3.313,2.728,0.0,83.66
IV-STR01-AR00286-2026-06-13,STR01,AR00286,2026-06-13,4.721,4.21,1.0,99.0
IV-STR01-AR00286-2026-06-14,STR01,AR00286,2026-06-14,5.339,4.891,2.0,99.0
IV-STR01-AR00286-2026-06-15,STR01,AR00286,2026-06-15,3.938,3.831,0.0,99.0
IV-STR01-AR00286-2026-06-16,STR01,AR00286,2026-06-16,6.37,6.361,2.0,99.0
IV-STR01-AR00286-2026-06-17,STR01,AR00286,2026-06-17,4.547,4.155,1.0,99.0
IV-STR01-AR00286-2026-06-18,STR01,AR00286,2026-06-18,6.388,6.09,0.0,99.0
IV-STR01-AR00286-2026-06-19,STR01,AR00286,2026-06-19,4.129,3.986,2.0,99.0
IV-STR01-AR00286-2026-06-20,STR01,AR00286,2026-06-20,4.563,4.113,3.0,99.0
IV-STR01-AR00286-2026-06-21,STR01,AR00286,2026-06-21,5.175,4.815,1.0,99.0
IV-STR01-AR00286-2026-06-22,STR01,AR00286,2026-06-22,4.179,4.11,2.0,99.0
IV-STR01-AR00286-2026-06-23,STR01,AR00286,2026-06-23,2.599,2.026,1.0,62.13
IV-STR01-AR00286-2026-06-24,STR01,AR00286,2026-06-24,6.274,5.699,3.0,99.0
IV-STR01-AR00286-2026-06-25,STR01,AR00286,2026-06-25,4.438,4.354,2.0,99.0
IV-STR01-AR00286-2026-06-26,STR01,AR00286,2026-06-26,5.968,5.346,3.0,99.0
IV-STR01-AR00286-2026-06-27,STR01,AR00286,2026-06-27,3.903,3.311,2.0,99.0
IV-STR01-AR00286-2026-06-28,STR01,AR00286,2026-06-28,5.882,5.266,2.0,99.0
IV-STR01-AR00286-2026-06-29,STR01,AR00286,2026-06-29,4.269,3.724,2.0,99.0
IV-STR01-AR00286-2026-06-30,STR01,AR00286,2026-06-30,5.186,5.008,2.0,99.0
IV-STR01-AR00286-2026-07-01,STR01,AR00286,2026-07-01,1.073,1.005,2.0,30.82
IV-STR01-AR00286-2026-07-02,STR01,AR00286,2026-07-02,1.708,1.594,3.0,48.88
IV-STR01-AR00286-2026-07-03,STR01,AR00286,2026-07-03,1.396,0.943,2.0,28.92
IV-STR01-AR00002-2026-06-13,STR01,AR00002,2026-06-13,3.857,3.41,1.0,99.0
IV-STR01-AR00002-2026-06-14,STR01,AR00002,2026-06-14,3.102,2.4,3.0,73.6
IV-STR01-AR00002-2026-06-15,STR01,AR00002,2026-06-15,4.852,4.338,3.0,99.0
IV-STR01-AR00002-2026-06-16,STR01,AR00002,2026-06-16,0.641,0.0,0.0,0.0
IV-STR01-AR00002-2026-06-17,STR01,AR00002,2026-06-17,3.132,2.646,2.0,81.14
IV-STR01-AR00002-2026-06-18,STR01,AR00002,2026-06-18,2.991,2.867,1.0,87.92
IV-STR01-AR00002-2026-06-19,STR01,AR00002,2026-06-19,3.392,2.828,3.0,86.73
IV-STR01-AR00002-2026-06-20,STR01,AR00002,2026-06-20,4.906,4.235,2.0,99.0
IV-STR01-AR00002-2026-06-21,STR01,AR00002,2026-06-21,7.092,7.029,2.0,99.0
IV-STR01-AR00002-2026-06-22,STR01,AR00002,2026-06-22,4.233,3.897,1.0,99.0
IV-STR01-AR00002-2026-06-23,STR01,AR00002,2026-06-23,3.384,3.082,3.0,94.51
IV-STR01-AR00002-2026-06-24,STR01,AR00002,2026-06-24,2.858,2.369,2.0,72.65
IV-STR01-AR00002-2026-06-25,STR01,AR00002,2026-06-25,2.874,2.047,2.0,62.77
IV-STR01-AR00002-2026-06-26,STR01,AR00002,2026-06-26,4.596,3.93,1.0,99.0
IV-STR01-AR00002-2026-06-27,STR01,AR00002,2026-06-27,2.997,2.327,2.0,71.36
IV-STR01-AR00002-2026-06-28,STR01,AR00002,2026-06-28,2.465,2.363,0.0,72.47
IV-STR01-AR00002-2026-06-29,STR01,AR00002,2026-06-29,3.886,3.104,1.0,95.19
IV-STR01-AR00002-2026-06-30,STR01,AR00002,2026-06-30,5.889,5.879,1.0,99.0
IV-STR01-AR00002-2026-07-01,STR01,AR00002,2026-07-01,4.375,4.065,2.0,99.0
IV-STR01-AR00002-2026-07-02,STR01,AR00002,2026-07-02,2.797,2.43,2.0,74.52
IV-STR01-AR00002-2026-07-03,STR01,AR00002,2026-07-03,4.64,4.627,1.0,99.0
IV-STR01-AR00321-2026-06-13,STR01,AR00321,2026-06-13,2.452,2.144,2.0,65.75
IV-STR01-AR00321-2026-06-14,STR01,AR00321,2026-06-14,4.622,3.837,1.0,99.0
IV-STR01-AR00321-2026-06-15,STR01,AR00321,2026-06-15,4.588,3.764,1.0,99.0
IV-STR01-AR00321-2026-06-16,STR01,AR00321,2026-06-16,0.948,0.089,1.0,2.73
IV-STR01-AR00321-2026-06-17,STR01,AR00321,2026-06-17,2.904,2.44,3.0,74.83
IV-STR01-AR00321-2026-06-18,STR01,AR00321,2026-06-18,1.789,1.142,3.0,35.02
IV-STR01-AR00321-2026-06-19,STR01,AR00321,2026-06-19,7.041,6.759,3.0,99.0
IV-STR01-AR00321-2026-06-20,STR01,AR00321,2026-06-20,4.188,3.387,0.0,99.0
IV-STR01-AR00321-2026-06-21,STR01,AR00321,2026-06-21,1.215,0.672,0.0,20.61
IV-STR01-AR00321-2026-06-22,STR01,AR00321,2026-06-22,5.358,4.558,1.0,99.0
IV-STR01-AR00321-2026-06-23,STR01,AR00321,2026-06-23,1.449,0.749,2.0,22.97
IV-STR01-AR00321-2026-06-24,STR01,AR00321,2026-06-24,0.881,0.675,2.0,20.7
IV-STR01-AR00321-2026-06-25,STR01,AR00321,2026-06-25,3.872,3.718,3.0,99.0
IV-STR01-AR00321-2026-06-26,STR01,AR00321,2026-06-26,5.31,4.422,3.0,99.0
IV-STR01-AR00321-2026-06-27,STR01,AR00321,2026-06-27,6.624,6.529,2.0,99.0
IV-STR01-AR00321-2026-06-28,STR01,AR00321,2026-06-28,2.735,2.013,3.0,61.73
IV-STR01-AR00321-2026-06-29,STR01,AR00321,2026-06-29,5.407,4.664,0.0,99.0
IV-STR01-AR00321-2026-06-30,STR01,AR00321,2026-06-30,2.353,1.945,3.0,59.65
IV-STR01-AR00321-2026-07-01,STR01,AR00321,2026-07-01,2.798,2.65,0.0,81.27
IV-STR01-AR00321-2026-07-02,STR01,AR00321,2026-07-02,4.625,4.6,0.0,99.0
IV-STR01-AR00321-2026-07-03,STR01,AR00321,2026-07-03,5.477,4.935,1.0,99.0
IV-STR01-AR00221-2026-06-13,STR01,AR00221,2026-06-13,4.815,4.201,2.0,99.0
IV-STR01-AR00221-2026-06-14,STR01,AR00221,2026-06-14,3.146,2.467,2.0,75.65
IV-STR01-AR00221-2026-06-15,STR01,AR00221,2026-06-15,5.355,4.618,0.0,99.0
IV-STR01-AR00221-2026-06-16,STR01,AR00221,2026-06-16,3.545,3.303,3.0,99.0
IV-STR01-AR00221-2026-06-17,STR01,AR00221,2026-06-17,3.844,3.038,1.0,93.17
IV-STR01-AR00221-2026-06-18,STR01,AR00221,2026-06-18,4.899,4.3,0.0,99.0
IV-STR01-AR00221-2026-06-19,STR01,AR00221,2026-06-19,2.782,2.726,3.0,83.6
IV-STR01-AR00221-2026-06-20,STR01,AR00221,2026-06-20,3.009,2.587,3.0,79.33
IV-STR01-AR00221-2026-06-21,STR01,AR00221,2026-06-21,3.969,3.808,0.0,99.0
IV-STR01-AR00221-2026-06-22,STR01,AR00221,2026-06-22,1.636,0.94,2.0,28.83
IV-STR01-AR00221-2026-06-23,STR01,AR00221,2026-06-23,0.987,0.935,0.0,28.67
IV-STR01-AR00221-2026-06-24,STR01,AR00221,2026-06-24,1.921,1.304,3.0,39.99
IV-STR01-AR00221-2026-06-25,STR01,AR00221,2026-06-25,6.163,5.611,2.0,99.0
IV-STR01-AR00221-2026-06-26,STR01,AR00221,2026-06-26,2.839,2.219,3.0,68.05
IV-STR01-AR00221-2026-06-27,STR01,AR00221,2026-06-27,2.596,2.221,0.0,68.11
IV-STR01-AR00221-2026-06-28,STR01,AR00221,2026-06-28,4.798,4.276,2.0,99.0
IV-STR01-AR00221-2026-06-29,STR01,AR00221,2026-06-29,7.106,6.543,0.0,99.0
IV-STR01-AR00221-2026-06-30,STR01,AR00221,2026-06-30,6.368,5.813,1.0,99.0
IV-STR01-AR00221-2026-07-01,STR01,AR00221,2026-07-01,7.24,6.683,0.0,99.0
IV-STR01-AR00221-2026-07-02,STR01,AR00221,2026-07-02,5.239,4.901,0.0,99.0
IV-STR01-AR00221-2026-07-03,STR01,AR00221,2026-07-03,4.948,4.161,0.0,99.0
IV-STR01-AR00401-2026-06-13,STR01,AR00401,2026-06-13,4.186,3.432,2.0,99.0
IV-STR01-AR00401-2026-06-14,STR01,AR00401,2026-06-14,0.712,0.438,0.0,13.43
IV-STR01-AR00401-2026-06-15,STR01,AR00401,2026-06-15,3.396,2.952,0.0,90.53
IV-STR01-AR00401-2026-06-16,STR01,AR00401,2026-06-16,3.152,3.084,2.0,94.58
IV-STR01-AR00401-2026-06-17,STR01,AR00401,2026-06-17,2.88,2.649,3.0,81.24
IV-STR01-AR00401-2026-06-18,STR01,AR00401,2026-06-18,1.63,1.519,3.0,46.58
IV-STR01-AR00401-2026-06-19,STR01,AR00401,2026-06-19,3.786,3.704,1.0,99.0
IV-STR01-AR00401-2026-06-20,STR01,AR00401,2026-06-20,1.694,0.881,1.0,27.02
IV-STR01-AR00401-2026-06-21,STR01,AR00401,2026-06-21,3.531,2.802,2.0,85.93
IV-STR01-AR00401-2026-06-22,STR01,AR00401,2026-06-22,3.64,2.767,0.0,84.85
IV-STR01-AR00401-2026-06-23,STR01,AR00401,2026-06-23,4.595,4.541,3.0,99.0
IV-STR01-AR00401-2026-06-24,STR01,AR00401,2026-06-24,5.706,5.38,1.0,99.0
IV-STR01-AR00401-2026-06-25,STR01,AR00401,2026-06-25,3.005,2.831,2.0,86.82
IV-STR01-AR00401-2026-06-26,STR01,AR00401,2026-06-26,2.29,1.601,3.0,49.1
IV-STR01-AR00401-2026-06-27,STR01,AR00401,2026-06-27,4.783,4.272,2.0,99.0
IV-STR01-AR00401-2026-06-28,STR01,AR00401,2026-06-28,1.111,0.884,0.0,27.11
IV-STR01-AR00401-2026-06-29,STR01,AR00401,2026-06-29,3.156,2.826,3.0,86.66
IV-STR01-AR00401-2026-06-30,STR01,AR00401,2026-06-30,2.223,1.324,3.0,40.6
IV-STR01-AR00401-2026-07-01,STR01,AR00401,2026-07-01,1.985,1.719,3.0,52.72
IV-STR01-AR00401-2026-07-02,STR01,AR00401,2026-07-02,3.979,3.253,0.0,99.0
IV-STR01-AR00401-2026-07-03,STR01,AR00401,2026-07-03,4.588,4.006,1.0,99.0
IV-STR01-AR00164-2026-06-13,STR01,AR00164,2026-06-13,6.0,4.687,6.0,99.0
IV-STR01-AR00164-2026-06-14,STR01,AR00164,2026-06-14,6.0,4.146,6.0,99.0
IV-STR01-AR00164-2026-06-15,STR01,AR00164,2026-06-15,6.0,3.701,6.0,99.0
IV-STR01-AR00164-2026-06-16,STR01,AR00164,2026-06-16,6.0,5.107,6.0,99.0
IV-STR01-AR00164-2026-06-17,STR01,AR00164,2026-06-17,6.0,4.868,6.0,99.0
IV-STR01-AR00164-2026-06-18,STR01,AR00164,2026-06-18,6.0,4.806,6.0,99.0
IV-STR01-AR00164-2026-06-19,STR01,AR00164,2026-06-19,6.0,3.63,6.0,99.0
IV-STR01-AR00164-2026-06-20,STR01,AR00164,2026-06-20,6.0,3.399,6.0,99.0
IV-STR01-AR00164-2026-06-21,STR01,AR00164,2026-06-21,6.0,5.413,6.0,99.0
IV-STR01-AR00164-2026-06-22,STR01,AR00164,2026-06-22,6.0,5.155,6.0,99.0
IV-STR01-AR00164-2026-06-23,STR01,AR00164,2026-06-23,6.0,4.365,6.0,99.0
IV-STR01-AR00164-2026-06-24,STR01,AR00164,2026-06-24,6.0,4.489,6.0,99.0
IV-STR01-AR00164-2026-06-25,STR01,AR00164,2026-06-25,6.0,3.899,6.0,99.0
IV-STR01-AR00164-2026-06-26,STR01,AR00164,2026-06-26,6.0,4.766,6.0,99.0
IV-STR01-AR00164-2026-06-27,STR01,AR00164,2026-06-27,6.0,5.366,6.0,99.0
IV-STR01-AR00164-2026-06-28,STR01,AR00164,2026-06-28,6.0,5.27,6.0,99.0
IV-STR01-AR00164-2026-06-29,STR01,AR00164,2026-06-29,6.0,5.388,6.0,99.0
IV-STR01-AR00164-2026-06-30,STR01,AR00164,2026-06-30,6.0,4.279,6.0,99.0
IV-STR01-AR00164-2026-07-01,STR01,AR00164,2026-07-01,6.0,4.624,6.0,99.0
IV-STR01-AR00164-2026-07-02,STR01,AR00164,2026-07-02,6.0,4.392,6.0,99.0
