articleName,quantity,netRevenue,vatAmount,dueAmount,hourStart,date,hour,dayOfWeek
YFood Trink Vanilla,2.0,9.16,0.64,9.8,2026-04-26 21:00:00,2026-04-26,21,6
Teinacher classic,1.0,1.01,0.19,1.2,2026-04-26 21:00:00,2026-04-26,21,6
HOMEMADE Breakfastcup 285g,2.0,5.79,0.41,6.2,2026-04-27 07:00:00,2026-04-27,7,0
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-04-27 08:00:00,2026-04-27,8,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-27 09:00:00,2026-04-27,9,0
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-04-27 09:00:00,2026-04-27,9,0
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-04-27 10:00:00,2026-04-27,10,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-27 10:00:00,2026-04-27,10,0
DPG Vitamin Well Prepare,1.0,1.64,0.31,1.95,2026-04-27 10:00:00,2026-04-27,10,0
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-04-27 12:00:00,2026-04-27,12,0
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-04-27 12:00:00,2026-04-27,12,0
Shot Beetroot 60ml,1.0,1.85,0.35,2.2,2026-04-27 12:00:00,2026-04-27,12,0
Shot Cucumber Ginger 60ml,1.0,1.85,0.35,2.2,2026-04-27 12:00:00,2026-04-27,12,0
Shot Ginger Apple 60ml,2.0,3.69,0.71,4.4,2026-04-27 12:00:00,2026-04-27,12,0
GIANT Flapjack Raspberry,1.0,1.13,0.07,1.2,2026-04-27 12:00:00,2026-04-27,12,0
Koro Protein Bar Pistachio,2.0,5.42,0.38,5.8,2026-04-27 12:00:00,2026-04-27,12,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-27 12:00:00,2026-04-27,12,0
DPG Vitamin Well Prepare,1.0,1.64,0.31,1.95,2026-04-27 12:00:00,2026-04-27,12,0
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-04-27 14:00:00,2026-04-27,14,0
Shot Himbeere Ingwer 60ml,2.0,3.69,0.71,4.4,2026-04-27 14:00:00,2026-04-27,14,0
Koro Protein Bar Pistachio,2.0,5.42,0.38,5.8,2026-04-27 14:00:00,2026-04-27,14,0
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-04-27 14:00:00,2026-04-27,14,0
DPG Vitamin Well Hydrate,2.0,3.28,0.62,3.9,2026-04-27 14:00:00,2026-04-27,14,0
Currywurst im Glas 390g,1.0,6.17,0.43,6.6,2026-04-27 15:00:00,2026-04-27,15,0
Apfelchips,1.0,2.8,0.2,3.0,2026-04-27 15:00:00,2026-04-27,15,0
Toothpaste Blenda Med,1.0,1.6,0.3,1.9,2026-04-27 16:00:00,2026-04-27,16,0
GO FRESH Sandw Käse,1.0,3.55,0.25,3.8,2026-04-27 16:00:00,2026-04-27,16,0
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-04-27 17:00:00,2026-04-27,17,0
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-04-27 17:00:00,2026-04-27,17,0
Aramark Seasoning Mix,1.0,3.64,0.25,3.89,2026-04-27 17:00:00,2026-04-27,17,0
Beef Jerky Original,1.0,1.64,0.11,1.75,2026-04-27 18:00:00,2026-04-27,18,0
GO FRESH Wrap Tomat Mozza,1.0,3.55,0.25,3.8,2026-04-27 18:00:00,2026-04-27,18,0
Laugenbrezel mit Butter,2.0,3.36,0.24,3.6,2026-04-27 18:00:00,2026-04-27,18,0
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-04-27 18:00:00,2026-04-27,18,0
Grauburgunder | Weingut Oliver Zeter,1.0,10.0,1.9,11.9,2026-04-27 18:00:00,2026-04-27,18,0
"Leergut 0,15 EUR",7.0,0.89,0.16,1.05,2026-04-27 18:00:00,2026-04-27,18,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-27 18:00:00,2026-04-27,18,0
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-04-27 18:00:00,2026-04-27,18,0
Teinacher Heidelbeer Eistee,1.0,1.34,0.26,1.6,2026-04-27 18:00:00,2026-04-27,18,0
Teinacher Mango Maracuja,3.0,4.04,0.76,4.8,2026-04-27 18:00:00,2026-04-27,18,0
Teinacher Johannisbeer Holunder,1.0,1.34,0.26,1.6,2026-04-27 18:00:00,2026-04-27,18,0
Teinacher classic,1.0,1.01,0.19,1.2,2026-04-27 18:00:00,2026-04-27,18,0
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-04-27 18:00:00,2026-04-27,18,0
Protein Bar Caramell Toffee,4.0,3.73,0.27,4.0,2026-04-27 19:00:00,2026-04-27,19,0
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-04-27 19:00:00,2026-04-27,19,0
GIANT Flapjack Raspberry,1.0,1.12,0.08,1.2,2026-04-27 19:00:00,2026-04-27,19,0
OralB Classic Car 35 Mit,1.0,0.92,0.18,1.1,2026-04-27 20:00:00,2026-04-27,20,0
GO FRESH Sandw SweetChili,1.0,3.55,0.25,3.8,2026-04-27 20:00:00,2026-04-27,20,0
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-04-27 20:00:00,2026-04-27,20,0
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-04-27 20:00:00,2026-04-27,20,0
Airwaves Menth & Eucalypt Box,1.0,2.71,0.19,2.9,2026-04-27 20:00:00,2026-04-27,20,0
Bio cookies & choc fairness 45g,2.0,2.25,0.15,2.4,2026-04-28 07:00:00,2026-04-28,7,1
Bio honey almond fairness 45g,2.0,2.24,0.16,2.4,2026-04-28 07:00:00,2026-04-28,7,1
Bio poppy & vanilla fairness 45g,2.0,2.24,0.16,2.4,2026-04-28 07:00:00,2026-04-28,7,1
"Bio creamy cocos fairness 37,5g",2.0,2.24,0.16,2.4,2026-04-28 07:00:00,2026-04-28,7,1
"Bio hazel nougat fairness 37,5g",2.0,2.02,0.38,2.4,2026-04-28 07:00:00,2026-04-28,7,1
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-04-28 08:00:00,2026-04-28,8,1
Wick Blau ohne Zucker,1.0,2.06,0.14,2.2,2026-04-28 09:00:00,2026-04-28,9,1
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-04-28 10:00:00,2026-04-28,10,1
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-04-28 10:00:00,2026-04-28,10,1
Red Bull Green Edition,1.0,1.06,0.21,1.27,2026-04-28 10:00:00,2026-04-28,10,1
Red Bull Sea Blue Edition,1.0,1.07,0.2,1.27,2026-04-28 10:00:00,2026-04-28,10,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-28 11:00:00,2026-04-28,11,1
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-04-28 11:00:00,2026-04-28,11,1
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-04-28 12:00:00,2026-04-28,12,1
Red Bull White Edition,1.0,0.71,0.14,0.85,2026-04-28 12:00:00,2026-04-28,12,1
"Red Bull 0,25",3.0,2.15,0.4,2.55,2026-04-28 12:00:00,2026-04-28,12,1
Riegel Vegan Peanut Caramel 55g Barebell,1.0,2.69,0.51,3.2,2026-04-28 13:00:00,2026-04-28,13,1
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-04-28 13:00:00,2026-04-28,13,1
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-04-28 13:00:00,2026-04-28,13,1
Berliner Brezel 70g FB,2.0,3.36,0.24,3.6,2026-04-28 14:00:00,2026-04-28,14,1
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-04-28 14:00:00,2026-04-28,14,1
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-04-28 14:00:00,2026-04-28,14,1
Koro Protein Bar Pistachio,2.0,5.42,0.38,5.8,2026-04-28 14:00:00,2026-04-28,14,1
"Leergut 0,15 EUR",4.0,0.52,0.08,0.6,2026-04-28 14:00:00,2026-04-28,14,1
"Leergut 0,25 EUR",3.0,0.62,0.13,0.75,2026-04-28 14:00:00,2026-04-28,14,1
Red Bull Green Edition,2.0,1.78,0.34,2.12,2026-04-28 14:00:00,2026-04-28,14,1
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-04-28 14:00:00,2026-04-28,14,1
Teinacher Mineralwasser Naturell 0.33,2.0,2.02,0.38,2.4,2026-04-28 14:00:00,2026-04-28,14,1
"Coca Cola 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-04-28 14:00:00,2026-04-28,14,1
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-04-28 14:00:00,2026-04-28,14,1
BiFi Carazza,1.0,1.21,0.09,1.3,2026-04-28 15:00:00,2026-04-28,15,1
Nussschnecke,1.0,2.34,0.16,2.5,2026-04-28 15:00:00,2026-04-28,15,1
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-04-28 15:00:00,2026-04-28,15,1
Smothie Froosh Mango 250ml,1.0,2.02,0.38,2.4,2026-04-28 15:00:00,2026-04-28,15,1
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-04-28 15:00:00,2026-04-28,15,1
Smothie Froosh  Strawberry 250ml,1.0,2.02,0.38,2.4,2026-04-28 15:00:00,2026-04-28,15,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-04-28 15:00:00,2026-04-28,15,1
Teinacher classic,1.0,1.01,0.19,1.2,2026-04-28 15:00:00,2026-04-28,15,1
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-04-28 16:00:00,2026-04-28,16,1
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-04-28 16:00:00,2026-04-28,16,1
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-04-28 16:00:00,2026-04-28,16,1
Smothie Froosh  Strawberry 250ml,1.0,2.02,0.38,2.4,2026-04-28 16:00:00,2026-04-28,16,1
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-04-28 17:00:00,2026-04-28,17,1
"Leergut 0,08 EUR",5.0,0.34,0.06,0.4,2026-04-28 17:00:00,2026-04-28,17,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-28 17:00:00,2026-04-28,17,1
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-04-28 17:00:00,2026-04-28,17,1
Welde Slow,5.0,7.14,1.36,8.5,2026-04-28 17:00:00,2026-04-28,17,1
HOMEMADE BUN HAM,1.0,2.34,0.16,2.5,2026-04-28 18:00:00,2026-04-28,18,1
"Yayla Ayran Tetra 0,25L",1.0,1.01,0.19,1.2,2026-04-28 18:00:00,2026-04-28,18,1
Beef Jerky Sweet & Hot,1.0,1.64,0.11,1.75,2026-04-28 19:00:00,2026-04-28,19,1
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-04-28 19:00:00,2026-04-28,19,1
GIANT Yoghurt Flapjack Banana,1.0,1.12,0.08,1.2,2026-04-28 19:00:00,2026-04-28,19,1
Studentenfutt,1.0,1.87,0.13,2.0,2026-04-28 20:00:00,2026-04-28,20,1
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-04-28 20:00:00,2026-04-28,20,1
Red Bull Blue Edition,1.0,1.06,0.21,1.27,2026-04-28 20:00:00,2026-04-28,20,1
Red Bull Sea Blue Edition,1.0,1.07,0.2,1.27,2026-04-28 20:00:00,2026-04-28,20,1
Protein Bar Caramell Toffee,4.0,3.72,0.28,4.0,2026-04-28 21:00:00,2026-04-28,21,1
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.35,0.15,2.5,2026-04-28 21:00:00,2026-04-28,21,1
GIANT Flapjack Blueberry,1.0,1.13,0.07,1.2,2026-04-28 21:00:00,2026-04-28,21,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-28 21:00:00,2026-04-28,21,1
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-04-28 21:00:00,2026-04-28,21,1
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-04-28 22:00:00,2026-04-28,22,1
OralB Classic Car 35 Mit,2.0,1.85,0.35,2.2,2026-04-29 07:00:00,2026-04-29,7,2
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-04-29 08:00:00,2026-04-29,8,2
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-04-29 09:00:00,2026-04-29,9,2
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-04-29 10:00:00,2026-04-29,10,2
BLACK FOREST ICE CREAM Schokolade 100ml,1.0,2.34,0.16,2.5,2026-04-29 13:00:00,2026-04-29,13,2
Disposable cutlery set,1.0,0.25,0.05,0.3,2026-04-29 13:00:00,2026-04-29,13,2
La Magnum Almond,1.0,2.52,0.18,2.7,2026-04-29 13:00:00,2026-04-29,13,2
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-04-29 13:00:00,2026-04-29,13,2
Smothie Froosh Mango 250ml,1.0,2.02,0.38,2.4,2026-04-29 13:00:00,2026-04-29,13,2
Stick Lembke Tee Minze Lavendel & Verben,1.0,4.63,0.32,4.95,2026-04-29 13:00:00,2026-04-29,13,2
Gepa Schokolade Noir Edelbitter 100g,1.0,2.57,0.18,2.75,2026-04-29 13:00:00,2026-04-29,13,2
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-04-29 13:00:00,2026-04-29,13,2
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-04-29 13:00:00,2026-04-29,13,2
Red Bull White Edition,1.0,1.07,0.2,1.27,2026-04-29 13:00:00,2026-04-29,13,2
"Red Bull 0,25",3.0,2.5,0.47,2.97,2026-04-29 13:00:00,2026-04-29,13,2
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-04-29 13:00:00,2026-04-29,13,2
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-04-29 14:00:00,2026-04-29,14,2
M&M Peanut,1.0,0.93,0.07,1.0,2026-04-29 14:00:00,2026-04-29,14,2
Laugenbrezel mit Pfeffer,1.0,1.68,0.12,1.8,2026-04-29 14:00:00,2026-04-29,14,2
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-04-29 14:00:00,2026-04-29,14,2
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-04-29 14:00:00,2026-04-29,14,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-29 14:00:00,2026-04-29,14,2
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-04-29 14:00:00,2026-04-29,14,2
"Coca Cola 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-04-29 14:00:00,2026-04-29,14,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-04-29 14:00:00,2026-04-29,14,2
Snickers Ice Cream Eisrie,3.0,7.01,0.49,7.5,2026-04-29 15:00:00,2026-04-29,15,2
La Nogger Choc,1.0,1.87,0.13,2.0,2026-04-29 15:00:00,2026-04-29,15,2
La Cornetto Haselnuss,1.0,1.87,0.13,2.0,2026-04-29 15:00:00,2026-04-29,15,2
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-04-29 16:00:00,2026-04-29,16,2
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-04-29 17:00:00,2026-04-29,17,2
Brown Donut,1.0,1.4,0.1,1.5,2026-04-29 17:00:00,2026-04-29,17,2
Haribo Goldbären 100g,1.0,0.93,0.07,1.0,2026-04-29 17:00:00,2026-04-29,17,2
GO FRESH Tuna Sandwich,1.0,3.55,0.25,3.8,2026-04-29 18:00:00,2026-04-29,18,2
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-04-29 18:00:00,2026-04-29,18,2
"Yayla Ayran Tetra 0,25L",2.0,2.02,0.38,2.4,2026-04-29 18:00:00,2026-04-29,18,2
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-04-29 18:00:00,2026-04-29,18,2
Red Bull Green Edition,1.0,0.71,0.14,0.85,2026-04-29 18:00:00,2026-04-29,18,2
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-04-29 18:00:00,2026-04-29,18,2
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-04-29 19:00:00,2026-04-29,19,2
Laugenbrezel mit Pfeffer,1.0,1.68,0.12,1.8,2026-04-29 19:00:00,2026-04-29,19,2
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-04-29 19:00:00,2026-04-29,19,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-04-29 19:00:00,2026-04-29,19,2
Teinacher still 0.7,1.0,1.01,0.19,1.2,2026-04-29 19:00:00,2026-04-29,19,2
La Magnum Almond,1.0,2.52,0.18,2.7,2026-04-29 20:00:00,2026-04-29,20,2
GO FRESH Sandw Käse,1.0,3.55,0.25,3.8,2026-04-29 20:00:00,2026-04-29,20,2
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-04-30 07:00:00,2026-04-30,7,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-30 08:00:00,2026-04-30,8,3
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-04-30 08:00:00,2026-04-30,8,3
Coffee Cup Big1,1.0,1.68,0.32,2.0,2026-04-30 10:00:00,2026-04-30,10,3
Black Truffle Trufa Negra 24 Beutel á,1.0,1.12,0.08,1.2,2026-04-30 11:00:00,2026-04-30,11,3
Mentos Gum Pure Frost,1.0,3.27,0.23,3.5,2026-04-30 11:00:00,2026-04-30,11,3
BiFi Roll,1.0,1.31,0.09,1.4,2026-04-30 11:00:00,2026-04-30,11,3
Nussschnecke,1.0,2.34,0.16,2.5,2026-04-30 11:00:00,2026-04-30,11,3
Mars Protein 50g,1.0,2.99,0.21,3.2,2026-04-30 11:00:00,2026-04-30,11,3
HOMEMADE BUN VEGAN,1.0,2.33,0.17,2.5,2026-04-30 11:00:00,2026-04-30,11,3
Mahi Marinade Peri Peri Hot,1.0,3.08,0.22,3.3,2026-04-30 11:00:00,2026-04-30,11,3
Mahi Sauce Chipotle Smoked Jalapeno,1.0,3.7,0.25,3.95,2026-04-30 11:00:00,2026-04-30,11,3
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-04-30 11:00:00,2026-04-30,11,3
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-04-30 11:00:00,2026-04-30,11,3
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-04-30 11:00:00,2026-04-30,11,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-30 11:00:00,2026-04-30,11,3
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-04-30 11:00:00,2026-04-30,11,3
Teinacher Johannisbeer Holunder,1.0,1.34,0.26,1.6,2026-04-30 11:00:00,2026-04-30,11,3
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-04-30 11:00:00,2026-04-30,11,3
M Candy Schokoerdnüsse,1.0,1.78,0.12,1.9,2026-04-30 12:00:00,2026-04-30,12,3
Saltletts Sticks 75g,1.0,0.65,0.05,0.7,2026-04-30 12:00:00,2026-04-30,12,3
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-04-30 12:00:00,2026-04-30,12,3
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-04-30 12:00:00,2026-04-30,12,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-30 12:00:00,2026-04-30,12,3
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-04-30 12:00:00,2026-04-30,12,3
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-04-30 12:00:00,2026-04-30,12,3
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-04-30 12:00:00,2026-04-30,12,3
Mars Ice Cream Eisriegel,1.0,2.34,0.16,2.5,2026-04-30 13:00:00,2026-04-30,13,3
La Magnum Almond,1.0,2.52,0.18,2.7,2026-04-30 15:00:00,2026-04-30,15,3
BF ICE CREAM Himbeere Fichte 100ml Bio V,1.0,2.33,0.17,2.5,2026-04-30 16:00:00,2026-04-30,16,3
BF ICE CREAM Weiße Schokolade & Waldbeer,1.0,2.34,0.16,2.5,2026-04-30 16:00:00,2026-04-30,16,3
"Leergut 0,15 EUR",3.0,0.38,0.07,0.45,2026-04-30 16:00:00,2026-04-30,16,3
Teinacher Mango Maracuja,1.0,1.35,0.25,1.6,2026-04-30 16:00:00,2026-04-30,16,3
Teinacher Johannisbeer Holunder,1.0,1.34,0.26,1.6,2026-04-30 16:00:00,2026-04-30,16,3
Teinacher classic,1.0,1.01,0.19,1.2,2026-04-30 16:00:00,2026-04-30,16,3
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-04-30 17:00:00,2026-04-30,17,3
Protein Bar Vanilla Stracci,1.0,0.93,0.07,1.0,2026-04-30 17:00:00,2026-04-30,17,3
GO FRESH Sandw Pute Ei,1.0,3.55,0.25,3.8,2026-04-30 17:00:00,2026-04-30,17,3
Koro Protein Bar Schoko Brownie,1.0,2.35,0.15,2.5,2026-04-30 17:00:00,2026-04-30,17,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-04-30 18:00:00,2026-04-30,18,3
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-04-30 18:00:00,2026-04-30,18,3
Hanuta 2er 44g,1.0,0.93,0.07,1.0,2026-04-30 19:00:00,2026-04-30,19,3
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-04-30 19:00:00,2026-04-30,19,3
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-04-30 20:00:00,2026-04-30,20,3
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-04-30 20:00:00,2026-04-30,20,3
Wheat Germ & Tomato Cuori 250g,1.0,3.64,0.26,3.9,2026-04-30 21:00:00,2026-04-30,21,3
Chili & Lime Chili & Lima24 Beutel á 4,1.0,1.12,0.08,1.2,2026-04-30 21:00:00,2026-04-30,21,3
Black Truffle Trufa Negra 24 Beutel á,1.0,1.12,0.08,1.2,2026-04-30 21:00:00,2026-04-30,21,3
Oreo Classic,1.0,2.71,0.19,2.9,2026-04-30 21:00:00,2026-04-30,21,3
Bone dry Spätburgunder Rosé,1.0,10.0,1.9,11.9,2026-04-30 21:00:00,2026-04-30,21,3
"Leergut 0,08 EUR",1.0,0.07,0.01,0.08,2026-04-30 21:00:00,2026-04-30,21,3
"Moretti Beer 0,33L",1.0,1.68,0.32,2.0,2026-04-30 21:00:00,2026-04-30,21,3
Herta Finesse Schinken 100g,1.0,3.27,0.23,3.5,2026-05-01 01:00:00,2026-05-01,1,4
Mein Glück aus Mandeln,1.0,3.97,0.28,4.25,2026-05-01 01:00:00,2026-05-01,1,4
"Leergut 0,15 EUR",3.0,0.39,0.06,0.45,2026-05-01 12:00:00,2026-05-01,12,4
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-05-01 12:00:00,2026-05-01,12,4
"Red Bull 0,25",2.0,2.13,0.41,2.54,2026-05-01 12:00:00,2026-05-01,12,4
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-05-01 12:00:00,2026-05-01,12,4
FUZE T PFIRSICH,1.0,1.43,0.27,1.7,2026-05-01 12:00:00,2026-05-01,12,4
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-01 14:00:00,2026-05-01,14,4
Snickers Protein Riegel,2.0,5.98,0.42,6.4,2026-05-01 14:00:00,2026-05-01,14,4
Pringles SourCream & Onion,1.0,1.31,0.09,1.4,2026-05-01 14:00:00,2026-05-01,14,4
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-05-01 20:00:00,2026-05-01,20,4
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-05-01 20:00:00,2026-05-01,20,4
Saltletts Sticks 75g,1.0,0.65,0.05,0.7,2026-05-01 20:00:00,2026-05-01,20,4
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-01 20:00:00,2026-05-01,20,4
Red Bull Blue Edition,1.0,1.43,0.27,1.7,2026-05-01 20:00:00,2026-05-01,20,4
Protein Bar Chocolate,1.0,0.93,0.07,1.0,2026-05-02 10:00:00,2026-05-02,10,5
Brezeln,1.0,1.78,0.12,1.9,2026-05-02 10:00:00,2026-05-02,10,5
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-05-02 10:00:00,2026-05-02,10,5
"Bio creamy cocos fairness 37,5g",1.0,1.12,0.08,1.2,2026-05-02 10:00:00,2026-05-02,10,5
"Leergut 0,25 EUR",5.0,1.05,0.2,1.25,2026-05-02 10:00:00,2026-05-02,10,5
"Red Bull 0,25",2.0,2.12,0.42,2.54,2026-05-02 10:00:00,2026-05-02,10,5
Red Bull Blue Edition,2.0,2.14,0.4,2.54,2026-05-02 10:00:00,2026-05-02,10,5
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-05-02 10:00:00,2026-05-02,10,5
Barebells Soft Protein Coco Choco 55g,2.0,6.17,0.43,6.6,2026-05-02 12:00:00,2026-05-02,12,5
GO FRESH Wrap Tomat Mozza,1.0,3.55,0.25,3.8,2026-05-02 12:00:00,2026-05-02,12,5
GO FRESH Wrap Linse Falaf,1.0,3.55,0.25,3.8,2026-05-02 12:00:00,2026-05-02,12,5
Mars Protein 50g,1.0,2.99,0.21,3.2,2026-05-02 12:00:00,2026-05-02,12,5
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-05-02 12:00:00,2026-05-02,12,5
Shot Beetroot 60ml,1.0,1.85,0.35,2.2,2026-05-02 12:00:00,2026-05-02,12,5
Shot Cucumber Ginger 60ml,1.0,1.85,0.35,2.2,2026-05-02 12:00:00,2026-05-02,12,5
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-05-02 12:00:00,2026-05-02,12,5
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-05-02 12:00:00,2026-05-02,12,5
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-05-02 12:00:00,2026-05-02,12,5
Shot Himbeere Ingwer 60ml,2.0,3.7,0.7,4.4,2026-05-02 20:00:00,2026-05-02,20,5
Zewa UltraSoft Toilettenp,1.0,2.94,0.56,3.5,2026-05-03 10:00:00,2026-05-03,10,6
Manner Neapolitaner Schnitten 75g,1.0,0.93,0.07,1.0,2026-05-03 11:00:00,2026-05-03,11,6
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-05-03 13:00:00,2026-05-03,13,6
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-05-03 13:00:00,2026-05-03,13,6
"Red Bull 0,25",3.0,3.93,0.74,4.67,2026-05-03 13:00:00,2026-05-03,13,6
Red Bull Blue Edition,1.0,1.06,0.21,1.27,2026-05-03 13:00:00,2026-05-03,13,6
GO FRESH Wrap Chicken Chi,1.0,3.56,0.24,3.8,2026-05-03 15:00:00,2026-05-03,15,6
Kitkat Chunky 40g Nestlé,1.0,0.93,0.07,1.0,2026-05-03 15:00:00,2026-05-03,15,6
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-05-03 15:00:00,2026-05-03,15,6
